2017,200,49,27.9,28.5,+0.6,+2.2,141,125,113,443,198,179,56.1,30.1,920,129,187,105,23.3,341,579,26.17
2016,200,49,26.3,27.9,+1.6,+6.1,140,139,112,453,187,185,56.4,30.9,924,130,190,124,25.3,366,557,25.11
2015,200,49,30.15,26.3,-3.85,-12.8,149,124,118,423,189,150,55.4,14.7,844,121,227,53,24.4,330,514,23.97
2014,200,51,34.15,30.15,-4,-11.7,172,117,116,433,220,147,1.74,15.3,828,132,181,70,22.5,295,532,24.86
2013,196,51,22.25,34.15,+11.9,+53.5,149,119,112,408,181,151,3.2,11.4,769,129,200,59.7,21.3,302,467,21.65
2012,185,47,17.85,22.25,+4.4,+24.6,135,101,108,375,168,149,0.77,31.8,724,123,176,113,19.8,319,405,20.92
2011,184,47,19.5,17.85,-1.65,-8.5,116,90,111,353,166,152,1.31,31.1,703,115,162,125,18.2,316,387,20.41
2010,183,47,14,19.5,+5.5,+39.3,102,79.5,103,315,164,149,1.62,32.5,662,113,147,115,15.7,289,374,19.74
2009,182,40,10.1,14,+3.9,+38.6,91,72.2,93.8,286,170,153,2.14,33,645,93.1,122,128,15.8,277,368,19.68
2008,182,38,16.2,10.1,-6.1,-37.7,62.7,82.8,111,293,174,157,2.44,34,661,98.3,163,125,15.9,315,346,18.44
2007,191,40,16.6,16.2,-0.4,-2.4,67.4,96.5,101,315,197,130,5.23,36.5,684,109,179,96,16.2,302,382,19.84
2006,191,38,9.47,16.6,+7.13,+75.3,58.8,85.4,90.8,284,218,137,4.07,35,678,107,181,87.3,14,293,385,20.27
2005,192,36,10.3,9.47,-0.83,-8.1,45.4,77.8,87.3,253,199,140,5.13,36.9,635,94.2,180,96.6,19.4,307,328,17.4
2004,199,26,11.3,10.3,-1,-8.8,27.6,78.6,68.5,208,229,120,3.44,31,592,77.5,153,105,15.4,284,308,15.84
2003,201,34,10.2,11.3,+1.1,+10.8,27,78.6,65.4,229,230,148,2.84,63.3,673,85.9,163,136,31.8,342,331,16.49
2002,190,34,11,10.2,-0.8,-7.3,23.4,61.7,52.5,192,247,122,2.89,82.3,647,75.9,159,122,29.2,328,319,16.83
2001,194,36,17.3,11,-6.3,-36.4,33.1,58.1,52,194,233,132,2.51,73.2,635,60,114,142,38.5,312,322,16.59
2000,179,34,26.7,17.3,-9.4,-35.2,22.3,68.2,68.8,216,237,152,3.23,62.5,670,74.3,145,142,40.4,345,325,18.14
1999,153,49,26.8,26.7,-0.1,-0.4,53,62.1,47.6,171,196,116,1.58,14.6,499,45.4,60.1,109,3.89,191,308,20.15
1998,139,47,45,26.8,-18.2,-40.4,79.4,56.4,47.8,208,161,108,1.88,19.4,498,48.7,62.7,115,3.49,199,299,21.6
1997,101,51,51,45,-6,-11.8,28.7,57.4,49,142,114,108,3,18.5,386,53.2,67.9,52,4.82,143,243,24.16
1996,72.4,45,50.5,51,+0.5,+1,17.5,46.1,45.1,112,91,104,3.79,11.2,323,49.7,62.9,71.7,4.94,157,165,22.82
1995,64.3,38,75.5,50.5,-25,-33.1,8.82,64.2,56.4,132,65.7,75.9,3.22,5.72,282,64,92.2,40.6,15.9,149,134,20.8
1994,54.9,-,79.5,75.5,-4,-5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.12
1993,48.9,-,55,79.5,+24.5,+44.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.31
1992,43.7,-,70,55,-15,-21.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.47
1991,39.7,-,49,70,+21,+42.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.81
1990,35.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.68
