2018/05,49.25,57.5,61.7,49.25,+8.4,+17.11,20.61,+12.2,+27.4,91.49,+10.7,20.61,+12.2,+27.4,91.49,+10.7
2018/04,56,49.1,56.2,48.65,-6.7,-12.01,18.36,+2.16,+9.51,70.88,+6.63,18.36,+2.16,+9.51,70.88,+6.63
2018/03,50.5,55.8,58.2,49.5,+4.9,+9.63,17.97,+28.6,+5.14,52.52,+5.66,17.97,+28.6,+5.14,52.52,+5.66
2018/02,50.1,50.9,52.1,45.2,+0.5,+0.99,13.98,-32,-8.15,34.54,+5.93,13.98,-32,-8.15,34.54,+5.93
2018/01,54.5,50.4,56.4,49.1,-3.8,-7.01,20.57,+18.6,+18.2,20.57,+18.2,20.57,+18.6,+18.2,20.57,+18.2
2017/12,72.8,54.2,73.4,53.5,-17.5,-24.41,17.35,-16.3,-0.24,223.4,-3.58,17.35,-16.3,-0.24,223.4,-3.58
2017/11,76,71.7,79,71.2,-4.3,-5.66,20.74,-16.5,+4.58,206,-3.85,20.74,-16.5,+4.58,206,-3.85
2017/10,74.2,76,77.6,70.3,+1.1,+1.47,24.85,+10.3,+26.4,185.3,-4.71,24.85,+10.3,+26.4,185.3,-4.71
2017/09,84.4,74.9,85.3,69.2,-9.1,-10.83,22.53,+6.83,+7.84,160.4,-8.21,22.53,+6.83,+7.84,160.4,-8.21
2017/08,81.5,84,87.9,80.3,+2.5,+3.07,21.08,+17.7,-4.11,137.9,-10.4,21.08,+17.7,-4.11,137.9,-10.4
2017/07,80.9,81.5,84.5,78.8,+0.8,+0.99,17.91,+10.1,-12.4,116.8,-11.4,17.91,+10.1,-12.4,116.8,-11.4
2017/06,78.5,80.7,81.5,76.5,+2.6,+3.33,16.26,+0.55,-18.9,98.91,-11.3,16.26,+0.55,-18.9,98.91,-11.3
2017/05,76.5,78.1,82.4,75.1,-0.4,-0.51,16.17,-3.55,-15.9,82.64,-9.6,16.17,-3.55,-15.9,82.64,-9.6
2017/04,80.2,78.5,82.5,72,-1.7,-2.12,16.77,-1.91,-9.26,66.47,-7.91,16.77,-1.91,-9.26,66.47,-7.91
2017/03,84.5,80.2,85.3,78.2,-4.8,-5.65,17.09,+12.3,-12.2,49.7,-7.44,17.09,+12.3,-12.2,49.7,-7.44
2017/02,72.5,85,87.3,72.1,+13.2,+18.38,15.22,-12.5,-1.6,32.61,-4.71,15.22,-12.5,-1.6,32.61,-4.71
2017/01,71.5,71.8,72.4,69.8,+0.6,+0.84,17.39,0,-7.28,17.39,-7.28,17.39,0,-7.28,17.39,-7.28
2016/12,71.1,71.2,73.7,70.1,+0.1,+0.14,17.39,-12.3,-14.5,231.7,+0.44,17.39,-12.3,-14.5,231.7,+0.44
2016/11,73.2,71.1,73.6,65.9,-1.8,-2.47,19.83,+0.86,-7.05,214.3,+1.89,19.83,+0.86,-7.05,214.3,+1.89
2016/10,73.6,72.9,75,69.6,-0.2,-0.27,19.66,-5.88,-7.6,194.4,+2.9,19.66,-5.88,-7.6,194.4,+2.9
2016/09,66.9,73.1,75.8,66.3,+6.2,+9.27,20.89,-5.01,-6.56,174.8,+4.23,20.89,-5.01,-6.56,174.8,+4.23
2016/08,69,66.9,72.3,65.7,-1.9,-2.76,21.99,+7.6,+18.1,153.9,+5.9,21.99,+7.6,+18.1,153.9,+5.9
2016/07,70.4,68.8,74.4,67.4,-1.6,-2.27,20.43,+1.95,+8.06,131.9,+4.1,20.43,+1.95,+8.06,131.9,+4.1
2016/06,72.9,70.4,76.6,68.5,-1,-1.4,20.04,+4.17,+10.4,111.5,+3.4,20.04,+4.17,+10.4,111.5,+3.4
2016/05,62.5,71.4,74.1,59.4,+8.9,+14.24,19.24,+4.11,+14.7,91.42,+1.99,19.24,+4.11,+14.7,91.42,+1.99
2016/04,71.4,62.5,71.8,61.7,-9,-12.59,18.48,-5.12,-4.74,72.18,-0.93,18.48,-5.12,-4.74,72.18,-0.93
2016/03,77.2,71.5,80.8,69.5,-5.5,-7.14,19.48,+26,-2.27,53.7,+0.44,19.48,+26,-2.27,53.7,+0.44
2016/02,69.8,77,78.7,68.7,+7.8,+11.27,15.46,-17.6,+6.18,34.22,+2.06,15.46,-17.6,+6.18,34.22,+2.06
2016/01,67.2,69.2,70.8,58.9,+2.3,+3.44,18.76,-7.75,-1.09,18.76,-1.09,18.76,-7.75,-1.09,18.76,-1.09
2015/12,57.1,66.9,71.4,56.9,+10,+17.57,20.34,-4.67,+11.3,230.6,-7.54,20.34,-4.67,+11.3,230.6,-7.54
2015/11,65.1,56.9,70.7,54.3,-10,-14.95,21.33,+0.26,+20.3,210.3,-9.03,21.33,+0.26,+20.3,210.3,-9.03
2015/10,63.6,66.9,72.7,63,+3.9,+6.19,21.28,-4.82,+4.87,188.9,-11.5,21.28,-4.82,+4.87,188.9,-11.5
2015/09,57.4,63,69.8,56.3,+5,+8.62,22.35,+20.1,+4.39,167.7,-13.2,22.35,+20.1,+4.39,167.7,-13.2
2015/08,61.9,58,64.6,49.9,-4,-6.45,18.61,-1.55,-16,145.3,-15.4,18.61,-1.55,-16,145.3,-15.4
2015/07,84.6,62,87.5,60,-22.6,-26.71,18.91,+4.16,-20.4,126.7,-15.3,18.91,+4.16,-20.4,126.7,-15.3
2015/06,93,84.6,93.5,77.8,-8.6,-9.23,18.15,+8.22,-19.6,107.8,-14.3,18.15,+8.22,-19.6,107.8,-14.3
2015/05,93.9,93.2,94.5,85.5,-0.7,-0.75,16.77,-13.5,-24.4,89.64,-13.2,16.77,-13.5,-24.4,89.64,-13.2
2015/04,100.5,93.9,102,93.4,-6.6,-6.57,19.4,-2.66,-15.9,72.86,-10.1,19.4,-2.66,-15.9,72.86,-10.1
2015/03,101.5,100.5,106,99.7,-1,-0.99,19.93,+36.8,-6.01,53.46,-7.77,19.93,+36.8,-6.01,53.46,-7.77
2015/02,102.5,101.5,104,99.8,-1,-0.98,14.56,-23.2,-12,33.53,-8.78,14.56,-23.2,-12,33.53,-8.78
2015/01,105,102.5,106.5,99.3,-3,-2.84,18.97,+3.83,-6.15,18.97,-6.15,18.97,+3.83,-6.15,18.97,-6.15
2014/12,110,105.5,115,96.7,-8,-7.05,18.27,+2.97,-1.81,249.4,+7.96,18.27,+2.97,-1.81,249.4,+7.96
2014/11,114,113.5,120,106.5,-0.5,-0.44,17.74,-12.6,-4.19,231.2,+8.82,17.74,-12.6,-4.19,231.2,+8.82
2014/10,113,114,117,106.5,+1,+0.88,20.29,-5.24,-1.37,213.4,+10.1,20.29,-5.24,-1.37,213.4,+10.1
2014/09,127.5,113,129.5,108,-13.5,-10.67,21.41,-3.35,+6.16,193.1,+11.4,21.41,-3.35,+6.16,193.1,+11.4
2014/08,121,126.5,130,121,+1.5,+1.2,22.15,-6.79,+8.25,171.7,+12.1,22.15,-6.79,+8.25,171.7,+12.1
2014/07,134,125,137.5,112,-9,-6.72,23.77,+5.21,+13.9,149.6,+12.7,23.77,+5.21,+13.9,149.6,+12.7
2014/06,138,134,139.5,125,-3,-2.19,22.59,+1.81,+23.2,125.8,+12.5,22.59,+1.81,+23.2,125.8,+12.5
2014/05,115,137,139.5,114.5,+23,+20.18,22.19,-3.79,+6.95,103.2,+10.4,22.19,-3.79,+6.95,103.2,+10.4
2014/04,113.5,114,118,108,+1,+0.88,23.06,+8.75,+18,81.03,+11.3,23.06,+8.75,+18,81.03,+11.3
2014/03,102,113,114.5,100.5,+9.5,+9.18,21.21,+28.1,+21.2,57.97,+8.88,21.21,+28.1,+21.2,57.97,+8.88
2014/02,102.5,103.5,108,100.5,-2,-1.9,16.55,-18.1,+4.3,36.76,+2.86,16.55,-18.1,+4.3,36.76,+2.86
2014/01,98,105.5,108,97.2,+6.6,+6.67,20.21,+8.63,+1.7,20.21,+1.7,20.21,+8.63,+1.7,20.21,+1.7
2013/12,103,98.9,107,92,-3.1,-3.04,18.6,+0.48,+2.21,231,+4.85,18.6,+0.48,+2.21,231,+4.85
2013/11,104,102,105,98.7,-3,-2.86,18.51,-9.99,+3.97,212.4,+5.08,18.51,-9.99,+3.97,212.4,+5.08
2013/10,104,105,107.5,99,+1,+0.96,20.57,+1.99,+3.33,193.9,+5.19,20.57,+1.99,+3.33,193.9,+5.19
2013/09,109,104,116,101,-5.5,-5.02,20.17,-1.44,+12.4,173.3,+5.42,20.17,-1.44,+12.4,173.3,+5.42
2013/08,106,109.5,115,106,+2.5,+2.34,20.46,-1.9,+5.64,153.2,+4.56,20.46,-1.9,+5.65,153.2,+4.57
2013/07,115.5,107,118.5,99,-7,-6.14,20.86,+13.8,+11.6,132.7,+4.4,20.86,+13.8,+11.6,132.7,+4.4
