2018/05,52.5,56.5,58.5,50.9,+4.2,+8.03,0.851,+17.1,+39,3.78,+29.7,0.851,+17.1,+39,3.78,+29.7
2018/04,61,52.3,61.7,49.35,-8.6,-14.12,0.727,-4.48,+18.4,2.93,+27.2,0.727,-4.48,+18.4,2.93,+27.2
2018/03,59.5,60.9,63.5,57.6,+1.4,+2.35,0.761,+12.8,+25.9,2.2,+30.4,0.761,+12.8,+25.9,2.2,+30.4
2018/02,59.1,59.5,63.8,54,+0.9,+1.54,0.674,-11.8,+44.6,1.44,+33,0.674,-11.8,+44.6,1.44,+33
2018/01,48,58.6,62.3,48,+10.7,+22.34,0.764,+21.8,+24.2,0.764,+24.2,0.764,+21.8,+24.2,0.764,+24.2
2017/12,50.6,47.9,51.6,46.7,-2.7,-5.34,0.627,-9.86,-8.86,7.61,-9.8,0.627,-9.86,-8.86,7.61,-9.8
2017/11,52.8,50.6,58.5,50.5,-1.7,-3.25,0.696,+10.5,-13.3,6.98,-9.88,0.696,+10.5,-13.3,6.98,-9.88
2017/10,59.7,52.3,63.7,50.3,-6.8,-11.51,0.63,-6.86,-10.2,6.28,-9.49,0.63,-6.86,-10.2,6.28,-9.49
2017/09,65.3,59.1,66.4,55.1,-5.4,-8.37,0.676,-4.85,-5.06,5.65,-9.4,0.676,-4.85,-5.06,5.65,-9.4
2017/08,47.45,64.5,69,46.9,+17.8,+38.12,0.711,-3.19,+3.03,4.98,-9.96,0.711,-3.19,+3.03,4.98,-9.96
2017/07,39.5,46.7,51.3,38.9,+7.4,+18.83,0.734,+18.5,+7.12,4.27,-11.8,0.734,+18.5,+7.12,4.27,-11.8
2017/06,38,39.3,40.45,36.75,+1.8,+4.8,0.62,+1.24,-5.1,3.53,-15,0.62,+1.24,-5.1,3.53,-15
2017/05,34.55,37.5,39.2,34.2,+2.95,+8.54,0.612,-0.25,-6.32,2.91,-16.8,0.612,-0.25,-6.32,2.91,-16.8
2017/04,37.35,34.55,37.35,34.55,-2.25,-6.11,0.614,+1.54,-16.8,2.3,-19.2,0.614,+1.54,-16.8,2.3,-19.2
2017/03,37.3,36.8,40.25,35.7,-0.7,-1.87,0.604,+29.6,-9.61,1.69,-20,0.604,+29.6,-9.61,1.69,-20
2017/02,37.2,37.5,41.15,36.8,+0.45,+1.21,0.466,-24.2,-24.8,1.08,-24.9,0.466,-24.2,-24.8,1.08,-24.9
2017/01,36.35,37.05,38,36.3,+0.7,+1.93,0.615,-10.6,-24.9,0.615,-24.9,0.615,-10.6,-24.9,0.615,-24.9
2016/12,36.4,36.35,37.5,35.6,-0.1,-0.27,0.689,-14.2,-15.2,8.43,-1.31,0.689,-14.2,-15.2,8.43,-1.31
2016/11,37.5,36.45,37.8,34.1,-1.05,-2.8,0.803,+14.4,-2.15,7.75,+0.14,0.803,+14.4,-2.15,7.75,+0.14
2016/10,40.5,37.5,40.6,36.3,-2.75,-6.83,0.702,-1.5,-4.42,6.94,+0.41,0.702,-1.5,-4.42,6.94,+0.41
2016/09,38.4,40.25,45,37.95,+1.85,+4.82,0.713,+3.26,+4.67,6.24,+0.99,0.713,+3.26,+4.67,6.24,+0.99
2016/08,42.15,38.4,45.8,38.05,-2.85,-6.91,0.69,+0.64,+0.11,5.53,+0.53,0.69,+0.64,+0.11,5.53,+0.53
2016/07,37.95,41.25,41.25,37,+3.3,+8.7,0.686,+4.96,+1.21,4.84,+0.59,0.686,+4.96,+1.21,4.84,+0.59
