006201,元大富櫃50,12.10,-0.08 ,12.21,12.24,12.10,12.16,"50,000","608,110",26,12.06,12.10,"16,446,000",12.10,13.31,10.89
00679B,元大美債20年,37.25,-0.38 ,37.35,37.35,37.20,37.28,"3,876,000","144,492,620",193,37.23,37.25,"800,192,000",37.25,9999.95,0.01
00687B,國泰20年美債,38.69,-0.38 ,38.71,38.72,38.66,38.70,"376,000","14,549,590",16,38.69,38.72,"376,787,000",38.69,9999.95,0.01
00694B,富邦美債1-3,40.50,-0.08 ,40.54,40.54,40.50,40.53,"350,000","14,187,000",4,40.46,40.52,"52,576,000",40.50,9999.95,0.01
00695B,富邦美債7-10,38.99,-0.24 ,39.03,39.03,38.98,39.03,"303,454","11,843,564",13,38.99,39.03,"116,686,000",38.99,9999.95,0.01
00696B,富邦美債20年,39.22,-0.49 ,39.28,39.28,39.22,39.28,"303,000","11,901,730",6,39.23,39.28,"197,181,000",39.22,9999.95,0.01
00697B,元大美債7-10,38.60,-0.17 ,38.65,38.65,38.60,38.61,"538,000","20,771,470",9,38.56,38.62,"29,712,000",38.60,9999.95,0.01
00718B,富邦中國政策債,20.20,-0.01 ,20.25,20.25,20.20,20.20,"207,000","4,181,750",6,20.21,20.25,"964,501,000",20.20,9999.95,0.01
00719B,元大美債1-3,31.63,-0.03 ,31.60,31.63,31.60,31.62,"450,000","14,229,700",6,31.58,31.60,"3,514,000",31.63,9999.95,0.01
00720B,元大投資級公司債,38.86,-0.37 ,38.93,38.93,38.86,38.93,"3,279,000","127,638,300",48,38.87,38.91,"182,109,000",38.86,9999.95,0.01
00721B,元大中國債3-5,45.48,+0.07,45.52,45.52,45.45,45.46,"450,000","20,459,010",7,45.48,45.52,"324,622,000",45.48,9999.95,0.01
00722B,群益15年IG電信債,39.66,-0.32 ,39.71,39.71,39.65,39.66,"202,000","8,010,390",6,39.83,40.13,"167,739,000",39.66,9999.95,0.01
00723B,群益15年IG科技債,38.54,-0.35 ,38.59,38.59,38.53,38.54,"201,000","7,745,590",5,38.74,39.04,"498,583,000",38.54,9999.95,0.01
00724B,群益10年IG金融債,37.64,-0.22 ,37.67,37.67,37.53,37.63,"202,000","7,602,200",6,37.71,38.01,"601,775,000",37.64,9999.95,0.01
00725B,國泰投資級公司債,40.04,-0.12 ,40.15,40.15,40.04,40.14,"11,000","441,540",2,39.95,40.00,"119,706,000",40.04,9999.95,0.01
00726B,國泰5Y+新興債,41.06,-0.01 ,41.06,41.06,41.00,41.03,"4,000","164,120",3,40.91,41.06,"3,989,000",41.06,9999.95,0.01
00727B,國泰1-5Y高收債,43.81,-0.04 ,43.81,43.81,43.81,43.81,"1,000","43,810",1,43.68,43.81,"14,189,000",43.81,9999.95,0.01
00734B,台新JPM新興債,20.73,+0.01,20.74,20.74,20.69,20.71,"1,035,000","21,435,330",15,20.72,20.73,"36,479,000",20.73,9999.95,0.01
00740B,富邦全球投等債,40.85,-0.25 ,40.90,40.90,40.85,40.88,"320,000","13,080,000",9,40.69,41.00,"5,971,000",40.85,9999.95,0.01
00741B,富邦全球高收債,41.25,0.00 ,41.25,41.25,41.25,41.25,"241,000","9,941,250",7,41.15,41.53,"5,628,000",41.25,9999.95,0.01
00744B,國泰中國政金債5+,40.06,+0.05,40.06,40.06,40.06,40.06,"1,000","40,060",1,40.00,40.13,"206,228,000",40.06,9999.95,0.01
00745B,富邦中政債0-1,39.92,+0.02,39.92,39.92,39.92,39.92,"100,000","3,992,000",5,39.87,39.95,"8,516,000",39.92,9999.95,0.01
00746B,富邦A級公司債,39.60,-0.24 ,39.60,39.60,39.60,39.60,"101,000","3,999,600",9,39.50,39.70,"5,464,000",39.60,9999.95,0.01
00747B,FH中國政策債,49.84,+0.04,49.81,49.84,49.81,49.83,"2,000","99,650",2,49.61,49.99,"221,000,000",49.84,9999.95,0.01
1240,茂生農經,40.80,+0.50,40.30,40.80,40.10,40.37,"29,000","1,170,600",20,40.50,40.80,"33,000,000",40.80,44.85,36.75
1258,其祥-KY,25.85,-0.40 ,26.10,26.10,25.85,25.98,"25,000","649,550",12,25.50,26.10,"36,816,458",25.85,28.40,23.30
1259,安心,71.00,-0.30 ,70.60,71.30,70.50,71.04,"16,002","1,136,754",9,70.90,71.30,"32,389,500",71.00,78.10,63.90
1264,德麥,208.00,-1.00 ,208.00,208.00,207.50,208.19,"8,030","1,671,770",39,208.00,209.00,"33,695,970",208.00,228.50,187.50
1268,漢來美食,135.50,-0.50 ,134.50,135.50,134.50,134.98,"6,138","828,492",9,134.50,135.50,"39,273,730",135.50,149.00,122.00
1333,恩得利,2.21,0.00 ,2.21,2.21,2.21,2.21,"436,000","963,560",8,2.17,2.21,"74,515,375",2.21,2.43,1.99
1336,台翰,16.90,+0.05,16.90,17.00,16.90,16.97,"34,000","576,950",17,16.85,16.95,"83,193,419",16.90,18.55,15.25
1565,精華,634.00,+10.00,631.00,637.00,630.00,632.45,"142,505","90,127,150",153,632.00,634.00,"50,416,516",634.00,697.00,571.00
1566,捷邦,16.10,+0.20,15.95,16.15,15.95,16.03,"145,103","2,326,673",63,16.00,16.10,"86,467,028",16.10,17.70,14.50
1569,濱川,16.50,+0.05,16.50,16.60,16.45,16.51,"124,503","2,055,251",72,16.50,16.60,"112,713,264",16.50,18.15,14.85
1570,力肯,13.00,0.00 ,13.00,13.05,13.00,12.99,"19,745","256,548",12,12.95,13.00,"51,500,839",13.00,14.30,11.70
1580,新麥,135.00,+1.00,134.50,135.50,134.50,135.22,"16,227","2,194,145",17,134.50,135.50,"50,230,242",135.00,148.50,121.50
1584,精剛,7.80,+0.07,7.85,7.85,7.75,7.79,"138,878","1,082,458",45,7.80,7.82,"82,470,533",7.80,8.58,7.02
1586,和勤,38.25,-0.15 ,38.30,38.50,38.20,38.30,"202,100","7,739,740",84,38.20,38.25,"76,488,857",38.25,42.05,34.45
1591,駿吉-KY,33.90,+0.20,34.00,34.00,33.60,33.76,"28,000","945,250",24,33.55,33.95,"33,164,807",33.90,37.25,30.55
1593,祺驊,43.00,0.00 ,43.00,43.50,43.00,43.26,"21,000","908,500",17,42.80,43.50,"31,948,455",43.00,47.30,38.70
1595,川寶,50.40,+0.70,50.40,50.80,50.20,50.45,"15,000","756,700",12,50.20,50.60,"47,148,134",50.40,55.40,45.40
1597,直得,109.50,+3.50,107.50,113.50,107.50,110.86,"3,705,994","410,845,830","2,904",109.50,110.00,"73,806,862",109.50,120.00,98.60
1599,宏佳騰,36.90,0.00 ,36.60,37.00,36.60,36.77,"25,201","926,526",18,36.90,37.00,"62,002,519",36.90,40.55,33.25
