006201,元大富櫃50,13.36,+0.04,13.32,13.36,13.30,13.33,"20,000","266,550",14,13.34,13.40,"15,946,000",13.36,14.69,12.03
00679B,元大美債20年,38.30,+0.13,38.24,38.33,38.24,38.31,"426,000","16,321,290",41,38.26,38.30,"824,192,000",38.30,9999.95,0.01
00687B,國泰20年美債,39.79,+0.09,39.83,39.83,39.79,39.82,"205,000","8,162,990",5,39.78,39.82,"321,787,000",39.79,9999.95,0.01
00694B,富邦美債1-3,40.50,+0.10,40.50,40.50,40.47,40.48,"423,887","17,158,201",13,40.47,40.50,"77,576,000",40.50,9999.95,0.01
00695B,富邦美債7-10,39.43,+0.09,39.37,39.43,39.37,39.43,"305,762","12,055,486",27,39.37,39.50,"115,186,000",39.43,9999.95,0.01
00696B,富邦美債20年,40.35,+0.07,40.35,40.35,40.35,40.35,"300,000","12,105,000",3,40.28,40.43,"256,181,000",40.35,9999.95,0.01
00697B,元大美債7-10,38.81,+0.10,38.80,38.81,38.75,38.80,"302,000","11,719,050",6,38.77,38.85,"5,712,000",38.81,9999.95,0.01
00718B,富邦中國政策債,20.16,-0.09 ,20.22,20.22,20.14,20.16,"257,000","5,181,230",13,20.17,20.22,"940,001,000",20.16,9999.95,0.01
00719B,元大美債1-3,31.60,+0.04,31.58,31.60,31.58,31.59,"400,000","12,636,000",4,31.58,31.65,"3,514,000",31.60,9999.95,0.01
00720B,元大投資級公司債,39.32,0.00 ,39.26,39.32,39.26,39.29,"400,000","15,716,000",4,39.30,39.35,"164,609,000",39.32,9999.95,0.01
00721B,元大中國債3-5,45.62,0.00 ,45.51,45.62,45.51,45.56,"427,000","19,453,350",7,45.54,45.62,"277,122,000",45.62,9999.95,0.01
00722B,群益15年IG電信債,39.84,+0.12,39.77,39.84,39.77,39.85,"12,201,000","486,206,770",8,39.77,39.94,"125,239,000",39.84,9999.95,0.01
00723B,群益15年IG科技債,38.88,+0.04,38.87,38.88,38.87,38.87,"220,000","8,552,400",5,38.80,38.90,"498,583,000",38.88,9999.95,0.01
00724B,群益10年IG金融債,37.99,+0.03,37.97,38.00,37.97,37.99,"201,000","7,636,970",5,37.95,38.02,"599,275,000",37.99,9999.95,0.01
00725B,國泰投資級公司債,40.36,-0.02 ,40.38,40.38,40.28,40.36,"98,000","3,954,940",7,40.36,40.40,"115,206,000",40.36,9999.95,0.01
00726B,國泰5Y+新興債,41.08,-0.01 ,41.02,41.08,41.02,41.05,"10,000","410,470",5,41.04,41.09,"3,989,000",41.08,9999.95,0.01
00727B,國泰1-5Y高收債,43.34,+0.11,43.26,43.34,43.26,43.29,"35,000","1,515,100",7,43.27,43.34,"33,689,000",43.34,9999.95,0.01
00734B,台新JPM新興債,20.86,+0.13,20.73,20.86,20.72,20.73,"384,000","7,960,130",13,20.77,20.86,"41,479,000",20.86,9999.95,0.01
00740B,富邦全球投等債,41.10,+0.05,41.15,41.15,41.10,41.13,"320,000","13,160,000",9,0.10,0.00,"5,971,000",41.10,9999.95,0.01
00741B,富邦全球高收債,41.00,-0.05 ,41.10,41.10,41.00,41.05,"240,000","9,852,000",8,0.10,0.00,"5,628,000",41.00,9999.95,0.01
