006201,元大富櫃50,12.95,-0.19 ,13.11,13.16,12.85,12.95,"144,000","1,865,210",80,12.90,12.95,"15,946,000",12.95,14.24,11.66
00679B,元大美債20年,38.47,+0.07,38.49,38.55,38.47,38.49,"399,034","15,360,239",33,38.46,38.49,"829,692,000",38.47,9999.95,0.01
00687B,國泰20年美債,39.73,+0.07,39.73,39.75,39.71,39.71,"210,000","8,339,390",6,39.72,39.75,"317,287,000",39.73,9999.95,0.01
00694B,富邦美債1-3,40.55,-0.01 ,40.55,40.55,40.55,40.55,"300,170","12,171,847",6,40.53,40.55,"42,076,000",40.55,9999.95,0.01
00695B,富邦美債7-10,39.42,-0.04 ,39.46,39.46,39.42,39.46,"302,200","11,924,440",26,39.44,39.48,"115,686,000",39.42,9999.95,0.01
00696B,富邦美債20年,40.31,+0.11,40.30,40.32,40.30,40.31,"302,000","12,173,620",8,40.25,40.32,"256,181,000",40.31,9999.95,0.01
00697B,元大美債7-10,38.76,-0.08 ,38.82,38.82,38.76,38.80,"301,000","11,678,760",5,38.77,38.84,"5,712,000",38.76,9999.95,0.01
00718B,富邦中國政策債,20.42,+0.08,20.42,20.42,20.40,20.41,"223,049","4,552,420",14,20.41,20.42,"830,501,000",20.42,9999.95,0.01
00719B,元大美債1-3,31.62,-0.02 ,31.65,31.65,31.62,31.64,"400,000","12,654,000",4,31.58,31.65,"3,514,000",31.62,9999.95,0.01
00720B,元大投資級公司債,39.52,+0.02,39.55,39.55,39.52,39.54,"400,000","15,814,000",4,39.52,39.57,"159,609,000",39.52,9999.95,0.01
00721B,元大中國債3-5,46.26,+0.23,46.12,46.27,46.12,46.20,"436,694","20,173,346",16,46.18,46.27,"236,622,000",46.26,9999.95,0.01
00722B,群益15年IG電信債,40.20,-0.06 ,40.18,40.20,40.03,40.19,"212,000","8,520,470",13,40.05,40.20,"101,239,000",40.20,9999.95,0.01
00723B,群益15年IG科技債,38.96,0.00 ,39.00,39.00,38.96,38.96,"204,000","7,947,980",6,38.81,38.98,"469,583,000",38.96,9999.95,0.01
00724B,群益10年IG金融債,38.04,+0.05,38.03,38.04,38.03,38.03,"202,000","7,683,060",6,37.89,38.06,"597,275,000",38.04,9999.95,0.01
00725B,國泰投資級公司債,40.38,+0.10,40.38,40.38,40.38,40.38,"2,000","80,760",2,40.30,40.35,"110,706,000",40.38,9999.95,0.01
00726B,國泰5Y+新興債,40.98,+0.18,40.99,40.99,40.87,40.89,"105,000","4,293,620",9,4.50,40.98,"3,989,000",40.98,9999.95,0.01
00727B,國泰1-5Y高收債,43.34,-0.01 ,43.35,43.35,43.34,43.35,"2,000","86,690",2,43.22,43.33,"27,689,000",43.34,9999.95,0.01
00734B,台新JPM新興債,20.58,+0.02,20.52,20.58,20.52,20.54,"1,061,000","21,793,320",18,20.56,20.58,"41,479,000",20.58,9999.95,0.01
00740B,富邦全球投等債,41.20,0.00 ,41.25,41.25,41.20,41.23,"320,000","13,192,000",8,41.11,41.48,"5,971,000",41.20,9999.95,0.01
00741B,富邦全球高收債,40.90,-0.10 ,41.00,41.00,40.90,40.95,"240,000","9,828,000",8,40.86,41.23,"5,628,000",40.90,9999.95,0.01
00744B,國泰中國政金債5+,40.05,0.00 ,40.00,40.05,39.97,40.00,"722,000","28,878,800",13,39.99,40.06,"89,228,000",40.05,9999.95,0.01
00745B,富邦中政債0-1,39.87,+0.10,39.92,39.95,39.87,39.90,"113,000","4,508,950",10,39.86,39.90,"8,516,000",39.87,9999.95,0.01
00746B,富邦A級公司債,39.85,-0.16 ,40.00,40.00,39.85,39.93,"100,000","3,992,500",7,39.82,40.10,"5,464,000",39.85,9999.95,0.01
1240,茂生農經,45.30,+0.40,44.95,46.30,44.95,45.74,"63,228","2,892,064",58,45.10,45.65,"33,000,000",45.30,49.80,40.80
1258,其祥-KY,27.90,+0.40,27.90,27.90,27.90,27.90,"1,000","27,900",1,27.40,27.90,"36,816,458",27.90,30.65,25.15
1259,安心, ---,--- ,---,---,---,77.00,1,77,1,77.10,77.80,"32,389,500",77.10,84.80,69.40
1264,德麥,206.00,+2.00,206.00,206.00,206.00,206.25,"7,230","1,491,223",33,204.50,207.00,"33,695,970",206.00,226.50,185.50
