006201,元大富櫃50,10.80,-0.40 ,10.48,10.80,10.38,10.48,"713,000","7,469,780",179,10.80,10.90,"17,946,000",10.80,11.88,9.72
00679B,元大美債20年,36.72,+0.64,36.37,36.74,36.37,36.66,"1,045,000","38,312,100",140,36.70,36.72,"934,192,000",36.72,9999.95,0.01
00687B,國泰20年美債,38.28,+0.79,38.14,38.28,38.14,38.22,"429,000","16,394,600",14,38.26,38.28,"483,787,000",38.28,9999.95,0.01
00694B,富邦美債1-3,40.92,+0.25,40.86,40.97,40.86,40.92,"515,297","21,087,626",9,40.89,40.97,"77,576,000",40.92,9999.95,0.01
00695B,富邦美債7-10,39.20,+0.50,38.91,39.26,38.91,39.21,"319,000","12,506,439",33,39.20,39.27,"118,186,000",39.20,9999.95,0.01
00696B,富邦美債20年,38.64,+0.74,38.49,38.65,38.49,38.60,"315,000","12,159,130",10,38.62,38.65,"467,181,000",38.64,9999.95,0.01
00697B,元大美債7-10,38.72,+0.42,38.70,38.75,38.68,38.71,"453,000","17,534,710",13,38.70,38.80,"55,712,000",38.72,9999.95,0.01
00718B,富邦中國政策債,20.18,-0.03 ,20.24,20.24,20.13,20.17,"638,000","12,870,240",20,20.13,20.20,"965,001,000",20.18,9999.95,0.01
00719B,元大美債1-3,32.04,+0.24,31.97,32.04,31.96,31.96,"484,000","15,470,050",21,31.95,32.04,"3,514,000",32.04,9999.95,0.01
00720B,元大投資級公司債,38.92,+0.34,38.88,38.96,38.83,38.78,"7,952,000","308,359,690",17,38.92,38.93,"214,109,000",38.92,9999.95,0.01
00721B,元大中國債3-5,45.57,+0.12,45.48,45.57,45.48,45.54,"462,000","21,041,210",11,45.54,45.58,"324,622,000",45.57,9999.95,0.01
00722B,群益15年IG電信債,39.72,+0.11,39.70,39.72,39.58,39.76,"7,702,000","306,219,300",8,39.52,0.00,"211,739,000",39.72,9999.95,0.01
00723B,群益15年IG科技債,38.16,+0.22,38.16,38.16,38.16,38.16,"200,000","7,632,000",4,0.30,0.00,"639,083,000",38.16,9999.95,0.01
00724B,群益10年IG金融債,37.33,+0.13,37.20,37.34,37.20,37.33,"204,000","7,614,940",9,37.30,37.33,"659,275,000",37.33,9999.95,0.01
00725B,國泰投資級公司債,39.90,+0.18,39.65,39.90,39.65,39.71,"6,000","238,280",5,0.30,39.90,"166,206,000",39.90,9999.95,0.01
00726B,國泰5Y+新興債,41.20,+0.03,41.24,41.24,41.20,41.22,"2,000","82,440",2,0.30,41.00,"3,989,000",41.20,9999.95,0.01
00727B,國泰1-5Y高收債,43.62,-0.20 ,43.81,43.81,43.62,43.62,"1,066,000","46,499,110",14,43.62,43.81,"18,689,000",43.62,9999.95,0.01
00734B,台新JPM新興債,20.79,+0.02,20.77,20.79,20.74,20.78,"1,019,000","21,179,130",17,20.78,20.81,"33,979,000",20.79,9999.95,0.01
00740B,富邦全球投等債,40.95,+0.48,40.95,40.95,40.95,40.95,"320,000","13,104,000",10,5.00,0.00,"5,971,000",40.95,9999.95,0.01
00741B,富邦全球高收債,41.65,+0.10,41.65,41.65,41.65,41.65,"240,000","9,996,000",12,5.00,0.00,"5,628,000",41.65,9999.95,0.01
00744B,國泰中國政金債5+,40.17,+0.02,40.27,40.27,40.17,40.17,"1,201,000","48,244,270",7,40.12,40.26,"218,228,000",40.17,9999.95,0.01
00745B,富邦中政債0-1,39.93,+0.10,40.00,40.00,39.93,39.94,"101,000","4,034,000",6,0.30,40.00,"8,516,000",39.93,9999.95,0.01
00746B,富邦A級公司債,39.41,+0.27,39.41,39.41,39.41,39.41,"100,000","3,941,000",6,0.30,40.20,"5,464,000",39.41,9999.95,0.01
00747B,FH中國政策債,49.99,+0.06,49.99,49.99,49.99,49.99,"1,000","49,990",1,2.05,0.00,"221,000,000",49.99,9999.95,0.01
00748B,凱基中國債3-10,40.08,+0.04,40.08,40.08,40.08,40.08,"200,000","8,016,000",8,0.10,0.00,"60,500,000",40.08,9999.95,0.01
00749B,凱基新興債10+,39.38,+0.02,39.52,39.52,39.38,39.41,"200,000","7,881,600",10,0.10,0.00,"13,000,000",39.38,9999.95,0.01
00750B,凱基科技債10+,39.15,+0.35,39.13,39.15,39.13,39.13,"201,000","7,865,150",8,0.10,0.00,"113,500,000",39.15,9999.95,0.01
00751B,元大AAA至A公司債,39.46,+0.11,39.44,39.46,39.44,39.46,"516,000","20,359,740",10,39.46,39.52,"10,603,000",39.46,9999.95,0.01
1240,茂生農經,33.80,-3.75 ,36.00,36.00,33.80,33.98,"110,000","3,737,950",57,33.90,35.00,"33,000,000",33.80,37.15,30.45
1258,其祥-KY,23.50,-2.25 ,25.20,25.20,23.20,23.37,"133,000","3,107,600",52,0.00,23.50,"36,816,458",23.50,25.85,21.15
1259,安心,68.00,-1.00 ,70.20,70.20,68.00,68.71,"38,001","2,610,975",33,67.50,68.30,"32,389,500",68.00,74.80,61.20
1264,德麥,198.00,-4.50 ,200.00,200.00,196.00,198.75,"145,842","28,986,400",131,197.00,198.00,"33,695,970",198.00,217.50,178.50
1268,漢來美食,126.50,-4.50 ,130.00,130.00,124.50,125.83,"22,184","2,791,500",29,126.50,127.00,"39,296,730",126.50,139.00,114.00
1333,恩得利,1.93,-0.14 ,1.93,1.93,1.93,1.94,"6,210","12,056",3,1.92,1.93,"74,515,375",1.93,2.12,1.74
1336,台翰,14.85,-1.65 ,16.20,16.20,14.85,14.89,"494,000","7,354,500",176,0.00,14.95,"83,193,419",14.85,16.30,13.40
1565,精華,500.00,-48.00 ,515.00,525.00,493.50,502.15,"651,763","327,285,260",620,499.00,500.00,"50,416,516",500.00,550.00,450.00
1566,捷邦,14.15,-1.55 ,14.95,14.95,14.15,14.20,"359,406","5,105,253",191,0.00,14.15,"86,467,028",14.15,15.55,12.75
1569,濱川,16.65,-1.80 ,17.00,17.15,16.65,16.77,"1,073,919","18,009,801",498,0.00,16.65,"112,713,264",16.65,18.30,15.00
