006201,元大富櫃50,13.04,-0.05 ,13.06,13.07,13.01,13.03,"31,000","404,000",16,13.04,13.08,"15,946,000",13.04,14.34,11.74
00679B,元大美債20年,38.50,+0.09,38.41,38.50,38.39,38.46,"478,228","18,393,698",34,38.50,38.52,"824,192,000",38.50,9999.95,0.01
00687B,國泰20年美債,40.10,+0.17,40.05,40.10,40.05,40.09,"317,000","12,707,300",9,40.07,40.11,"315,287,000",40.10,9999.95,0.01
00694B,富邦美債1-3,40.50,0.00 ,40.49,40.50,40.48,40.50,"802,000","32,477,970",11,40.47,40.50,"42,076,000",40.50,9999.95,0.01
00695B,富邦美債7-10,39.62,+0.09,39.53,39.62,39.53,39.62,"301,101","11,929,507",9,39.60,39.63,"115,686,000",39.62,9999.95,0.01
00696B,富邦美債20年,40.61,+0.09,40.61,40.61,40.61,40.61,"300,000","12,183,000",4,40.56,40.71,"256,181,000",40.61,9999.95,0.01
00697B,元大美債7-10,39.00,+0.12,38.88,39.00,38.88,38.96,"317,000","12,349,110",13,38.93,39.03,"5,712,000",39.00,9999.95,0.01
00718B,富邦中國政策債,20.31,-0.05 ,20.36,20.36,20.31,20.34,"245,001","4,982,570",18,20.29,20.34,"830,501,000",20.31,9999.95,0.01
00719B,元大美債1-3,31.66,+0.05,31.61,31.66,31.61,31.65,"409,000","12,944,580",10,31.64,31.70,"3,514,000",31.66,9999.95,0.01
00720B,元大投資級公司債,39.63,-0.02 ,39.62,39.63,39.60,39.62,"402,000","15,929,230",6,39.61,39.70,"161,109,000",39.63,9999.95,0.01
00721B,元大中國債3-5,45.48,-0.13 ,45.46,45.48,45.46,45.47,"406,135","18,468,963",11,45.49,45.51,"248,622,000",45.48,9999.95,0.01
00722B,群益15年IG電信債,40.25,+0.05,40.20,40.25,40.20,40.18,"12,221,000","491,053,200",10,40.10,40.27,"113,239,000",40.25,9999.95,0.01
00723B,群益15年IG科技債,39.15,+0.05,39.14,39.15,39.14,39.15,"200,000","7,829,000",4,39.00,39.19,"472,583,000",39.15,9999.95,0.01
00724B,群益10年IG金融債,38.24,+0.05,38.21,38.24,38.21,38.22,"215,000","8,216,600",5,38.15,38.26,"597,275,000",38.24,9999.95,0.01
00725B,國泰投資級公司債,40.42,-0.05 ,40.47,40.47,40.38,40.42,"37,000","1,495,360",12,40.38,40.46,"110,706,000",40.42,9999.95,0.01
00726B,國泰5Y+新興債,41.14,+0.05,41.09,41.16,41.09,41.12,"4,000","164,480",3,41.02,41.15,"3,989,000",41.14,9999.95,0.01
00727B,國泰1-5Y高收債,43.37,+0.08,43.29,43.38,43.29,43.30,"326,000","14,115,830",27,43.26,43.38,"27,689,000",43.37,9999.95,0.01
00734B,台新JPM新興債,20.60,+0.05,20.55,20.61,20.55,20.59,"1,027,000","21,144,210",21,20.59,20.63,"41,479,000",20.60,9999.95,0.01
00740B,富邦全球投等債,41.35,+0.05,41.27,41.35,41.27,41.35,"327,000","13,520,890",8,41.28,41.48,"5,971,000",41.35,9999.95,0.01
00741B,富邦全球高收債,41.05,+0.15,41.15,41.15,41.05,41.10,"240,000","9,864,000",9,40.97,41.33,"5,628,000",41.05,9999.95,0.01
00744B,國泰中國政金債5+,40.06,+0.04,40.13,40.13,40.06,40.07,"61,000","2,444,130",3,39.98,40.06,"89,228,000",40.06,9999.95,0.01
00745B,富邦中政債0-1,39.80,-0.03 ,39.85,39.85,39.80,39.83,"110,000","4,381,000",4,39.75,39.84,"8,516,000",39.80,9999.95,0.01
00746B,富邦A級公司債,40.18,+0.08,40.12,40.20,40.12,40.19,"162,000","6,510,290",10,40.15,40.30,"5,464,000",40.18,9999.95,0.01
1240,茂生農經,46.30,+1.30,45.25,46.80,45.00,46.01,"90,000","4,140,750",79,46.00,46.30,"33,000,000",46.30,50.90,41.70
1258,其祥-KY,27.30,+0.20,27.10,27.30,26.80,27.00,"16,000","432,050",15,27.30,27.35,"36,816,458",27.30,30.00,24.60
1259,安心,78.10,+1.00,77.10,78.10,77.10,77.49,"3,300","255,729",6,77.10,78.10,"32,389,500",78.10,85.90,70.30
1264,德麥,206.50,+0.50,206.00,207.00,206.00,206.43,"18,120","3,740,460",37,206.50,207.50,"33,695,970",206.50,227.00,186.00
1268,漢來美食,140.50,+0.50,139.00,140.50,139.00,140.15,"42,721","5,987,219",32,140.00,140.50,"39,273,730",140.50,154.50,126.50
1333,恩得利,2.30,0.00 ,2.30,2.30,2.30,2.30,"3,719","8,553",13,2.27,2.50,"74,515,375",2.30,2.53,2.07
1336,台翰,17.20,除息 ,17.20,17.35,17.20,17.23,"69,000","1,188,950",38,17.20,17.25,"83,193,419",17.20,18.90,15.50
1565,精華,655.00,-8.00 ,664.00,673.00,650.00,658.62,"142,119","93,601,945",166,655.00,658.00,"50,416,516",655.00,720.00,590.00
1566,捷邦,16.85,-0.15 ,17.00,17.05,16.85,16.94,"111,962","1,896,562",66,16.85,16.95,"86,467,028",16.25,17.85,14.65
1569,濱川,18.20,-0.55 ,19.05,19.05,18.00,18.44,"441,123","8,135,433",267,18.10,18.20,"112,713,264",18.20,20.00,16.40
1570,力肯,12.95,0.00 ,12.95,13.00,12.75,12.94,"23,000","297,650",15,12.95,13.10,"51,500,839",12.95,14.20,11.70
1580,新麥,140.00,-1.00 ,141.00,141.00,140.00,140.16,"25,107","3,518,873",31,140.00,141.50,"50,230,242",140.00,154.00,126.00
1584,精剛,7.60,+0.09,7.55,7.63,7.55,7.59,"191,102","1,449,524",61,7.56,7.60,"82,470,533",7.60,8.36,6.84
1586,和勤,38.60,-0.10 ,38.80,39.05,38.40,38.67,"518,918","20,069,134",160,38.60,38.65,"76,488,857",38.60,42.45,34.75
1591,駿吉-KY,37.90,+2.05,36.00,37.90,35.50,37.09,"245,790","9,115,839",189,37.60,37.90,"33,164,807",37.90,41.65,34.15
1593,祺驊,43.70,+0.20,43.60,43.80,43.60,43.68,"6,150","268,625",6,43.70,43.90,"31,948,455",43.70,48.05,39.35
1595,川寶,50.40,0.00 ,50.10,50.40,50.00,50.13,"18,002","902,402",17,50.10,50.40,"47,148,134",50.40,55.40,45.40
1597,直得,123.00,-2.50 ,124.50,126.50,122.50,124.26,"906,747","112,671,628",733,123.00,123.50,"73,806,862",123.00,135.00,111.00
1599,宏佳騰,34.50,-0.15 ,34.60,34.60,34.50,34.56,"7,380","255,032",12,34.40,34.60,"62,002,519",34.50,37.95,31.05
1742,台蠟,20.70,-0.20 ,20.90,21.00,20.70,20.85,"32,049","668,254",21,20.70,20.75,"55,050,000",20.70,22.75,18.65
1752,南光,33.60,除息 ,33.50,33.70,33.50,33.62,"104,240","3,504,140",93,33.60,33.65,"100,988,472",33.60,36.95,30.25
1777,生泰,79.20,+0.10,79.00,79.60,78.40,78.99,"16,000","1,263,800",16,78.70,79.30,"30,059,550",79.20,87.10,71.30
