006201,元大富櫃50,13.25,+0.13,13.15,13.25,13.15,13.22,"25,000","330,580",15,13.24,13.30,"15,946,000",13.25,14.57,11.93
00679B,元大美債20年,38.23,-0.01 ,38.21,38.26,38.20,38.22,"344,000","13,149,140",23,38.23,38.25,"824,192,000",38.23,9999.95,0.01
00687B,國泰20年美債,39.70,-0.04 ,39.70,39.70,39.70,39.70,"200,000","7,940,000",2,39.68,39.71,"321,787,000",39.70,9999.95,0.01
00694B,富邦美債1-3,40.55,+0.05,40.50,40.55,40.50,40.52,"600,401","24,331,158",10,40.52,40.58,"52,576,000",40.55,9999.95,0.01
00695B,富邦美債7-10,39.45,+0.02,39.43,39.45,39.43,39.45,"301,500","11,894,092",10,39.43,39.46,"115,186,000",39.45,9999.95,0.01
00696B,富邦美債20年,40.24,-0.07 ,40.24,40.24,40.24,40.24,"300,000","12,072,000",5,40.21,40.32,"231,181,000",40.24,9999.95,0.01
00697B,元大美債7-10,38.84,-0.01 ,38.90,38.90,38.84,38.85,"593,000","23,036,680",11,38.81,38.84,"5,712,000",38.84,9999.95,0.01
00718B,富邦中國政策債,20.28,+0.10,20.28,20.28,20.27,20.27,"209,000","4,236,520",7,20.27,20.28,"940,001,000",20.28,9999.95,0.01
00719B,元大美債1-3,31.64,+0.01,31.67,31.67,31.64,31.64,"407,000","12,877,510",6,31.62,31.69,"3,514,000",31.64,9999.95,0.01
00720B,元大投資級公司債,39.18,0.00 ,39.22,39.22,39.17,39.18,"401,025","15,710,200",6,39.15,39.21,"164,609,000",39.18,9999.95,0.01
00721B,元大中國債3-5,45.65,+0.05,45.60,45.65,45.60,45.64,"435,000","19,854,200",10,45.64,45.67,"318,622,000",45.65,9999.95,0.01
00722B,群益15年IG電信債,39.83,+0.04,39.70,39.83,39.70,39.82,"201,000","8,004,700",7,39.70,39.85,"125,239,000",39.83,9999.95,0.01
00723B,群益15年IG科技債,38.83,+0.04,38.82,38.83,38.82,38.83,"200,000","7,765,000",13,38.71,38.85,"498,583,000",38.83,9999.95,0.01
00724B,群益10年IG金融債,38.03,+0.04,38.02,38.03,38.02,38.03,"200,000","7,605,000",10,37.90,38.06,"599,275,000",38.03,9999.95,0.01
00725B,國泰投資級公司債,40.23,-0.01 ,40.23,40.23,40.23,40.23,"5,000","201,150",1,40.23,40.28,"115,206,000",40.23,9999.95,0.01
00726B,國泰5Y+新興債,41.05,+0.03,41.00,41.05,41.00,41.01,"8,000","328,050",5,40.97,41.05,"3,989,000",41.05,9999.95,0.01
00727B,國泰1-5Y高收債,43.34,0.00 ,43.34,43.34,43.34,43.34,"3,000","130,020",3,43.27,43.40,"33,689,000",43.34,9999.95,0.01
00734B,台新JPM新興債,20.78,0.00 ,20.75,20.78,20.75,20.78,"1,020,000","21,195,370",8,20.74,20.78,"41,479,000",20.78,9999.95,0.01
00740B,富邦全球投等債,41.00,0.00 ,41.10,41.10,41.00,41.05,"320,000","13,136,000",8,40.89,41.27,"5,971,000",41.00,9999.95,0.01
00741B,富邦全球高收債,41.05,+0.05,41.15,41.15,41.05,41.10,"240,000","9,864,000",7,40.97,41.34,"5,628,000",41.05,9999.95,0.01
00744B,國泰中國政金債5+,40.15,+0.13,40.08,40.16,40.08,40.11,"253,000","10,148,890",10,40.06,40.15,"188,228,000",40.15,9999.95,0.01
00745B,富邦中政債0-1,39.90,+0.05,39.95,39.95,39.90,39.93,"115,000","4,591,750",6,39.94,39.98,"8,516,000",39.90,9999.95,0.01
00746B,富邦A級公司債,39.94,+0.02,39.95,39.95,39.94,39.95,"100,000","3,994,500",6,39.89,40.09,"5,464,000",39.94,9999.95,0.01
00747B,FH中國政策債,50.10,+0.22,50.10,50.10,50.10,50.10,"1,000","50,100",1,49.92,0.00,"134,000,000",50.10,9999.95,0.01
1240,茂生農經,46.30,-0.30 ,46.80,46.80,45.50,46.10,"22,000","1,014,150",20,45.80,46.40,"33,000,000",46.30,50.90,41.70
1258,其祥-KY,28.20,+0.50,28.70,28.70,27.70,28.00,"12,000","336,000",4,27.50,28.10,"36,816,458",28.20,31.00,25.40
1259,安心,76.00,-0.20 ,76.70,76.70,76.00,76.09,"18,000","1,369,600",13,75.90,76.70,"32,389,500",76.00,83.60,68.40
1264,德麥,213.50,-0.50 ,214.00,214.00,213.50,213.73,"7,430","1,588,020",25,213.00,213.50,"33,695,970",213.50,234.50,192.50
1268,漢來美食,142.50,+1.00,141.00,142.50,141.00,142.07,"77,000","10,939,496",50,141.50,142.50,"39,273,730",142.50,156.50,128.50
1333,恩得利,2.34,-0.06 ,2.34,2.34,2.34,2.34,"6,002","14,044",5,2.34,2.35,"74,515,375",2.34,2.57,2.11
1336,台翰,17.55,+0.15,17.50,17.55,17.40,17.49,"23,000","402,200",15,17.45,17.55,"83,193,419",17.55,19.30,15.80
1565,精華,659.00,+8.00,662.00,662.00,651.00,657.12,"101,160","66,474,400",107,659.00,660.00,"50,416,516",659.00,724.00,594.00
1566,捷邦,16.60,-0.10 ,16.80,16.85,16.60,16.69,"22,384","373,600",23,16.60,16.80,"86,467,028",16.60,18.25,14.95
1569,濱川,18.20,+0.50,17.70,18.30,17.55,17.87,"179,000","3,199,050",149,18.10,18.25,"112,713,264",18.20,20.00,16.40
1570,力肯,13.15,+0.15,13.05,13.20,13.05,13.12,"39,000","511,850",15,13.15,13.20,"51,500,839",13.15,14.45,11.85
1580,新麥,140.00,+0.50,140.00,140.00,140.00,140.00,"25,943","3,632,020",25,140.00,140.50,"50,230,242",140.00,154.00,126.00
