006201,元大富櫃50,12.68,+0.11,12.57,12.85,12.53,12.67,"39,000","494,110",21,12.67,12.68,"15,946,000",12.68,13.94,11.42
00726B,國泰5Y+新興債,40.93,-0.01 ,40.95,40.98,40.83,40.85,"135,000","5,514,160",10,37.00,40.94,"3,989,000",40.93,9999.95,0.01
00727B,國泰1-5Y高收債,43.57,+0.05,43.53,43.57,43.53,43.54,"4,000","174,160",3,43.53,43.54,"27,689,000",43.57,9999.95,0.01
00734B,台新JPM新興債,20.62,0.00 ,20.63,20.63,20.60,20.60,"1,126,000","23,198,140",16,20.58,20.62,"41,479,000",20.62,9999.95,0.01
00740B,富邦全球投等債,40.95,+0.05,40.88,41.00,40.88,40.95,"380,000","15,560,000",11,40.89,41.26,"5,971,000",40.95,9999.95,0.01
00741B,富邦全球高收債,41.15,-0.05 ,41.15,41.15,41.15,41.15,"240,000","9,876,000",6,41.09,41.47,"5,628,000",41.15,9999.95,0.01
00744B,國泰中國政金債5+,40.07,+0.21,39.95,40.08,39.95,40.04,"7,000","280,280",6,0.10,0.00,"206,228,000",40.07,9999.95,0.01
00745B,富邦中政債0-1,39.90,+0.12,40.00,40.00,39.90,39.90,"101,000","4,030,000",7,39.87,39.97,"8,516,000",39.90,9999.95,0.01
00746B,富邦A級公司債,39.77,+0.07,39.80,39.80,39.77,39.79,"100,000","3,978,500",6,39.73,39.93,"5,464,000",39.77,9999.95,0.01
00747B,FH中國政策債,50.05,+0.30,49.84,50.05,49.84,49.84,"45,000","2,243,010",4,2.25,0.00,"177,500,000",50.05,9999.95,0.01
1240,茂生農經,40.50,+0.40,40.30,40.95,40.30,40.66,"20,000","813,250",16,40.45,40.55,"33,000,000",40.50,44.55,36.45
1258,其祥-KY,26.90,-0.35 ,26.90,27.00,26.90,26.91,"21,000","565,200",14,26.65,27.00,"36,816,458",26.90,29.55,24.25
1259,安心,71.50,0.00 ,71.50,71.50,71.50,71.55,"10,280","735,550",10,71.20,71.60,"32,389,500",71.50,78.60,64.40
1264,德麥,211.00,+1.00,211.00,211.00,211.00,211.63,"2,716","574,792",22,210.00,211.50,"33,695,970",211.00,232.00,190.00
1268,漢來美食, ---,--- ,---,---,---,139.37,0,0,0,138.00,138.50,"39,273,730",138.50,152.00,125.00
1333,恩得利, ---,-2.30 ,---,---,---,2.20,"1,275","2,804",6,2.30,2.35,"74,515,375",2.30,2.53,2.07
1336,台翰,16.80,0.00 ,16.75,16.90,16.75,16.85,"20,000","337,050",11,16.80,16.90,"83,193,419",16.80,18.45,15.15
1565,精華,608.00,-13.00 ,622.00,627.00,608.00,613.93,"219,487","134,750,479",228,608.00,609.00,"50,416,516",608.00,668.00,548.00
1566,捷邦,15.90,0.00 ,15.95,16.15,15.90,16.02,"47,200","756,009",25,15.90,16.00,"86,467,028",15.90,17.45,14.35
1569,濱川,16.40,0.00 ,16.30,16.45,16.20,16.34,"186,674","3,050,468",175,16.35,16.40,"112,713,264",16.40,18.00,14.80
1570,力肯,12.70,+0.10,12.60,12.70,12.60,12.63,"10,342","130,643",8,12.65,12.75,"51,500,839",12.70,13.95,11.45
1580,新麥,135.50,+1.00,131.50,138.00,131.50,133.87,"37,110","4,967,840",39,135.00,137.00,"50,230,242",135.50,149.00,122.00
1584,精剛,7.71,+0.14,7.57,7.71,7.57,7.62,"62,003","472,331",28,7.60,7.71,"82,470,533",7.71,8.48,6.94
1586,和勤,38.15,-0.10 ,38.05,38.60,38.05,38.19,"184,000","7,027,000",135,38.10,38.15,"76,488,857",38.15,41.95,34.35
1591,駿吉-KY,33.50,-0.50 ,34.30,34.30,32.40,33.02,"90,000","2,971,400",43,33.00,33.55,"33,164,807",33.50,36.85,30.15
1593,祺驊,42.50,+0.20,42.50,42.50,42.50,42.58,"1,250","53,225",3,42.40,43.50,"31,948,455",42.50,46.75,38.25
1595,川寶,50.40,+0.90,48.60,50.40,48.60,49.74,"12,002","597,000",10,49.80,50.30,"47,148,134",50.40,55.40,45.40
1597,直得,102.50,0.00 ,104.00,105.50,102.50,103.95,"1,223,511","127,184,372",918,102.50,103.00,"73,806,862",102.50,112.50,92.30
1599,宏佳騰,36.00,+0.50,35.50,36.30,35.50,35.98,"58,435","2,102,257",44,35.65,36.05,"62,002,519",36.00,39.60,32.40
1742,台蠟,19.05,-0.30 ,19.55,19.60,19.05,19.33,"22,000","425,350",12,19.10,19.25,"55,050,000",19.05,20.95,17.15
1752,南光,32.20,-0.10 ,32.20,32.35,32.15,32.23,"100,290","3,232,402",77,32.20,32.25,"100,988,472",32.20,35.40,29.00
1777,生泰,79.70,+0.20,79.60,79.70,79.60,79.62,"2,500","199,050",4,79.00,79.50,"30,059,550",79.70,87.60,71.80
1781,合世,12.20,+0.10,12.10,12.35,12.00,12.13,"54,001","655,112",39,12.15,12.20,"47,407,605",12.20,13.40,11.00
1784,訊聯,32.35,-0.65 ,33.00,34.30,31.50,32.47,"2,896,191","94,047,486","1,788",32.00,32.35,"49,688,924",32.35,35.55,29.15
1785,光洋科,20.70,+0.10,20.65,20.90,20.65,20.76,"1,027,518","21,334,117",424,20.70,20.75,"398,501,243",20.70,22.75,18.65
1787,福盈科,22.50,0.00 ,22.50,22.65,22.50,22.54,"34,000","766,500",15,22.50,22.70,"67,888,504",22.50,24.75,20.25
1788,杏昌,99.60,-0.20 ,99.80,99.80,99.60,99.72,"15,000","1,495,800",12,99.60,99.70,"35,000,000",99.60,109.50,89.70
1795,美時,52.10,+0.40,51.90,53.10,51.00,52.13,"1,735,120","90,445,207","1,315",52.10,52.20,"238,200,744",52.10,57.30,46.90
1796,金穎生技, ---,--- ,---,---,---,43.10,0,0,0,42.50,45.00,"27,624,391",43.50,47.85,39.15
1799,易威,17.00,+0.15,16.90,17.45,16.90,17.06,"138,011","2,354,687",79,17.00,17.20,"98,842,678",17.00,18.70,15.30
1813,寶利徠,21.70,-0.50 ,22.30,22.75,21.65,22.03,"260,200","5,731,730",172,21.70,21.80,"46,635,510",21.70,23.85,19.55
1815,富喬,16.00,+0.35,15.70,16.05,15.70,15.93,"3,117,238","49,657,658",923,16.00,16.05,"433,784,403",16.00,17.60,14.40
2035,唐榮,45.00,+0.05,44.95,45.00,44.55,44.80,"27,000","1,209,650",21,44.55,45.00,"350,000,000",45.00,49.50,40.50
2061,風青, ---,--- ,---,---,---,10.70,0,0,0,10.45,10.60,"62,075,076",10.60,11.65,9.54
2063,世鎧,38.00,+0.35,38.00,38.00,38.00,38.00,"91,000","3,458,000",7,38.00,38.40,"45,000,000",38.00,41.80,34.20
2064,晉椿,16.70,+0.05,16.65,16.70,16.65,16.68,"2,000","33,350",2,16.65,16.80,"70,000,000",16.70,18.35,15.05
2065,世豐,27.50,0.00 ,27.30,27.50,27.30,27.49,"63,000","1,732,100",6,27.50,27.70,"32,679,220",27.50,30.25,24.75
2066,世德,79.50,+0.40,80.50,80.50,79.10,79.83,"12,000","958,000",9,78.10,79.80,"36,502,870",79.50,87.40,71.60
2067,嘉鋼,15.10,-0.40 ,15.30,15.45,15.10,15.17,"42,000","637,250",20,15.10,15.45,"45,138,177",15.10,16.60,13.60
2221,大甲,31.75,+0.25,31.90,32.20,31.65,31.88,"178,000","5,674,900",131,31.75,31.85,"42,425,000",31.75,34.90,28.60
2230,泰茂,11.10,+0.10,11.05,11.10,10.85,11.02,"25,000","275,400",12,11.10,11.20,"39,617,338",11.10,12.20,9.99
2233,宇隆,100.00,-1.50 ,101.50,102.00,99.90,100.49,"247,001","24,822,202",185,100.00,100.50,"49,214,766",100.00,110.00,90.00
2235,謚源,52.00,+0.90,51.90,52.00,50.90,51.52,"5,000","257,600",5,52.00,52.50,"35,878,000",52.00,57.20,46.80
2596,綠意,21.30,+0.10,21.30,21.50,21.20,21.31,"79,055","1,685,038",46,21.30,21.40,"100,000,000",21.30,23.40,19.20
2640,大車隊,63.40,-0.60 ,63.60,63.60,63.30,63.45,"22,739","1,442,818",31,63.50,63.90,"51,195,297",63.40,69.70,57.10
2641,正德,7.40,-0.02 ,7.43,7.46,7.36,7.20,"944,303","6,795,614",153,7.40,7.44,"151,124,642",7.40,8.14,6.66
2643,捷迅,29.85,0.00 ,29.00,29.85,29.00,29.38,"10,000","293,800",8,29.40,29.85,"26,230,000",29.85,32.80,26.90
2718,晶悅, ---,--- ,---,---,---,21.60,0,0,0,20.90,22.45,"22,576,000",21.60,23.75,19.45
2719,燦星旅,9.48,-0.42 ,10.10,10.10,9.02,9.55,"126,067","1,204,110",84,9.48,9.80,"36,292,000",9.48,10.40,8.54
2724,富驛-KY,3.20,0.00 ,3.20,3.20,3.20,3.20,"20,000","64,000",2,3.02,3.34,"68,172,290",3.20,3.52,2.88
2726,雅茗-KY,59.60,-1.60 ,60.50,61.20,58.80,59.78,"40,115","2,398,200",39,59.60,59.90,"33,635,556",59.60,65.50,53.70
2729,瓦城,236.00,+1.50,234.00,236.00,234.00,235.05,"10,011","2,353,129",9,235.00,236.00,"23,266,000",236.00,259.50,212.50
2732,六角,77.00,+0.50,76.50,77.00,76.40,76.62,"24,082","1,845,234",33,76.80,77.00,"38,145,213",77.00,84.70,69.30
2734,易飛網,13.20,+0.15,12.90,13.25,12.70,13.10,"13,000","170,250",7,12.70,13.20,"30,259,760",13.20,14.50,11.90
2736,高野,13.10,0.00 ,13.25,13.50,13.05,13.25,"33,010","437,382",18,13.10,13.35,"48,992,383",13.10,14.40,11.80
2740,天蔥,23.70,+0.70,24.00,24.00,23.70,23.84,"4,000","95,350",3,23.70,23.80,"17,478,196",23.70,26.05,21.35
2745,五福,21.75,+0.20,21.75,21.75,21.70,21.73,"17,000","369,400",10,21.65,21.90,"29,308,526",21.75,23.90,19.60
2916,滿心,17.55,+0.05,17.50,17.55,17.50,17.53,"13,000","227,850",6,17.50,17.55,"54,626,878",17.55,19.30,15.80
2924,東凌-KY,34.60,0.00 ,34.60,34.60,34.60,34.60,"2,000","69,200",2,33.05,34.60,"32,805,174",34.60,38.05,31.15
2926,誠品生活,131.50,+0.50,131.50,131.50,131.50,131.50,"20,000","2,630,000",13,131.00,131.50,"47,389,650",131.50,144.50,118.50
2928,紅馬-KY,44.80,+0.20,43.55,46.30,43.55,45.02,"14,000","630,250",13,44.70,45.00,"47,301,154",44.80,49.25,40.35
2937,集雅社,17.10,+0.20,17.00,17.20,17.00,17.03,"9,000","153,300",4,16.85,17.15,"32,860,000",17.10,18.80,15.40
3064,泰偉,15.00,0.00 ,15.20,15.20,15.00,14.99,"13,916","208,590",12,14.70,15.00,"72,105,141",15.00,16.50,13.50
3066,李洲,6.30,+0.28,6.31,6.33,6.30,6.32,"15,000","94,750",5,6.21,6.32,"83,070,612",6.30,6.93,5.67
3067,全域,10.40,+0.05,10.05,10.40,10.05,10.23,"2,000","20,450",2,10.00,10.10,"29,025,240",10.40,11.40,9.36
3071,協禧,17.90,+0.25,17.90,17.95,17.80,17.85,"134,152","2,394,204",58,17.80,17.90,"120,000,000",17.90,19.65,16.15
3073,凱柏實業,6.24,-0.01 ,6.42,6.42,6.12,6.20,"29,020","179,964",11,6.11,6.24,"46,463,665",6.24,6.86,5.62
3078,僑威,27.15,+0.35,25.20,27.15,25.20,26.32,"779,126","20,505,518",411,27.10,27.15,"227,391,064",27.15,29.85,24.45
3081,聯亞,277.00,-16.00 ,296.00,296.50,277.00,286.15,"956,322","273,650,853",891,277.00,277.50,"90,573,177",277.00,304.50,249.50
3083,網龍,37.30,+1.50,36.00,38.80,36.00,37.71,"446,291","16,831,697",333,37.20,37.30,"85,704,358",37.30,41.00,33.60
3085,新零售,12.40,+1.10,11.65,12.40,11.65,12.20,"234,005","2,855,812",76,12.40,0.00,"118,081,713",12.40,13.60,11.20
3086,華義,15.00,+0.15,14.15,15.00,14.15,14.39,"3,936","56,639",7,14.05,15.20,"61,166,127",15.00,16.50,13.50
3088,艾訊,56.70,+0.10,56.80,57.00,56.70,56.77,"65,299","3,707,143",55,56.70,56.80,"79,418,034",56.70,62.30,51.10
3089,遠昇,15.20,-0.25 ,15.20,15.20,15.10,15.17,"7,007","106,305",8,15.20,15.40,"60,113,314",15.20,16.70,13.70
3092,鴻碩,41.20,-0.05 ,41.70,41.70,41.20,41.42,"85,542","3,543,287",64,41.20,41.40,"71,193,155",41.20,45.30,37.10
3093,港建,25.00,0.00 ,24.85,25.50,24.85,25.25,"52,100","1,315,754",38,24.90,25.00,"36,288,894",25.00,27.50,22.50
3095,及成,3.50,+0.06,3.50,3.50,3.50,3.49,"12,903","45,088",4,3.39,3.48,"109,276,321",3.50,3.85,3.15
3105,穩懋,136.00,-7.50 ,137.00,142.50,135.00,137.72,"18,068,857","2,488,486,123","11,508",136.00,136.50,"422,666,384",136.00,149.50,122.50
3114,好德,32.85,-0.10 ,32.95,33.40,32.10,32.86,"1,478,364","48,585,655",829,32.35,32.90,"52,014,239",32.85,36.10,29.60
3115,寶島極,20.50,+0.50,20.10,20.50,20.10,20.29,"18,000","365,250",13,20.15,20.60,"43,697,600",20.50,22.55,18.45
3118,進階,30.65,+0.05,30.70,30.70,30.65,30.67,"11,003","337,440",10,30.60,31.00,"32,452,860",30.65,33.70,27.60
3122,笙泉,16.10,+0.15,15.90,16.20,15.60,15.92,"15,033","239,328",26,15.60,16.15,"39,299,934",16.10,17.70,14.50
3128,昇銳,12.25,+0.20,12.05,12.40,12.05,12.28,"107,002","1,313,924",59,12.25,12.35,"42,000,000",12.25,13.45,11.05
3131,弘塑,116.00,-0.50 ,116.00,116.50,115.50,115.86,"25,002","2,896,750",26,116.00,116.50,"24,683,843",116.00,127.50,104.50
3141,晶宏,36.35,+1.25,35.20,36.60,35.20,36.09,"2,009,700","72,533,380","1,098",36.35,36.40,"63,417,496",36.35,39.95,32.75
3144,新揚科,23.90,+0.15,23.80,24.40,23.80,24.05,"203,000","4,882,950",112,23.90,23.95,"100,637,750",23.90,26.25,21.55
3147,大綜,18.75,+0.25,18.50,18.75,18.45,18.54,"19,000","352,250",16,18.60,18.75,"34,006,099",18.75,20.60,16.90
3152,璟德,210.00,-20.00 ,227.50,227.50,208.00,213.58,"621,242","132,687,030",561,210.00,212.00,"69,016,200",210.00,231.00,189.00
3162,精確,24.55,-0.05 ,24.80,24.85,24.05,24.55,"26,001","638,374",24,23.65,25.40,"126,531,342",24.55,27.00,22.10
3163,波若威,34.55,-0.05 ,34.60,35.15,34.50,34.79,"144,000","5,009,100",98,34.55,34.80,"75,300,399",34.55,38.00,31.10
3169,亞信,26.30,+0.30,26.30,26.35,26.15,26.23,"85,001","2,229,426",52,26.20,26.30,"53,740,650",26.30,28.90,23.70
3171,新洲,13.40,+0.40,13.20,13.50,13.00,13.15,"10,000","131,500",6,13.30,13.35,"59,203,515",13.40,14.70,12.10
3176,基亞,41.90,-1.70 ,47.95,47.95,41.05,44.91,"5,911,500","265,482,450","3,821",41.90,42.00,"138,685,505",41.90,46.05,37.75
3188,鑫龍騰,19.85,+0.35,19.50,19.85,19.50,19.72,"5,433","107,142",11,19.55,19.85,"90,295,120",19.85,21.80,17.90
3191,和進,18.50,0.00 ,18.50,18.70,18.50,18.55,"61,000","1,131,550",32,18.45,18.50,"57,194,761",18.50,20.35,16.65
3202,樺晟,13.10,+0.20,12.95,13.45,12.95,13.16,"246,000","3,236,250",126,13.10,13.15,"100,161,561",13.10,14.40,11.80
3205,佰研,51.00,+2.80,48.30,51.50,48.30,50.48,"270,152","13,637,277",229,51.00,51.30,"32,772,631",51.00,56.10,45.90
3206,志豐,22.20,+0.15,22.05,22.35,21.95,22.15,"258,600","5,728,120",122,22.00,22.20,"52,859,432",22.20,24.40,20.00
3207,耀勝,10.85,0.00 ,10.85,10.85,10.85,10.85,"1,000","10,850",1,0.00,10.85,"43,259,225",10.85,11.90,9.77
3211,順達,45.25,-0.70 ,46.45,46.45,45.05,45.64,"2,640,665","120,509,069","1,654",45.25,45.35,"151,968,521",45.25,49.75,40.75
3213,茂訊,42.85,+0.35,42.90,42.90,42.85,42.87,"7,001","300,143",8,42.85,42.90,"58,685,547",42.85,47.10,38.60
3217,優群,31.25,+0.90,30.35,31.40,30.35,30.94,"361,475","11,182,370",267,31.25,31.30,"82,104,203",31.25,34.35,28.15
3218,大學光,26.80,+0.40,26.85,26.85,26.45,26.69,"191,362","5,107,227",134,26.80,26.85,"76,123,000",26.80,29.45,24.15
3219,倚強,21.00,-0.25 ,20.10,21.00,19.20,19.83,"29,157","578,234",26,19.75,22.70,"23,300,417",21.00,23.10,18.90
3221,台嘉碩,19.95,+0.10,20.15,20.30,19.85,20.05,"515,001","10,323,569",272,19.90,19.95,"102,348,210",19.95,21.90,18.00
3224,三顧,60.80,+0.80,60.00,60.90,59.60,60.18,"236,714","14,244,711",142,60.30,60.80,"58,016,045",60.80,66.80,54.80
3226,至寶電,51.90,+0.20,51.80,52.00,51.60,51.77,"24,000","1,242,400",15,51.70,52.00,"64,430,573",51.90,57.00,46.75
3227,原相,114.50,+2.50,112.50,115.50,112.50,114.37,"2,167,140","247,864,600","1,673",114.00,114.50,"133,917,192",114.50,125.50,103.50
3228,金麗科,34.20,-1.90 ,36.80,36.80,33.20,34.78,"775,001","26,957,436",445,34.20,34.40,"67,792,705",34.20,37.60,30.80
3230,錦明,6.12,-0.02 ,5.82,6.12,5.82,5.92,"4,012","23,763",5,5.93,6.10,"107,746,524",6.12,6.73,5.51
3232,昱捷,23.80,+0.70,23.70,24.60,23.50,24.19,"240,407","5,814,295",132,23.65,23.80,"36,567,865",23.80,26.15,21.45
3234,光環,26.70,+0.05,27.00,27.30,26.65,26.91,"194,500","5,234,200",130,26.70,26.75,"72,527,692",26.70,29.35,24.05
3236,千如,30.35,+0.60,29.70,30.50,29.70,30.23,"535,148","16,177,088",379,30.35,30.40,"85,641,378",30.35,33.35,27.35
3252,海灣,16.95,+0.85,16.10,17.25,16.10,16.71,"1,301,270","21,748,425",599,16.90,16.95,"50,195,754",16.95,18.60,15.30
3259,鑫創,22.90,-0.30 ,23.10,23.10,22.70,22.81,"31,001","707,022",27,22.75,22.90,"80,859,553",22.90,25.15,20.65
3260,威剛,49.50,+0.05,49.85,50.10,49.50,49.78,"559,407","27,845,753",405,49.50,49.65,"224,172,374",49.50,54.40,44.55
3264,欣銓,36.15,-0.45 ,37.10,37.15,36.15,36.56,"1,535,815","56,143,762","1,134",36.15,36.25,"490,396,211",36.15,39.75,32.55
3265,台星科,30.20,+0.15,30.15,30.45,29.85,30.09,"511,100","15,378,450",272,30.20,30.25,"136,261,659",30.20,33.20,27.20
3268,海德威,14.00,-0.30 ,14.15,14.20,13.90,14.01,"50,022","700,963",26,13.95,14.25,"33,426,272",14.00,15.40,12.60
3272,東碩,31.80,0.00 ,31.90,32.50,31.80,32.02,"66,556","2,130,840",59,31.80,31.85,"52,264,966",31.80,34.95,28.65
3276,宇環,11.95,-0.05 ,12.00,12.00,11.95,11.97,"3,000","35,900",2,11.70,11.95,"69,712,666",11.95,13.10,10.80
3284,太普高,16.75,-0.05 ,16.60,17.00,16.60,16.85,"134,002","2,257,382",43,16.75,16.95,"55,961,790",16.75,18.40,15.10
3285,微端,23.90,-0.60 ,24.60,24.70,23.70,24.14,"928,107","22,400,528",537,23.90,24.05,"44,109,324",23.90,26.25,21.55
3287,廣寰科,8.48,+0.43,8.08,8.48,8.07,8.22,"11,000","90,450",8,8.25,8.48,"43,970,483",8.48,9.32,7.64
3288,點晶,3.57,+0.32,3.25,3.57,3.25,3.49,"7,915","27,595",8,3.57,0.00,"56,650,148",3.57,3.92,3.22
3289,宜特,52.00,+1.10,51.50,52.40,51.00,51.55,"163,001","8,402,552",127,51.60,52.00,"63,575,121",52.00,57.20,46.80
3290,東浦,20.00,-0.05 ,20.05,20.20,19.85,20.04,"161,644","3,238,873",95,19.95,20.10,"99,548,926",20.00,22.00,18.00
3293,鈊象,143.50,+1.50,142.50,143.50,142.50,143.16,"73,822","10,568,546",82,143.00,144.00,"70,087,140",143.50,157.50,129.50
3294,英濟,13.45,+0.20,13.35,13.45,13.35,13.41,"61,000","818,050",53,13.35,13.45,"132,015,919",13.45,14.75,12.15
3297,杭特,15.10,0.00 ,15.05,15.10,15.00,15.03,"35,000","526,200",17,15.00,15.10,"36,859,845",15.10,16.60,13.60
3299,帛漢,46.60,0.00 ,47.00,47.50,46.55,47.02,"321,573","15,121,404",259,46.60,46.80,"61,194,225",46.60,51.20,41.95
3303,岱稜,18.35,-0.05 ,18.40,18.55,18.35,18.40,"30,000","552,050",18,18.35,18.40,"96,089,607",18.35,20.15,16.55
3306,鼎天,19.70,-0.20 ,19.40,20.15,19.40,19.87,"14,000","278,200",14,19.70,20.05,"50,607,702",19.70,21.65,17.75
3310,佳穎,37.00,+0.50,36.50,37.00,36.40,36.68,"33,000","1,210,500",22,36.95,37.00,"62,781,586",37.00,40.70,33.30
3313,斐成,25.20,-0.15 ,25.60,26.00,25.10,25.41,"204,000","5,183,200",111,25.20,25.35,"83,770,776",25.20,27.70,22.70
3317,尼克森,36.00,+0.25,36.95,37.10,35.90,36.35,"719,147","26,138,956",504,36.00,36.10,"61,251,550",36.00,39.60,32.40
3322,建舜電,8.55,+0.04,8.60,8.70,8.50,8.53,"112,001","955,138",36,8.52,8.55,"86,415,616",8.55,9.40,7.70
3323,加百裕,42.75,-1.95 ,44.20,44.40,42.50,43.50,"4,445,534","193,380,512","2,842",42.75,42.80,"86,799,914",42.75,47.00,38.50
3324,雙鴻,47.00,-2.00 ,49.80,49.80,46.80,47.78,"2,008,105","95,943,986","1,522",47.00,47.05,"82,680,953",47.00,51.70,42.30
3325,旭品,13.10,-0.65 ,13.25,13.45,12.75,13.18,"1,758,513","23,176,670",938,13.05,13.15,"74,634,579",13.10,14.40,11.80
3332,幸康,40.80,+0.10,40.70,40.80,40.70,40.75,"2,001","81,540",3,40.05,41.50,"48,104,246",40.80,44.85,36.75
3339,泰谷,8.00,-0.03 ,8.00,8.18,8.00,8.01,"30,000","240,180",7,7.98,8.00,"96,181,442",8.00,8.80,7.20
3354,律勝,18.60,+1.65,17.00,18.60,17.00,17.85,"653,000","11,659,100",245,18.60,0.00,"70,112,426",18.60,20.45,16.75
3360,尚立,18.50,-0.15 ,18.95,19.05,18.50,18.76,"550,001","10,315,968",298,18.50,18.55,"75,456,054",18.50,20.35,16.65
3362,先進光,49.50,-5.50 ,55.00,55.80,49.50,51.93,"3,642,867","189,185,536","2,141",0.00,49.50,"110,858,706",49.50,54.40,44.55
3363,上詮,26.30,+0.50,25.80,26.30,25.80,26.11,"138,002","3,602,553",82,26.20,26.30,"77,474,145",26.30,28.90,23.70
3372,典範,5.42,0.00 ,5.40,5.45,5.36,5.42,"260,175","1,411,305",54,5.38,5.42,"407,330,000",5.42,5.96,4.88
3373,熱映,17.40,-0.05 ,17.45,17.50,17.25,17.36,"51,001","885,518",30,17.30,17.40,"43,289,801",17.40,19.10,15.70
3374,精材,45.05,+1.85,43.75,45.65,43.75,44.85,"4,407,209","197,677,543","2,920",45.05,45.10,"271,794,916",45.05,49.55,40.55
3379,彬台,10.65,+0.05,10.70,10.70,10.50,10.57,"6,535","69,098",9,10.40,10.65,"38,041,748",10.65,11.70,9.59
3388,崇越電,77.90,0.00 ,78.00,78.10,77.50,77.89,"34,000","2,648,100",23,77.50,77.90,"64,061,000",77.90,85.60,70.20
3390,旭軟,23.20,-0.05 ,23.10,23.35,23.05,23.17,"111,001","2,572,173",72,23.10,23.20,"66,981,059",23.20,25.50,20.90
3402,漢科,29.85,+0.35,29.60,29.90,29.60,29.79,"148,198","4,415,358",95,29.80,29.90,"73,047,692",29.85,32.80,26.90
3426,台興,55.80,-0.10 ,55.50,55.90,54.20,55.37,"61,949","3,429,988",56,54.60,55.80,"26,400,000",55.80,61.30,50.30
3428,光燿科,33.95,+0.40,33.05,33.95,33.05,33.56,"315,000","10,571,600",200,33.20,33.95,"95,970,371",33.95,37.30,30.60
3431,長天,5.24,-0.09 ,5.33,5.33,5.14,5.25,"32,331","169,768",21,5.15,5.30,"35,458,704",5.24,5.76,4.72
3434,哲固,14.45,+0.45,14.00,14.70,14.00,14.42,"495,189","7,142,249",250,14.40,14.50,"22,700,000",14.45,15.85,13.05
3438,類比科,15.20,+0.10,15.45,15.45,15.10,15.21,"77,001","1,171,215",60,15.20,15.25,"67,379,735",15.20,16.70,13.70
3441,聯一光,25.00,0.00 ,25.00,25.45,25.00,25.22,"162,300","4,093,075",129,25.00,25.15,"40,039,920",25.00,27.50,22.50
3444,利機,22.85,+0.05,22.80,22.85,22.65,22.72,"20,000","454,400",12,22.70,22.85,"39,114,586",22.85,25.10,20.60
3452,益通,3.85,+0.03,3.82,3.87,3.79,3.82,"72,623","277,556",29,3.85,3.86,"779,449,742",3.85,4.23,3.47
3455,由田,43.60,+0.80,42.80,44.50,42.80,43.65,"531,101","23,181,714",136,43.60,43.95,"61,468,750",43.60,47.95,39.25
3465,祥業,21.85,+0.25,22.60,22.60,21.60,21.80,"8,033","175,143",39,21.50,21.85,"17,160,335",21.85,24.00,19.70
3466,致振,12.00,+0.20,12.00,12.00,12.00,12.00,"2,000","24,000",2,11.80,12.00,"60,887,573",12.00,13.20,10.80
3479,安勤,41.00,+0.25,40.75,41.00,40.65,40.79,"17,002","693,587",13,40.80,41.00,"69,194,164",41.00,45.10,36.90
3483,力致,20.15,+0.10,20.25,20.25,20.05,20.11,"42,002","844,590",25,20.10,20.15,"53,856,000",20.15,22.15,18.15
