006201,元大富櫃50,13.11,+0.16,13.00,13.11,13.00,13.07,"26,000","339,750",18,13.11,13.17,"15,946,000",13.11,14.42,11.80
00679B,元大美債20年,38.54,+0.07,38.55,38.62,38.53,38.53,"8,192,466","315,675,998",99,38.53,38.54,"829,692,000",38.27,9999.95,0.01
00687B,國泰20年美債,39.81,+0.08,39.86,39.86,39.81,39.83,"331,000","13,184,150",8,39.80,39.83,"317,287,000",39.81,9999.95,0.01
00694B,富邦美債1-3,40.45,-0.10 ,40.50,40.50,40.45,40.49,"701,000","28,382,480",9,40.45,40.50,"42,076,000",40.45,9999.95,0.01
00695B,富邦美債7-10,39.55,+0.13,39.43,39.55,39.43,39.52,"317,950","12,565,364",20,39.42,39.53,"115,686,000",39.55,9999.95,0.01
00696B,富邦美債20年,40.43,+0.12,40.48,40.48,40.43,40.48,"301,153","12,190,576",6,40.38,40.45,"256,181,000",40.43,9999.95,0.01
00697B,元大美債7-10,38.84,+0.08,38.88,38.88,38.84,38.87,"310,000","12,050,900",5,38.78,38.86,"5,712,000",38.84,9999.95,0.01
00718B,富邦中國政策債,20.36,-0.06 ,20.45,20.45,20.35,20.36,"219,000","4,458,020",11,20.36,20.41,"830,501,000",20.36,9999.95,0.01
00719B,元大美債1-3,31.58,-0.04 ,31.60,31.60,31.58,31.59,"400,000","12,636,000",4,31.56,31.59,"3,514,000",31.58,9999.95,0.01
00720B,元大投資級公司債,39.62,+0.10,39.57,39.66,39.57,39.64,"423,000","16,767,050",10,39.62,39.63,"159,609,000",39.62,9999.95,0.01
00721B,元大中國債3-5,46.17,-0.09 ,46.22,46.22,46.17,46.19,"402,000","18,566,420",6,46.15,46.20,"238,622,000",45.62,9999.95,0.01
00722B,群益15年IG電信債,40.08,-0.12 ,40.20,40.20,40.05,40.08,"1,518,000","60,845,350",10,20.50,40.08,"101,239,000",40.08,9999.95,0.01
00723B,群益15年IG科技債,39.11,+0.15,39.10,39.11,39.10,39.11,"200,000","7,821,000",4,39.01,39.11,"469,583,000",39.11,9999.95,0.01
00724B,群益10年IG金融債,38.03,-0.01 ,38.04,38.04,37.98,38.03,"1,502,000","57,121,810",11,37.97,38.03,"597,275,000",38.03,9999.95,0.01
00725B,國泰投資級公司債,40.48,+0.10,40.44,40.50,40.44,40.48,"20,000","809,560",9,40.42,40.45,"110,706,000",40.48,9999.95,0.01
00726B,國泰5Y+新興債,40.97,-0.01 ,40.98,40.98,40.95,40.96,"7,000","286,720",6,5.00,40.97,"3,989,000",40.97,9999.95,0.01
00727B,國泰1-5Y高收債,43.20,-0.14 ,43.20,43.20,43.20,43.20,"2,000","86,400",2,43.09,43.34,"27,689,000",43.20,9999.95,0.01
00734B,台新JPM新興債,20.56,-0.02 ,20.55,20.60,20.55,20.57,"1,233,000","25,359,510",28,20.55,20.56,"41,479,000",20.56,9999.95,0.01
00740B,富邦全球投等債,41.35,+0.15,41.40,41.40,41.35,41.38,"320,000","13,240,000",7,41.24,41.62,"5,971,000",41.35,9999.95,0.01
00741B,富邦全球高收債,40.85,-0.05 ,41.00,41.00,40.85,40.93,"240,000","9,822,000",8,40.78,41.15,"5,628,000",40.85,9999.95,0.01
00744B,國泰中國政金債5+,39.97,-0.08 ,39.94,40.09,39.94,39.99,"305,000","12,198,070",12,39.96,40.04,"89,228,000",39.97,9999.95,0.01
00745B,富邦中政債0-1,39.86,-0.01 ,39.85,39.91,39.85,39.86,"101,000","4,025,410",7,39.83,39.93,"8,516,000",39.86,9999.95,0.01
00746B,富邦A級公司債,40.15,+0.30,40.15,40.22,40.15,40.18,"101,000","4,058,650",7,39.98,40.26,"5,464,000",40.15,9999.95,0.01
1240,茂生農經,45.00,-0.30 ,45.10,45.10,44.85,44.99,"36,000","1,619,750",34,44.95,45.25,"33,000,000",45.00,49.50,40.50
1258,其祥-KY,27.55,-0.35 ,27.40,27.55,27.30,27.36,"8,032","219,739",7,27.30,27.60,"36,816,458",27.55,30.30,24.80
1259,安心, ---,--- ,---,---,---,78.49,63,"4,945",1,77.00,77.70,"32,389,500",77.10,84.80,69.40
1264,德麥,205.00,-1.00 ,205.00,206.00,205.00,205.40,"20,414","4,193,112",30,204.50,205.00,"33,695,970",205.00,225.50,184.50
1268,漢來美食,139.00,+1.50,136.50,139.00,136.50,137.80,"51,760","7,132,494",43,137.50,139.00,"39,273,730",139.00,152.50,125.50
1333,恩得利,2.39,-0.14 ,2.46,2.47,2.30,2.36,"36,800","86,706",13,2.30,2.39,"74,515,375",2.39,2.62,2.16
1336,台翰,17.60,-0.10 ,17.70,17.70,17.55,17.78,"1,133,000","20,142,200",36,17.60,17.70,"83,193,419",17.60,19.35,15.85
1565,精華,669.00,+9.00,668.00,688.00,662.00,673.24,"557,507","375,338,155",548,669.00,671.00,"50,416,516",669.00,735.00,603.00
1566,捷邦,16.90,-0.05 ,16.95,17.10,16.90,16.99,"46,067","782,859",26,16.95,17.05,"86,467,028",16.90,18.55,15.25
1569,濱川,19.10,0.00 ,19.25,19.35,18.85,19.13,"176,994","3,385,486",116,19.05,19.10,"112,713,264",19.10,21.00,17.20
1570,力肯,12.95,+0.05,12.95,12.95,12.95,12.95,"11,500","148,900",8,12.90,12.95,"51,500,839",12.95,14.20,11.70
1580,新麥,141.00,-1.00 ,140.00,142.00,140.00,141.17,"6,000","847,000",5,141.50,143.50,"50,230,242",141.00,155.00,127.00
1584,精剛,7.39,-0.10 ,7.49,7.49,7.30,7.37,"75,198","554,378",37,7.36,7.39,"82,470,533",7.39,8.12,6.66
1586,和勤,38.70,-0.10 ,39.00,39.20,38.50,38.72,"214,000","8,285,350",111,38.65,38.70,"76,488,857",38.70,42.55,34.85
1591,駿吉-KY,35.40,+0.30,35.10,35.50,34.50,35.35,"51,000","1,802,950",25,34.85,35.45,"33,164,807",35.40,38.90,31.90
1593,祺驊,44.15,+0.15,43.50,44.15,42.00,42.54,"17,000","723,250",8,43.05,44.00,"31,948,455",44.15,48.55,39.75
1595,川寶,50.90,+0.20,50.70,50.90,50.50,50.64,"17,199","871,029",16,50.10,50.80,"47,148,134",50.90,55.90,45.85
1597,直得,125.50,+3.00,124.50,129.50,124.50,127.48,"4,245,250","541,196,125","3,443",125.50,126.00,"73,806,862",125.50,138.00,113.00
1599,宏佳騰,34.70,+0.20,34.25,34.70,34.20,34.53,"18,999","656,014",21,34.60,34.75,"62,002,519",34.70,38.15,31.25
