006201,元大富櫃50,11.20,-0.16 ,11.26,11.26,10.90,11.00,"589,000","6,481,100",172,11.18,11.20,"17,446,000",11.20,12.32,10.08
00679B,元大美債20年,36.08,+0.03,36.05,36.11,36.03,36.05,"481,000","17,340,760",60,36.07,36.08,"933,192,000",36.08,9999.95,0.01
00687B,國泰20年美債,37.49,+0.03,37.47,37.49,37.42,37.45,"210,000","7,864,640",7,37.45,37.49,"483,787,000",37.49,9999.95,0.01
00694B,富邦美債1-3,40.67,+0.03,40.65,40.69,40.65,40.67,"364,828","14,838,416",9,40.65,40.70,"77,576,000",40.67,9999.95,0.01
00695B,富邦美債7-10,38.70,-0.08 ,38.84,38.84,38.70,38.77,"310,944","12,055,097",37,38.70,38.84,"118,186,000",38.70,9999.95,0.01
00696B,富邦美債20年,37.90,-0.10 ,37.90,37.90,37.90,37.90,"301,340","11,420,784",8,37.90,38.02,"439,681,000",37.90,9999.95,0.01
00697B,元大美債7-10,38.30,+0.08,38.28,38.31,38.28,38.29,"455,000","17,424,100",6,38.29,38.33,"55,712,000",38.30,9999.95,0.01
00718B,富邦中國政策債,20.21,-0.02 ,20.28,20.28,20.21,20.25,"502,000","10,165,490",6,20.21,20.26,"965,001,000",20.21,9999.95,0.01
00719B,元大美債1-3,31.80,+0.08,31.85,31.85,31.73,31.79,"451,000","14,338,990",6,31.76,31.85,"3,514,000",31.80,9999.95,0.01
00720B,元大投資級公司債,38.58,+0.18,38.59,38.59,38.55,38.56,"451,000","17,392,690",5,38.58,38.66,"204,109,000",38.58,9999.95,0.01
00721B,元大中國債3-5,45.45,+0.13,45.38,45.45,45.38,45.41,"450,000","20,433,750",9,45.45,45.50,"324,622,000",45.45,9999.95,0.01
00722B,群益15年IG電信債,39.61,+0.03,39.60,39.62,39.58,39.60,"204,000","8,079,380",8,39.52,39.69,"204,239,000",39.61,9999.95,0.01
00723B,群益15年IG科技債,37.94,+0.03,37.93,37.94,37.93,37.94,"200,000","7,587,000",4,37.94,38.06,"639,083,000",37.94,9999.95,0.01
00724B,群益10年IG金融債,37.20,+0.05,37.19,37.20,37.19,37.19,"201,000","7,476,190",5,37.01,37.20,"656,775,000",37.20,9999.95,0.01
00725B,國泰投資級公司債,39.72,-0.02 ,39.67,39.72,39.67,39.70,"3,000","119,110",2,39.61,39.72,"166,206,000",39.72,9999.95,0.01
00726B,國泰5Y+新興債,41.17,+0.13,41.09,41.17,41.02,41.08,"5,000","205,390",4,40.88,41.17,"3,989,000",41.17,9999.95,0.01
00727B,國泰1-5Y高收債,43.82,-0.03 ,43.82,43.82,43.82,43.82,"1,000","43,820",1,43.69,44.02,"18,689,000",43.82,9999.95,0.01
00734B,台新JPM新興債,20.77,0.00 ,20.75,20.77,20.75,20.77,"1,037,000","21,535,410",18,20.77,20.79,"33,979,000",20.77,9999.95,0.01
00740B,富邦全球投等債,40.47,-0.13 ,40.65,40.65,40.47,40.62,"321,000","13,040,470",9,40.46,40.83,"5,971,000",40.47,9999.95,0.01
00741B,富邦全球高收債,41.55,+0.05,41.60,41.60,41.55,41.58,"240,000","9,978,000",8,41.38,41.60,"5,628,000",41.55,9999.95,0.01
00744B,國泰中國政金債5+,40.15,+0.02,40.11,40.15,40.11,40.13,"2,000","80,260",2,40.10,40.23,"218,228,000",40.15,9999.95,0.01
00745B,富邦中政債0-1,39.83,-0.03 ,39.86,39.86,39.83,39.84,"103,000","4,103,520",8,39.79,39.87,"8,516,000",39.83,9999.95,0.01
00746B,富邦A級公司債,39.14,-0.04 ,39.18,39.20,39.14,39.15,"111,000","4,345,930",11,39.07,39.22,"5,464,000",39.14,9999.95,0.01
00747B,FH中國政策債, ---,--- ,---,---,---,50.00,0,0,0,49.74,50.10,"221,000,000",49.93,9999.95,0.01
00748B,凱基中國債3-10,40.04,+0.25,40.04,40.04,40.04,40.04,"200,000","8,008,000",5,39.72,40.06,"60,500,000",40.04,9999.95,0.01
00749B,凱基新興債10+,39.36,-0.13 ,39.36,39.36,39.36,39.36,"200,000","7,872,000",4,39.33,39.47,"13,000,000",39.36,9999.95,0.01
00750B,凱基科技債10+,38.80,-0.13 ,38.80,38.80,38.80,38.80,"200,000","7,760,000",4,38.77,38.91,"63,500,000",38.80,9999.95,0.01
00751B,元大AAA至A公司債,39.35,-0.05 ,39.32,39.35,39.32,39.32,"501,000","19,699,350",6,39.32,39.38,"10,603,000",39.35,9999.95,0.01
1240,茂生農經,37.55,-1.25 ,38.50,38.50,37.50,37.80,"48,000","1,814,250",32,37.50,38.50,"33,000,000",37.55,41.30,33.80
1258,其祥-KY,25.75,-0.85 ,27.10,27.15,24.90,25.93,"177,000","4,589,500",114,25.10,25.75,"36,816,458",25.75,28.30,23.20
1259,安心,69.00,0.00 ,69.50,69.50,68.90,69.02,"21,000","1,449,400",16,68.90,69.00,"32,389,500",69.00,75.90,62.10
1264,德麥,202.50,-0.50 ,203.00,203.00,202.00,202.81,"14,223","2,884,547",22,202.00,202.50,"33,695,970",202.50,222.50,182.50
1268,漢來美食,131.00,0.00 ,129.50,131.00,129.50,130.70,"5,000","653,500",5,129.00,131.00,"39,296,730",131.00,144.00,118.00
1333,恩得利,2.07,-0.05 ,2.07,2.07,2.07,2.07,"4,000","8,280",2,2.07,2.18,"74,515,375",2.07,2.27,1.87
1336,台翰,16.50,0.00 ,16.65,16.65,16.40,16.48,"103,000","1,697,850",48,16.50,16.55,"83,193,419",16.50,18.15,14.85
1565,精華,548.00,-35.00 ,585.00,585.00,546.00,562.97,"349,950","197,010,000",315,547.00,551.00,"50,416,516",548.00,602.00,493.50
