006201,元大富櫃50,13.22,0.00 ,13.22,13.24,13.22,13.22,"11,000","145,450",9,13.16,13.20,"15,946,000",13.22,14.54,11.90
734703,台半富邦7A購01, ---,--- ,---,---,---,0.28,0,0,0,0.22,0.24,"10,000,000",0.24,0.99,0.01
734705,雙鴻日盛7A購01, ---,--- ,---,---,---,0.09,0,0,0,0.01,0.02,"10,000,000",0.02,0.31,0.01
734729,三貝德國泰7A購01, ---,--- ,---,---,---,0.32,0,0,0,0.27,0.28,"10,000,000",0.28,0.69,0.01
734770,迅得元大7A購02, ---,--- ,---,---,---,0.17,0,0,0,0.00,0.02,"5,000,000",0.02,0.55,0.01
734772,信昌電元大7A購01, ---,--- ,---,---,---,4.62,0,0,0,3.90,0.00,"10,000,000",4.56,5.25,3.83
734778,頎邦中信7A購01, ---,--- ,---,---,---,0.04,0,0,0,0.02,0.04,"5,000,000",0.04,1.34,0.01
734789,牧德元大7A購01, ---,--- ,---,---,---,2.53,0,0,0,2.26,2.31,"10,000,000",2.31,3.01,1.60
734805,立敦統一7A購01, ---,--- ,---,---,---,0.17,0,0,0,0.11,0.12,"10,000,000",0.12,0.50,0.01
734806,元太台新7A購01, ---,--- ,---,---,---,0.01,0,0,0,0.01,0.02,"5,000,000",0.01,0.55,0.01
734823,大中群益7A購01,0.37,-0.02 ,0.37,0.37,0.37,0.37,"11,000","4,070",1,0.39,0.40,"5,820,000",0.37,0.98,0.01
734846,金居元大7A購02, ---,--- ,---,---,---,0.04,0,0,0,0.02,0.03,"10,000,000",0.03,0.46,0.01
734884,迅得元富7B購01, ---,--- ,---,---,---,0.12,0,0,0,0.01,0.04,"10,000,000",0.04,0.32,0.01
734888,良維兆豐7A購01, ---,--- ,---,---,---,0.02,0,0,0,0.00,0.01,"10,000,000",0.01,0.19,0.01
734898,威剛日盛7A購01, ---,--- ,---,---,---,0.03,0,0,0,0.02,0.03,"10,000,000",0.03,0.35,0.01
734906,精華麥證7A購01, ---,--- ,---,---,---,0.01,0,0,0,0.01,0.03,"20,000,000",0.01,0.27,0.01
734908,環球晶麥證7A購01,0.07,0.00 ,0.07,0.07,0.07,0.07,"1,000",70,1,0.02,0.06,"20,000,000",0.07,0.35,0.01
734909,穩懋麥證7A購01,0.01,-0.01 ,0.02,0.02,0.01,0.02,"230,000","4,300",5,0.01,0.02,"20,000,000",0.01,0.28,0.01
734948,精材中信7A購01, ---,--- ,---,---,---,0.07,0,0,0,0.06,0.07,"10,000,000",0.07,0.32,0.01
734955,環球晶統一7A購01, ---,--- ,---,---,---,0.08,0,0,0,0.05,0.10,"13,000,000",0.08,0.47,0.01
734956,信昌電富邦7A購01, ---,--- ,---,---,---,4.00,0,0,0,4.23,0.00,"10,000,000",5.10,6.25,3.91
734968,宜特國泰7B購01, ---,--- ,---,---,---,0.08,0,0,0,0.01,0.10,"6,300,000",0.05,0.59,0.01
734975,僑威群益79購01, ---,--- ,---,---,---,0.73,0,0,0,0.09,0.19,"10,000,000",0.19,0.77,0.01
734977,金居元大79購01, ---,--- ,---,---,---,0.06,0,0,0,0.00,0.02,"10,000,000",0.02,0.27,0.01
734982,先豐麥證79購01, ---,--- ,---,---,---,0.11,0,0,0,0.01,0.08,"10,000,000",0.08,0.43,0.01
734984,東洋麥證79購01, ---,--- ,---,---,---,0.09,0,0,0,0.01,0.08,"15,000,000",0.08,0.37,0.01
734985,欣銓麥證79購01, ---,--- ,---,---,---,0.36,0,0,0,0.38,0.40,"15,000,000",0.39,0.75,0.03
734988,美磊麥證79購01,0.53,-0.12 ,0.53,0.53,0.53,0.53,"3,000","1,590",1,0.52,0.56,"10,000,000",0.53,0.90,0.16
734990,凱美麥證79購01,0.08,-0.04 ,0.08,0.08,0.08,0.08,"30,000","2,400",1,0.05,0.08,"10,000,000",0.08,0.32,0.01
734991,智擎麥證79購01, ---,--- ,---,---,---,0.12,0,0,0,0.10,0.11,"15,000,000",0.11,0.39,0.01
734992,新普麥證79購01, ---,--- ,---,---,---,1.03,0,0,0,0.88,0.92,"15,000,000",0.92,1.31,0.53
734993,精測麥證79購01, ---,--- ,---,---,---,0.01,0,0,0,0.01,0.08,"20,000,000",0.01,0.18,0.01
734994,璟德麥證79購01,0.01,0.00 ,0.01,0.01,0.01,0.01,"115,000","1,150",1,0.01,0.08,"10,000,000",0.01,0.20,0.01
734995,譜瑞麥證79購01,0.01,-0.05 ,0.01,0.01,0.01,0.01,"9,000",90,1,0.01,0.08,"20,000,000",0.01,0.28,0.01
734996,恒耀麥證79購01, ---,--- ,---,---,---,0.05,0,0,0,0.03,0.08,"15,000,000",0.05,0.28,0.01
735006,中美晶統一7B購01,0.24,+0.01,0.24,0.24,0.24,0.24,"40,000","9,600",2,0.24,0.25,"10,000,000",0.24,0.67,0.01
735007,同致玉山7A購01, ---,--- ,---,---,---,0.03,0,0,0,0.01,0.02,"10,000,000",0.02,0.24,0.01
735013,碩禾元大79購03, ---,--- ,---,---,---,0.01,0,0,0,0.00,0.02,"5,000,000",0.01,0.37,0.01
735037,網家群益79購03, ---,--- ,---,---,---,0.26,0,0,0,0.25,0.35,"10,000,000",0.35,1.33,0.01
735041,岳豐元大79購01,0.41,-0.06 ,0.41,0.41,0.41,0.41,"50,000","20,500",1,0.42,0.43,"7,700,000",0.41,1.04,0.01
735042,新普元大79購01, ---,--- ,---,---,---,2.29,0,0,0,1.95,2.02,"10,000,000",1.98,3.09,0.87
735047,力旺麥證79購01, ---,--- ,---,---,---,0.03,0,0,0,0.02,0.08,"10,000,000",0.03,0.34,0.01
735048,大宇資麥證79購01, ---,--- ,---,---,---,1.07,0,0,0,0.98,1.03,"20,000,000",1.03,1.37,0.69
735051,金可麥證79購01,0.19,-0.06 ,0.19,0.19,0.19,0.19,"47,000","8,930",2,0.17,0.19,"10,000,000",0.19,0.51,0.01
735052,信驊麥證79購01, ---,--- ,---,---,---,0.02,0,0,0,0.02,0.08,"10,000,000",0.02,0.39,0.01
735053,胡連麥證79購01, ---,--- ,---,---,---,0.01,0,0,0,0.01,0.08,"8,000,000",0.01,0.35,0.01
735055,信昌電統一7B購01, ---,--- ,---,---,---,3.06,0,0,0,2.91,3.01,"10,000,000",3.01,3.55,2.46
735056,威剛統一79購01, ---,--- ,---,---,---,0.21,0,0,0,0.01,0.10,"10,000,000",0.10,0.52,0.01
735057,智擎統一79購01,0.20,-0.02 ,0.20,0.20,0.20,0.20,"1,000",200,1,0.19,0.20,"15,000,000",0.20,0.59,0.01
735074,原相中信7A購01, ---,--- ,---,---,---,0.59,0,0,0,0.59,0.00,"10,000,000",0.61,0.82,0.40
735078,穩懋統一79購01,0.02,0.00 ,0.01,0.02,0.01,0.01,"649,000","6,500",9,0.01,0.02,"15,000,000",0.02,0.32,0.01
735080,威剛國泰79購02, ---,--- ,---,---,---,0.01,0,0,0,0.00,0.10,"6,000,000",0.01,0.85,0.01
735081,環球晶國泰79購01, ---,--- ,---,---,---,0.16,0,0,0,0.07,0.08,"5,000,000",0.08,0.80,0.01
735082,金居台新79購01, ---,--- ,---,---,---,0.03,0,0,0,0.01,0.02,"10,000,000",0.02,0.62,0.01
735088,神盾元大7A購01,0.44,0.00 ,0.40,0.46,0.40,0.41,"216,000","88,560",10,0.41,0.42,"5,000,000",0.44,0.92,0.01
735089,神盾元大7B購01,0.52,-0.01 ,0.51,0.53,0.49,0.51,"620,000","316,600",13,0.49,0.50,"5,000,000",0.52,1.10,0.01
735101,中美晶統一79購01, ---,--- ,---,---,---,0.08,0,0,0,0.02,0.05,"10,000,000",0.05,0.43,0.01
735102,聯亞統一79購01, ---,--- ,---,---,---,0.01,0,0,0,0.01,0.05,"10,000,000",0.01,0.31,0.01
735105,大中元大79購01, ---,--- ,---,---,---,1.15,0,0,0,1.20,1.23,"5,800,000",1.20,1.81,0.59
735111,威剛元大79購01, ---,--- ,---,---,---,0.38,0,0,0,0.00,0.02,"5,000,000",0.01,0.76,0.01
735112,精材元大7A購01,0.30,-0.05 ,0.32,0.32,0.30,0.30,"160,000","48,600",3,0.29,0.30,"5,000,000",0.30,0.65,0.01
735123,群聯中信7A購01,0.02,-0.01 ,0.02,0.02,0.02,0.02,"300,000","6,000",30,0.01,0.02,"10,000,000",0.02,1.53,0.01
735124,美琪瑪台新79購01, ---,--- ,---,---,---,0.02,0,0,0,0.00,0.01,"10,000,000",0.01,0.41,0.01
735125,中美晶群益79購03, ---,--- ,---,---,---,0.01,0,0,0,0.00,0.00,"10,000,000",0.01,0.70,0.01
735127,原相群益79購01, ---,--- ,---,---,---,0.23,0,0,0,0.19,0.29,"10,000,000",0.22,1.13,0.01
735129,聯亞群益79購01, ---,--- ,---,---,---,0.11,0,0,0,0.00,0.06,"10,000,000",0.02,1.64,0.01
735131,宜鼎兆豐79購01, ---,--- ,---,---,---,0.82,0,0,0,0.98,1.03,"10,000,000",1.03,1.61,0.45
735133,譜瑞兆豐79購01, ---,--- ,---,---,---,0.05,0,0,0,0.03,0.04,"5,000,000",0.04,0.49,0.01
735143,碩禾永豐79購01, ---,--- ,---,---,---,0.11,0,0,0,0.00,0.01,"10,000,000",0.01,0.44,0.01
735151,碩禾元富79購01, ---,--- ,---,---,---,0.10,0,0,0,0.00,0.20,"5,000,000",0.04,0.45,0.01
735154,雙鴻台新79購01, ---,--- ,---,---,---,0.11,0,0,0,0.01,0.02,"10,000,000",0.01,0.42,0.01
735155,聖暉玉山7C購01,0.77,+0.03,0.74,0.77,0.74,0.76,"200,000","152,660",7,0.77,0.78,"5,000,000",0.77,1.52,0.02
735162,昂寶元大79購01, ---,--- ,---,---,---,0.01,0,0,0,0.00,0.02,"5,000,000",0.01,0.67,0.01
735163,應華元大7A購01,0.09,-0.02 ,0.09,0.09,0.09,0.09,"530,000","47,700",2,0.09,0.10,"5,000,000",0.09,0.47,0.01
735165,大江統一79購01, ---,--- ,---,---,---,4.20,0,0,0,3.73,3.81,"10,000,000",3.81,4.66,2.96
735166,同致統一7A購01,0.03,0.00 ,0.03,0.03,0.03,0.03,"1,000",30,1,0.01,0.03,"10,000,000",0.03,0.24,0.01
735170,直得統一7A購01, ---,--- ,---,---,---,0.35,0,0,0,0.18,0.20,"10,000,000",0.20,0.62,0.01
735171,金居統一7A購01, ---,--- ,---,---,---,0.05,0,0,0,0.03,0.10,"10,000,000",0.07,0.55,0.01
735175,和勤國泰7B購01,0.26,0.00 ,0.24,0.26,0.24,0.25,"725,000","183,150",24,0.25,0.26,"10,000,000",0.26,0.53,0.01
735176,中美晶台新7A購01, ---,--- ,---,---,---,0.41,0,0,0,0.09,0.10,"10,000,000",0.10,0.75,0.01
735177,直得群益7A購01, ---,--- ,---,---,---,0.93,0,0,0,0.59,0.61,"10,000,000",0.61,1.16,0.06
735178,雙鴻群益7A購01, ---,--- ,---,---,---,0.10,0,0,0,0.00,0.00,"10,000,000",0.02,0.29,0.01
735180,中美晶兆豐7A購01, ---,--- ,---,---,---,0.09,0,0,0,0.08,0.09,"10,000,000",0.09,0.61,0.01
735181,昂寶兆豐7A購01, ---,--- ,---,---,---,0.05,0,0,0,0.02,0.03,"10,000,000",0.03,0.45,0.01
735183,金居兆豐7A購01, ---,--- ,---,---,---,0.30,0,0,0,0.11,0.12,"10,000,000",0.12,0.63,0.01
735197,合晶元大7A購01,0.72,-0.05 ,0.72,0.77,0.72,0.72,"132,000","95,450",4,0.71,0.72,"10,000,000",0.72,1.38,0.06
735198,和勤元大7A購01, ---,--- ,---,---,---,0.25,0,0,0,0.01,0.00,"5,000,000",0.27,0.83,0.01
735199,美琪瑪元大78購03,0.04,-0.01 ,0.04,0.04,0.04,0.04,"31,000","1,240",1,0.03,0.04,"5,000,000",0.04,0.41,0.01
735200,碩禾元大7A購01, ---,--- ,---,---,---,0.03,0,0,0,0.01,0.02,"10,000,000",0.02,0.42,0.01
735202,聚和元大7A購01,0.30,+0.06,0.24,0.32,0.24,0.28,"161,000","44,600",6,0.28,0.30,"10,000,000",0.30,1.21,0.01
735213,聯亞兆豐7A購01, ---,--- ,---,---,---,0.11,0,0,0,0.02,0.04,"10,000,000",0.02,0.57,0.01
735221,原相統一7A購01, ---,--- ,---,---,---,0.12,0,0,0,0.12,0.13,"10,000,000",0.12,0.50,0.01
735223,聯亞台新7A購01, ---,--- ,---,---,---,0.11,0,0,0,0.01,0.02,"10,000,000",0.01,0.45,0.01
735224,中美晶群益7A購02, ---,--- ,---,---,---,0.04,0,0,0,0.03,0.05,"10,000,000",0.04,3.70,0.01
735226,群聯群益7A購01, ---,--- ,---,---,---,0.08,0,0,0,0.00,0.00,"10,000,000",0.02,3.81,0.01
735227,穩懋群益7A購01, ---,--- ,---,---,---,0.01,0,0,0,0.00,0.01,"5,000,000",0.01,0.94,0.01
735229,世界麥證7A購01,0.78,-0.17 ,0.78,0.78,0.78,0.78,"11,000","8,580",1,0.65,0.66,"5,000,000",0.78,1.51,0.05
735230,台燿麥證7A購01,1.38,-0.16 ,1.38,1.38,1.38,1.38,"1,000","1,380",1,1.38,1.42,"5,000,000",1.38,2.32,0.44
735232,東洋麥證7A購01, ---,--- ,---,---,---,0.31,0,0,0,0.03,0.08,"10,000,000",0.08,0.47,0.01
735233,欣銓麥證7A購01,0.81,-0.01 ,0.80,0.83,0.76,0.80,"1,008,000","804,480",18,0.82,0.83,"5,000,000",0.81,1.81,0.01
735234,欣銓麥證7B購01,1.17,+0.01,1.13,1.17,1.09,1.13,"977,000","1,101,470",25,1.15,1.17,"5,000,000",1.17,1.97,0.37
735236,新普麥證7A購01,0.67,-0.04 ,0.79,0.79,0.67,0.73,"190,000","137,820",4,0.70,0.71,"5,000,000",0.67,1.44,0.01
735238,穩懋麥證7B購01,0.15,-0.04 ,0.17,0.17,0.15,0.16,"55,000","8,850",3,0.14,0.16,"5,000,000",0.15,0.61,0.01
735240,譜瑞麥證7A購01, ---,--- ,---,---,---,0.15,0,0,0,0.00,0.15,"8,000,000",0.15,0.60,0.01
735244,凡甲永豐7A購01, ---,--- ,---,---,---,0.02,0,0,0,0.01,0.03,"10,000,000",0.03,0.44,0.01
735246,中美晶兆豐7A購02,0.26,-0.01 ,0.26,0.26,0.26,0.26,"100,000","26,000",1,0.27,0.28,"10,000,000",0.26,0.69,0.01
735250,中美晶統一7A購01, ---,--- ,---,---,---,0.15,0,0,0,0.16,0.17,"10,000,000",0.16,0.50,0.01
735252,精華統一7A購01, ---,--- ,---,---,---,0.01,0,0,0,0.01,0.03,"15,000,000",0.01,0.40,0.01
735255,穩懋群益7A購02, ---,--- ,---,---,---,0.02,0,0,0,0.00,0.01,"5,000,000",0.01,1.86,0.01
735256,中美晶玉山7A購01, ---,--- ,---,---,---,0.58,0,0,0,0.08,0.10,"10,000,000",0.10,0.79,0.01
735268,台半富邦7B購01, ---,--- ,---,---,---,0.38,0,0,0,0.40,0.42,"10,000,000",0.40,0.77,0.03
735269,信昌電富邦7B購01, ---,--- ,---,---,---,3.17,0,0,0,3.80,0.00,"10,000,000",4.34,5.05,3.61
735281,台半台新7A購01, ---,--- ,---,---,---,0.34,0,0,0,0.22,0.23,"10,000,000",0.23,0.98,0.01
735282,昂寶台新7A購01,0.01,-0.01 ,0.01,0.01,0.01,0.01,"60,000",600,1,0.01,0.02,"10,000,000",0.01,0.57,0.01
735283,勝麗台新7A購01, ---,--- ,---,---,---,0.01,0,0,0,0.01,0.02,"10,000,000",0.01,0.41,0.01
735294,中美晶群益7A購03, ---,--- ,---,---,---,0.31,0,0,0,0.29,0.30,"10,000,000",0.30,2.04,0.01
735297,宇峻群益7A購01, ---,--- ,---,---,---,0.18,0,0,0,0.12,0.13,"10,000,000",0.13,1.10,0.01
735298,威剛群益7A購01, ---,--- ,---,---,---,0.04,0,0,0,0.00,0.03,"10,000,000",0.02,0.95,0.01
735300,譜瑞群益7A購01, ---,--- ,---,---,---,0.01,0,0,0,0.01,0.00,"5,000,000",0.01,2.14,0.01
735311,良維兆豐7A購02, ---,--- ,---,---,---,0.05,0,0,0,0.00,0.03,"10,000,000",0.01,0.38,0.01
735313,萬潤台新7A購01, ---,--- ,---,---,---,0.27,0,0,0,0.04,0.05,"10,000,000",0.05,0.66,0.01
735329,環宇富邦7A購01, ---,--- ,---,---,---,0.29,0,0,0,0.01,0.10,"10,000,000",0.10,0.67,0.01
735346,凡甲元大7A購01, ---,--- ,---,---,---,0.23,0,0,0,0.06,0.08,"10,000,000",0.07,0.44,0.01
735357,原相統一7A購02,0.19,-0.01 ,0.19,0.19,0.19,0.19,"2,000",380,1,0.19,0.20,"10,000,000",0.19,0.55,0.01
735358,萬潤國泰7B購01, ---,--- ,---,---,---,0.18,0,0,0,0.14,0.15,"6,500,000",0.15,0.83,0.01
735359,原相統一7A購03,0.26,-0.01 ,0.25,0.26,0.25,0.26,"259,000","66,800",5,0.25,0.26,"10,000,000",0.26,0.59,0.01
735368,精材兆豐7A購01, ---,--- ,---,---,---,0.14,0,0,0,0.10,0.11,"10,000,000",0.11,0.61,0.01
735379,萬潤群益7A購01, ---,--- ,---,---,---,0.12,0,0,0,0.04,0.05,"5,137,000",0.05,0.91,0.01
735380,群聯群益7A購02,0.03,-0.02 ,0.03,0.03,0.03,0.03,"4,000",120,1,0.02,0.05,"10,000,000",0.03,3.14,0.01
735384,昂寶國票79購01, ---,--- ,---,---,---,0.03,0,0,0,0.00,0.02,"10,000,000",0.01,0.45,0.01
735385,聖暉國票79購01, ---,--- ,---,---,---,0.68,0,0,0,0.75,0.00,"10,000,000",0.75,1.59,0.01
735386,光頡永豐79購01, ---,--- ,---,---,---,0.33,0,0,0,0.22,0.26,"5,025,000",0.26,0.80,0.01
735387,良維永豐79購01, ---,--- ,---,---,---,0.04,0,0,0,0.00,0.02,"10,000,000",0.01,0.43,0.01
735388,昂寶永豐79購02, ---,--- ,---,---,---,0.08,0,0,0,0.00,0.02,"5,000,000",0.01,0.45,0.01
735389,原相永豐79購03, ---,--- ,---,---,---,0.12,0,0,0,0.13,0.14,"10,000,000",0.13,0.48,0.01
735390,岳豐日盛79購01, ---,--- ,---,---,---,0.20,0,0,0,0.02,0.03,"10,000,000",0.03,0.66,0.01
735391,牧德日盛79購01, ---,--- ,---,---,---,2.35,0,0,0,2.32,2.42,"10,000,000",2.42,3.26,1.57
735392,精測日盛79購01, ---,--- ,---,---,---,0.01,0,0,0,0.01,0.03,"10,000,000",0.01,0.36,0.01
735393,良維中信79購01, ---,--- ,---,---,---,0.02,0,0,0,0.00,0.10,"10,000,000",0.01,0.41,0.01
735394,茂達中信79購01,0.60,-0.07 ,0.47,0.60,0.47,0.55,"50,000","27,400",2,0.46,0.56,"5,000,000",0.60,1.67,0.01
735395,同致群益7A購01, ---,--- ,---,---,---,0.03,0,0,0,0.00,0.01,"10,000,000",0.01,0.45,0.01
735396,合晶群益7A購01,0.40,+0.03,0.37,0.40,0.37,0.40,"27,000","10,670",4,0.33,0.34,"10,000,000",0.40,2.17,0.01
735397,宜特群益7A購01, ---,--- ,---,---,---,0.04,0,0,0,0.00,0.05,"10,000,000",0.05,0.38,0.01
735398,信驊群益79購01, ---,--- ,---,---,---,0.03,0,0,0,0.01,0.00,"5,000,000",0.03,0.91,0.01
735399,精材群益79購02, ---,--- ,---,---,---,0.01,0,0,0,0.00,0.01,"10,000,000",0.01,1.21,0.01
735400,大田麥證79購01, ---,--- ,---,---,---,0.06,0,0,0,0.01,0.06,"1,000,000",0.06,0.21,0.01
735401,中光電麥證79購01, ---,--- ,---,---,---,0.89,0,0,0,0.59,0.62,"5,000,000",0.62,1.07,0.16
735402,元太麥證7A購01, ---,--- ,---,---,---,0.05,0,0,0,0.03,0.08,"10,000,000",0.05,0.30,0.01
735403,伍豐麥證79購01,0.10,-0.04 ,0.10,0.10,0.10,0.10,"5,000",500,1,0.09,0.11,"5,000,000",0.10,0.33,0.01
735404,智擎麥證7A購01,0.18,-0.03 ,0.18,0.18,0.18,0.18,"499,000","89,820",1,0.18,0.19,"5,000,000",0.18,0.44,0.01
735405,鼎翰麥證79購01, ---,--- ,---,---,---,0.06,0,0,0,0.04,0.08,"5,000,000",0.07,0.42,0.01
735406,環球晶麥證7B購01, ---,--- ,---,---,---,0.43,0,0,0,0.20,0.48,"10,000,000",0.39,0.60,0.18
735407,譜瑞麥證7B購01, ---,--- ,---,---,---,0.18,0,0,0,0.16,0.17,"8,000,000",0.17,0.39,0.01
735408,大田元富79購01, ---,--- ,---,---,---,0.03,0,0,0,0.00,0.00,"1,000,000",0.03,0.47,0.01
735409,伍豐元富79購01, ---,--- ,---,---,---,1.10,0,0,0,0.80,0.90,"5,000,000",0.90,2.29,0.01
735410,同亨元富79購01, ---,--- ,---,---,---,0.03,0,0,0,0.00,0.03,"5,000,000",0.03,1.31,0.01
735411,西柏元富79購01, ---,--- ,---,---,---,0.12,0,0,0,0.00,0.00,"5,000,000",0.10,1.40,0.01
735412,宜特元富79購02, ---,--- ,---,---,---,0.30,0,0,0,0.00,0.00,"10,000,000",0.04,0.45,0.01
735413,宜鼎元富79購01, ---,--- ,---,---,---,1.17,0,0,0,0.80,0.90,"10,000,000",0.90,1.91,0.01
735414,朋程元富79購01, ---,--- ,---,---,---,0.05,0,0,0,0.00,0.06,"5,000,000",0.06,1.09,0.01
735415,美磊元富79購01, ---,--- ,---,---,---,4.90,0,0,0,0.91,1.01,"2,000,000",1.01,2.71,0.01
735416,勝麗元富79購01, ---,--- ,---,---,---,0.01,0,0,0,0.00,0.00,"5,000,000",0.01,0.66,0.01
735417,精材元富79購01, ---,--- ,---,---,---,0.02,0,0,0,0.00,0.00,"5,000,000",0.02,0.52,0.01
735418,網家元富79購01, ---,--- ,---,---,---,0.04,0,0,0,0.00,0.00,"5,000,000",0.04,0.74,0.01
735419,環宇元富79購01, ---,--- ,---,---,---,0.02,0,0,0,0.00,0.00,"5,000,000",0.02,0.82,0.01
735420,IET元大79購01, ---,--- ,---,---,---,0.01,0,0,0,0.00,0.02,"5,000,000",0.01,0.33,0.01
735421,台半元大79購02,0.39,-0.01 ,0.41,0.41,0.38,0.39,"210,000","82,900",3,0.38,0.41,"10,000,000",0.39,1.14,0.01
735422,勝麗元大7B購01, ---,--- ,---,---,---,0.03,0,0,0,0.03,0.04,"10,000,000",0.04,0.38,0.01
735423,精材元大79購01, ---,--- ,---,---,---,0.01,0,0,0,0.00,0.02,"5,000,000",0.02,0.77,0.01
735424,大中凱基79購01,0.12,-0.04 ,0.12,0.12,0.12,0.12,"10,000","1,200",1,0.14,0.15,"10,000,000",0.12,0.63,0.01
735425,合晶凱基79購02,0.54,-0.13 ,0.53,0.68,0.53,0.56,"86,000","48,580",15,0.51,0.52,"5,000,000",0.54,1.43,0.01
735426,富喬凱基79購01, ---,--- ,---,---,---,0.04,0,0,0,0.00,0.01,"5,000,000",0.01,0.59,0.01
735427,元太富邦7A購01, ---,--- ,---,---,---,0.06,0,0,0,0.04,0.08,"5,000,000",0.07,0.79,0.01
735428,穩懋富邦7A購01, ---,--- ,---,---,---,0.01,0,0,0,0.01,0.03,"5,000,000",0.01,0.56,0.01
735429,鈊象富邦7A購01,0.43,-0.02 ,0.43,0.43,0.43,0.43,"10,000","4,300",1,0.40,0.42,"10,000,000",0.43,1.25,0.01
735430,環宇兆豐79購01, ---,--- ,---,---,---,0.09,0,0,0,0.00,0.01,"10,000,000",0.01,0.41,0.01
735431,大江元富79購01, ---,--- ,---,---,---,2.91,0,0,0,3.61,3.71,"10,000,000",3.71,4.67,2.75
735432,聯亞元富79購01, ---,--- ,---,---,---,0.09,0,0,0,0.00,0.00,"10,000,000",0.04,0.86,0.01
735433,穩懋元富79購02, ---,--- ,---,---,---,0.01,0,0,0,0.00,0.01,"5,000,000",0.01,0.56,0.01
735434,頎邦元富79購03, ---,--- ,---,---,---,0.14,0,0,0,0.11,0.13,"10,000,000",0.13,1.07,0.01
735435,中天永豐79購01, ---,--- ,---,---,---,0.03,0,0,0,0.00,0.03,"5,000,000",0.01,0.43,0.01
735436,台星科永豐79購01, ---,--- ,---,---,---,0.13,0,0,0,0.05,0.06,"5,000,000",0.06,0.70,0.01
735437,西柏永豐79購01, ---,--- ,---,---,---,0.02,0,0,0,0.00,0.05,"5,000,000",0.02,0.40,0.01
735438,信驊永豐79購01, ---,--- ,---,---,---,0.03,0,0,0,0.00,0.02,"5,000,000",0.01,0.60,0.01
735439,茂達永豐79購01, ---,--- ,---,---,---,0.18,0,0,0,0.11,0.12,"10,000,000",0.12,0.97,0.01
735440,健信永豐79購01, ---,--- ,---,---,---,0.05,0,0,0,0.00,0.05,"5,000,000",0.01,0.26,0.01
735441,凱美永豐79購01, ---,--- ,---,---,---,0.12,0,0,0,0.00,0.02,"5,000,000",0.02,0.44,0.01
735442,精材永豐79購02, ---,--- ,---,---,---,0.44,0,0,0,0.00,0.01,"5,000,000",0.01,0.44,0.01
735443,精測永豐79購01, ---,--- ,---,---,---,0.04,0,0,0,0.00,0.03,"10,000,000",0.03,0.56,0.01
735444,聯合永豐79購01, ---,--- ,---,---,---,0.04,0,0,0,0.00,0.01,"5,000,000",0.01,0.51,0.01
735445,信昌電國票79購01, ---,--- ,---,---,---,7.30,0,0,0,6.45,0.00,"10,000,000",7.40,8.65,6.15
735446,大中群益7A購02,0.57,-0.02 ,0.57,0.59,0.57,0.58,"219,000","126,830",3,0.59,0.60,"10,000,000",0.57,0.99,0.15
735447,中美晶群益7A購05, ---,--- ,---,---,---,0.46,0,0,0,0.14,0.15,"10,000,000",0.15,1.18,0.01
735448,合晶群益79購03, ---,--- ,---,---,---,0.34,0,0,0,0.35,0.45,"10,000,000",0.38,0.70,0.06
735449,泰博康和79購01, ---,--- ,---,---,---,4.39,0,0,0,4.79,0.00,"5,000,000",5.35,6.65,4.05
735450,智擎康和79購01, ---,--- ,---,---,---,0.06,0,0,0,0.01,0.10,"5,000,000",0.06,0.65,0.01
735451,濱川康和79購01, ---,--- ,---,---,---,0.13,0,0,0,0.00,0.10,"10,000,000",0.01,0.32,0.01
735452,宜特凱基79購01, ---,--- ,---,---,---,0.02,0,0,0,0.00,0.10,"10,000,000",0.02,0.36,0.01
735453,恒耀凱基79購01, ---,--- ,---,---,---,0.05,0,0,0,0.02,0.10,"5,000,000",0.05,0.53,0.01
735454,群聯富邦79購02, ---,--- ,---,---,---,0.13,0,0,0,0.01,0.10,"10,000,000",0.10,1.39,0.01
735455,萬潤統一79購01, ---,--- ,---,---,---,0.01,0,0,0,0.01,0.10,"10,000,000",0.01,0.44,0.01
735456,環宇統一7B購01, ---,--- ,---,---,---,0.10,0,0,0,0.02,0.09,"10,000,000",0.09,0.38,0.01
735457,環球晶統一7A購02, ---,--- ,---,---,---,0.24,0,0,0,0.15,0.22,"10,000,000",0.22,0.76,0.01
735458,大江元大79購01, ---,--- ,---,---,---,7.30,0,0,0,7.80,8.00,"10,000,000",8.00,9.95,6.05
735459,元太元大79購04, ---,--- ,---,---,---,0.01,0,0,0,0.00,0.02,"10,000,000",0.01,0.44,0.01
735460,茂達元大79購01, ---,--- ,---,---,---,2.62,0,0,0,1.61,1.69,"10,000,000",1.69,2.83,0.55
735461,富喬元大7B購01,0.20,-0.06 ,0.20,0.20,0.20,0.20,"50,000","10,000",1,0.22,0.23,"10,000,000",0.20,0.53,0.01
735462,中光電國票79購01, ---,--- ,---,---,---,2.12,0,0,0,1.50,1.60,"10,000,000",1.60,2.40,0.80
735463,世界國票79購01, ---,--- ,---,---,---,0.95,0,0,0,0.62,0.67,"10,000,000",0.67,1.62,0.01
735464,台半國票79購01, ---,--- ,---,---,---,0.04,0,0,0,0.02,0.05,"10,000,000",0.04,0.55,0.01
735465,立敦國票79購01, ---,--- ,---,---,---,0.40,0,0,0,0.09,0.10,"10,000,000",0.10,0.55,0.01
