006201,元大富櫃50,13.22,-0.03 ,13.28,13.31,13.22,13.27,"66,000","875,660",20,13.19,13.27,"15,946,000",13.22,14.54,11.90
00679B,元大美債20年,38.01,-0.22 ,38.11,38.11,37.97,38.01,"3,185,000","121,063,660",108,37.98,38.01,"801,692,000",38.01,9999.95,0.01
00687B,國泰20年美債,39.46,-0.24 ,39.47,39.48,39.45,39.45,"324,000","12,783,060",9,39.46,39.47,"321,787,000",39.46,9999.95,0.01
00694B,富邦美債1-3,40.55,0.00 ,40.55,40.55,40.55,40.55,"310,343","12,584,319",8,40.52,40.60,"52,576,000",40.55,9999.95,0.01
00695B,富邦美債7-10,39.37,-0.08 ,39.37,39.37,39.37,39.37,"300,150","11,816,868",6,39.36,39.42,"115,186,000",39.37,9999.95,0.01
00696B,富邦美債20年,40.04,-0.20 ,40.12,40.12,40.04,40.04,"301,338","12,065,733",9,39.98,40.09,"196,181,000",40.04,9999.95,0.01
00697B,元大美債7-10,38.77,-0.07 ,38.75,38.77,38.75,38.76,"300,000","11,628,000",4,38.75,38.83,"5,712,000",38.77,9999.95,0.01
00718B,富邦中國政策債,20.22,-0.06 ,20.26,20.26,20.22,20.22,"225,000","4,550,500",13,20.23,20.26,"940,001,000",20.22,9999.95,0.01
00719B,元大美債1-3,31.65,+0.01,31.64,31.65,31.64,31.65,"400,000","12,658,000",4,31.62,31.69,"3,514,000",31.65,9999.95,0.01
00720B,元大投資級公司債,39.04,-0.14 ,39.11,39.11,39.01,39.04,"1,098,000","42,867,070",41,39.04,39.07,"164,609,000",39.04,9999.95,0.01
00721B,元大中國債3-5,45.60,-0.05 ,45.63,45.63,45.60,45.61,"412,000","18,793,310",9,45.58,45.64,"318,622,000",45.60,9999.95,0.01
00722B,群益15年IG電信債,39.50,-0.33 ,39.56,39.56,39.49,39.50,"206,000","8,136,360",7,39.39,39.53,"125,239,000",39.50,9999.95,0.01
00723B,群益15年IG科技債,38.57,-0.26 ,38.66,38.66,38.56,38.57,"204,000","7,867,640",18,38.43,38.60,"498,583,000",38.57,9999.95,0.01
00724B,群益10年IG金融債,37.69,-0.34 ,37.69,37.69,37.68,37.69,"2,007,000","75,643,800",43,37.65,37.69,"601,775,000",37.69,9999.95,0.01
00725B,國泰投資級公司債,39.90,-0.33 ,39.96,39.96,39.90,39.94,"39,000","1,557,670",8,39.85,39.88,"116,706,000",39.90,9999.95,0.01
00726B,國泰5Y+新興債,41.05,0.00 ,41.05,41.05,41.05,41.05,"1,000","41,050",1,40.89,41.04,"3,989,000",41.05,9999.95,0.01
00727B,國泰1-5Y高收債,43.45,+0.11,43.34,43.45,43.34,43.40,"6,000","260,370",5,43.36,43.45,"33,689,000",43.45,9999.95,0.01
00734B,台新JPM新興債,20.78,0.00 ,20.63,20.78,20.63,20.65,"1,021,000","21,080,730",15,20.70,20.78,"41,479,000",20.78,9999.95,0.01
00740B,富邦全球投等債,40.70,-0.30 ,40.75,40.75,40.70,40.73,"320,000","13,032,000",9,40.61,40.98,"5,971,000",40.70,9999.95,0.01
00741B,富邦全球高收債,41.05,0.00 ,41.15,41.15,41.05,41.10,"240,000","9,864,000",7,41.01,41.38,"5,628,000",41.05,9999.95,0.01
00744B,國泰中國政金債5+,40.10,-0.05 ,40.05,40.10,40.05,40.09,"64,000","2,565,970",4,40.00,40.09,"188,228,000",40.10,9999.95,0.01
00745B,富邦中政債0-1,39.85,-0.05 ,39.85,39.85,39.85,39.85,"100,000","3,985,000",6,39.82,39.90,"8,516,000",39.85,9999.95,0.01
00746B,富邦A級公司債,39.70,-0.24 ,39.75,39.75,39.70,39.73,"102,000","4,052,000",7,39.61,39.81,"5,464,000",39.70,9999.95,0.01
00747B,FH中國政策債,49.92,-0.18 ,49.92,49.92,49.92,49.92,"1,000","49,920",1,0.02,0.00,"139,500,000",49.92,9999.95,0.01
1240,茂生農經,45.75,-0.55 ,46.30,46.30,45.50,45.83,"16,100","737,925",16,45.70,45.90,"33,000,000",45.75,50.30,41.20
1258,其祥-KY,27.45,-0.75 ,27.70,27.70,27.10,27.47,"37,112","1,019,552",14,27.10,27.40,"36,816,458",27.45,30.15,24.75
1259,安心,76.00,0.00 ,75.80,76.00,75.80,75.90,"7,040","534,307",8,75.80,76.00,"32,389,500",76.00,83.60,68.40
1264,德麥, ---,--- ,---,---,---,215.00,884,"190,060",13,212.00,213.50,"33,695,970",213.50,234.50,192.50
1268,漢來美食,142.00,-0.50 ,142.00,143.50,141.00,142.41,"89,049","12,681,909",55,142.00,142.50,"39,273,730",142.00,156.00,128.00
1333,恩得利, ---,--- ,---,---,---,2.35,23,54,7,2.34,2.40,"74,515,375",2.34,2.57,2.11
