006201,元大富櫃50,11.96,-0.22 ,12.15,12.15,11.87,12.00,"124,000","1,487,830",55,11.95,11.96,"16,946,000",11.96,13.15,10.77
00679B,元大美債20年,36.90,+0.13,36.94,37.10,36.90,36.94,"631,264","23,318,178",51,36.90,36.93,"895,692,000",36.90,9999.95,0.01
00687B,國泰20年美債,38.38,+0.15,38.41,38.48,38.38,38.40,"270,000","10,367,260",10,38.35,38.39,"476,287,000",38.38,9999.95,0.01
00694B,富邦美債1-3,40.41,+0.13,40.41,40.41,40.41,40.41,"300,100","12,127,012",3,40.31,40.44,"52,576,000",40.41,9999.95,0.01
00695B,富邦美債7-10,38.85,+0.15,38.76,38.93,38.76,38.85,"303,867","11,805,062",19,38.78,38.89,"116,686,000",38.85,9999.95,0.01
00696B,富邦美債20年,38.94,+0.09,39.01,39.01,38.94,38.94,"305,382","11,891,925",5,38.89,38.99,"308,181,000",38.94,9999.95,0.01
00697B,元大美債7-10,38.45,+0.19,38.43,38.45,38.43,38.44,"451,000","17,336,350",5,38.43,38.46,"55,712,000",38.45,9999.95,0.01
00718B,富邦中國政策債,20.17,+0.10,20.09,20.17,20.09,20.11,"588,437","11,835,344",53,20.13,20.17,"964,501,000",20.17,9999.95,0.01
00719B,元大美債1-3,31.52,+0.09,31.58,31.58,31.51,31.53,"451,000","14,217,910",7,31.49,31.56,"3,514,000",31.52,9999.95,0.01
00720B,元大投資級公司債,39.12,+0.10,39.23,39.23,39.08,39.10,"456,000","17,829,650",10,39.05,39.12,"186,109,000",39.12,9999.95,0.01
00721B,元大中國債3-5,45.20,+0.04,45.19,45.20,45.12,45.19,"456,000","20,605,620",17,45.16,45.23,"324,622,000",45.20,9999.95,0.01
00722B,群益15年IG電信債,40.20,+0.18,40.24,40.24,40.19,40.21,"24,701,000","993,224,240",8,39.86,40.18,"192,239,000",40.20,9999.95,0.01
00723B,群益15年IG科技債,38.54,+0.20,38.58,38.58,38.53,38.51,"25,201,000","970,495,580",8,38.34,38.49,"598,583,000",38.54,9999.95,0.01
00724B,群益10年IG金融債,37.77,+0.16,37.81,37.81,37.76,37.75,"25,703,000","970,291,350",11,37.48,37.76,"643,275,000",37.77,9999.95,0.01
00725B,國泰投資級公司債,40.18,+0.18,40.02,40.18,40.02,40.05,"53,000","2,122,820",6,40.00,40.10,"157,206,000",40.18,9999.95,0.01
00726B,國泰5Y+新興債,41.24,+0.06,41.18,41.27,41.18,41.21,"6,000","247,230",6,40.78,40.80,"3,989,000",41.24,9999.95,0.01
00727B,國泰1-5Y高收債,43.74,+0.06,43.76,43.76,43.74,43.75,"2,000","87,500",2,43.51,43.72,"14,189,000",43.74,9999.95,0.01
00734B,台新JPM新興債,20.80,+0.05,20.76,20.80,20.76,20.77,"1,013,000","21,043,220",21,20.77,20.80,"33,979,000",20.80,9999.95,0.01
00740B,富邦全球投等債,41.15,+0.20,41.15,41.15,41.15,41.15,"320,000","13,168,000",8,40.97,41.34,"5,971,000",41.15,9999.95,0.01
00741B,富邦全球高收債,41.30,+0.05,41.55,41.55,41.30,41.33,"241,000","9,959,550",9,41.21,41.58,"5,628,000",41.30,9999.95,0.01
00744B,國泰中國政金債5+,40.02,+0.10,40.01,40.09,39.90,39.94,"54,000","2,156,490",6,39.88,40.04,"218,228,000",40.02,9999.95,0.01
00745B,富邦中政債0-1,39.65,+0.10,39.70,39.70,39.65,39.65,"101,000","4,004,700",8,39.61,39.70,"8,516,000",39.65,9999.95,0.01
