ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计,RSV,K9
2017/10/24,200,1631,8.15,8.16,8.15,8.16,-0.02,2,100.00,50
2017/10/25,100,818,8.18,8.18,8.18,8.18,+0.02,1,100.00,50
2017/10/26,100,814,8.14,8.14,8.14,8.14,-0.04,1,99.51,50
2017/10/27,100,816,8.16,8.16,8.16,8.16,+0.02,1,99.76,50
2017/10/30,200,1640,8.2,8.2,8.2,8.2,+0.04,1,100.00,50
2017/11/01,500,4160,8.32,8.32,8.32,8.32,X0.00,1,100.00,50
2017/11/03,100,821,8.21,8.21,8.21,8.21,X0.00,1,98.68,50
2017/11/10,2300,18817,8.19,8.19,8.18,8.18,X0.00,5,98.32,50
2017/11/13,81100,663409,8.19,8.19,8.18,8.18,0.00,4,22.22,50
2017/11/14,80100,655219,8.19,8.19,8.18,8.18,0.00,3,22.22,40.74
2017/11/15,80000,652800,8.16,8.16,8.16,8.16,-0.02,2,11.11,30.86
2017/11/16,98800,802556,8.12,8.15,8.12,8.15,-0.01,22,15.00,25.57
2017/11/17,80000,655200,8.19,8.19,8.19,8.19,+0.04,2,35.00,28.72
2017/11/20,80100,652014,8.14,8.14,8.14,8.14,-0.05,3,10.00,22.48
2017/11/21,80000,655200,8.19,8.19,8.19,8.19,+0.05,2,77.78,40.92
2017/11/22,80000,659200,8.24,8.24,8.24,8.24,+0.05,2,100.00,60.61
2017/11/23,80000,657600,8.22,8.22,8.22,8.22,-0.02,2,83.33,68.19
2017/11/24,80000,657600,8.22,8.22,8.22,8.22,0.00,2,83.33,73.24
2017/11/27,80000,658400,8.23,8.23,8.23,8.23,+0.01,2,91.67,79.39
2017/11/28,80000,656800,8.21,8.21,8.21,8.21,-0.02,2,75.00,77.93
2017/11/29,80000,664800,8.31,8.31,8.31,8.31,+0.10,2,100.00,85.28
2017/11/30,80200,669671,8.34,8.37,8.34,8.37,+0.06,4,100.00,90.18
2017/12/01,80000,676800,8.46,8.46,8.46,8.46,+0.09,2,100.00,93.45
2017/12/04,80000,678400,8.48,8.48,8.48,8.48,+0.02,2,100.00,95.63
2017/12/05,80000,679200,8.49,8.49,8.49,8.49,+0.01,2,100.00,97.08
2017/12/06,120000,1011600,8.43,8.43,8.43,8.43,-0.06,4,78.57,90.91
2017/12/07,120000,1010400,8.42,8.42,8.42,8.42,-0.01,4,75.00,85.61
2017/12/08,120000,1014000,8.45,8.45,8.45,8.45,+0.03,4,85.71,85.64
2017/12/11,120100,1019648,8.48,8.49,8.48,8.49,+0.04,5,100.00,90.42
2017/12/12,120000,1020000,8.5,8.5,8.5,8.5,+0.01,4,100.00,93.61
2017/12/13,120000,1026000,8.55,8.55,8.55,8.55,+0.05,4,100.00,95.74
2017/12/14,120000,1030800,8.59,8.59,8.59,8.59,+0.04,4,100.00,97.16
2017/12/15,120000,1027200,8.56,8.56,8.56,8.56,-0.03,4,82.35,92.22
2017/12/18,123300,1064046,8.62,8.63,8.62,8.63,+0.07,5,100.00,94.81
2017/12/19,120000,1039200,8.66,8.66,8.66,8.66,+0.03,4,100.00,96.54
2017/12/20,141000,1218700,8.65,8.66,8.64,8.64,-0.02,17,90.48,94.52
2017/12/21,148000,1277240,8.63,8.63,8.63,8.63,-0.01,9,83.33,90.79
2017/12/22,142000,1231860,8.67,8.68,8.63,8.68,+0.05,6,100.00,93.86
2017/12/25,120000,1036800,8.64,8.64,8.64,8.64,-0.04,4,69.23,85.65
2017/12/26,160000,1381000,8.64,8.64,8.63,8.63,-0.01,8,58.33,76.54
2017/12/27,150000,1294500,8.63,8.63,8.63,8.63,0.00,4,58.33,70.47
2017/12/28,156000,1348010,8.64,8.67,8.64,8.67,+0.04,7,83.33,74.76
2017/12/29,160100,1389665,8.68,8.68,8.65,8.65,-0.02,5,40.00,63.17
2018/01/02,160000,1382400,8.64,8.64,8.64,8.64,-0.01,4,20.00,48.78
2018/01/03,160000,1387200,8.67,8.67,8.67,8.67,+0.03,4,80.00,59.19
2018/01/04,160000,1393600,8.71,8.71,8.71,8.71,+0.04,4,100.00,72.79
2018/01/05,160000,1403200,8.77,8.77,8.77,8.77,+0.06,4,100.00,81.86
2018/01/08,160100,1415284,8.84,8.84,8.84,8.84,+0.07,5,100.00,87.90
2018/01/09,150000,1327100,8.81,8.85,8.81,8.85,+0.01,5,100.00,91.93
2018/01/10,140100,1238484,8.84,8.84,8.84,8.84,-0.01,5,95.24,93.04
2018/01/11,140000,1239000,8.85,8.85,8.85,8.85,+0.01,4,100.00,95.36
2018/01/12,128000,1142800,8.9,8.93,8.9,8.93,+0.08,9,100.00,96.90
2018/01/15,180000,1618000,8.98,8.99,8.98,8.99,+0.06,7,100.00,97.93
2018/01/16,160000,1443200,9.02,9.02,9.02,9.02,+0.03,4,100.00,98.62
2018/01/17,160200,1438800,8.96,9.01,8.96,9.0,-0.02,26,92.00,96.42
2018/01/18,160200,1452214,9.06,9.07,9.06,9.07,+0.07,22,100.00,97.61
2018/01/19,160200,1446604,9.05,9.05,9.01,9.02,-0.05,23,80.77,91.99
2018/01/22,160000,1448000,9.05,9.05,9.05,9.05,+0.03,25,91.30,91.76
2018/01/23,160100,1459311,9.11,9.12,9.11,9.12,+0.07,25,100.00,94.50
2018/01/24,170000,1552100,9.13,9.13,9.13,9.13,+0.01,24,100.00,96.33
2018/01/25,145300,1329496,9.16,9.16,9.15,9.15,+0.02,22,95.00,95.89
2018/01/26,160200,1472238,9.19,9.19,9.19,9.19,+0.04,34,100.00,97.26
