ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计,RSV,K9
2010/12/08,612900,54231760,88.2,100.0,88.0,92.0,+14.40,965,92.00,50
2010/12/09,462400,42181385,92.0,92.0,90.6,90.65,-1.35,704,90.65,50
2010/12/10,349400,31056035,90.3,90.3,88.0,88.1,-2.55,766,88.10,50
2010/12/13,242100,21509350,88.0,89.5,88.0,89.0,+0.90,516,89.00,50
2010/12/14,316900,28621420,90.0,92.0,89.7,89.7,+0.70,578,89.70,50
2010/12/15,170500,15227595,89.9,90.0,88.7,88.7,-1.00,366,88.70,50
2010/12/16,121500,10736010,88.2,88.7,88.0,88.4,-0.30,277,88.40,50
2010/12/17,109300,9633725,88.0,88.4,88.0,88.1,-0.30,259,88.10,50
2010/12/20,146100,12941495,89.0,89.2,88.0,88.1,0.00,262,0.83,50
2010/12/21,72300,6386890,88.5,88.5,88.05,88.4,+0.30,122,10.00,36.66
2010/12/22,45700,4039215,88.5,88.5,88.3,88.3,-0.10,123,7.50,26.94
2010/12/23,160800,14159065,88.2,88.3,87.95,88.0,-0.30,309,1.23,18.37
2010/12/24,106200,9314960,87.9,88.0,87.5,87.55,-0.45,307,1.11,12.62
2010/12/27,110600,9706595,87.5,88.1,87.35,87.95,+0.40,204,22.64,15.96
2010/12/28,152300,13308445,87.35,87.7,87.25,87.25,-0.70,296,0.00,10.64
2010/12/29,86500,7524125,87.2,87.2,86.8,87.1,-0.15,216,12.50,11.26
2010/12/30,77300,6732610,87.1,87.3,87.0,87.1,0.00,171,12.50,11.68
2010/12/31,93600,8163530,87.1,87.5,87.0,87.5,+0.40,148,41.18,21.52
2011/01/03,91000,8001165,87.9,88.0,87.8,87.85,+0.35,165,61.76,34.94
2011/01/04,213700,18776370,87.85,88.0,87.75,87.9,+0.05,253,73.33,47.73
2011/01/05,53222,4685173,88.0,88.1,87.9,88.0,+0.10,103,92.31,62.59
2011/01/06,32900,2893040,88.0,88.0,87.8,87.95,-0.05,66,88.46,71.22
2011/01/07,75800,6671190,87.95,88.3,87.75,88.15,+0.20,115,90.00,77.48
2011/01/10,29400,2585805,88.2,88.2,87.8,87.9,-0.25,60,73.33,76.09
2011/01/11,58100,5085020,87.7,87.7,87.35,87.55,-0.35,148,42.31,64.83
2011/01/12,18700,1638905,87.5,87.8,87.5,87.65,+0.10,65,50.00,59.89
2011/01/13,26300,2306460,87.8,87.8,87.65,87.7,+0.05,65,36.84,52.21
2011/01/14,41200,3607885,87.7,87.7,87.5,87.6,-0.10,69,26.32,43.58
2011/01/17,65500,5728045,87.6,87.7,87.25,87.3,-0.30,114,4.76,30.64
2011/01/18,104800,9119885,86.9,87.2,86.8,87.05,-0.25,165,16.67,25.99
2011/01/19,68600,5968005,86.9,87.2,86.9,87.1,+0.05,110,20.00,24.00
2011/01/20,93800,8146900,87.1,87.1,86.65,86.65,-0.45,189,0.00,16.00
2011/01/21,88100,7609945,86.5,86.5,86.25,86.5,-0.15,197,16.13,16.05
2011/01/24,61300,5278555,86.5,86.5,86.0,86.0,-0.50,189,0.00,10.70
2011/01/25,52400,4507690,86.4,86.4,85.9,85.9,-0.10,117,0.00,7.13
2011/01/26,49898,4280469,85.9,86.0,85.7,85.85,-0.05,126,7.50,7.25
2011/01/27,56620,4859590,85.85,85.9,85.75,85.9,+0.05,99,10.00,8.16
2011/01/28,26700,2288490,85.9,85.9,85.6,85.7,-0.20,114,6.25,7.52
2011/02/08,30300,2590640,85.5,85.7,85.4,85.5,-0.20,94,5.56,6.86
2011/02/09,64800,5528320,85.5,85.5,85.1,85.1,-0.40,161,0.00,4.57
2011/02/10,68600,5835455,85.1,85.5,84.9,85.0,-0.10,123,6.25,5.13
2011/02/11,55800,4727805,84.8,85.1,84.4,84.5,-0.50,140,4.76,5.01
2011/02/14,59600,5044770,84.4,84.8,84.4,84.7,+0.20,100,15.00,8.34
2011/02/15,66440,5635515,84.8,84.9,84.7,84.85,+0.15,126,28.12,14.93
2011/02/16,40500,3438550,84.9,85.0,84.85,84.85,0.00,67,30.00,19.95
2011/02/17,20100,1707135,84.9,85.0,84.8,84.9,+0.05,52,33.33,24.41
2011/02/18,13300,1129325,85.0,85.0,84.8,84.9,0.00,50,38.46,29.09
2011/02/21,19700,1669260,84.9,84.9,84.6,84.7,-0.20,46,27.27,28.48
2011/02/22,88500,7440750,84.7,84.7,83.3,83.5,-1.20,174,9.09,22.02
