ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计,RSV,K9
2017/10/24,300,2605,8.67,8.69,8.67,8.69,+0.01,2,100.00,50
2017/10/26,100,866,8.66,8.66,8.66,8.66,X0.00,1,99.65,50
2017/10/27,200,1740,8.66,8.74,8.66,8.74,+0.08,2,100.00,50
2017/10/30,200,1756,8.78,8.78,8.78,8.78,+0.04,1,100.00,50
2017/11/01,300,2736,9.12,9.12,9.12,9.12,X0.00,1,100.00,50
2017/11/03,300,2697,8.99,8.99,8.99,8.99,X0.00,1,98.57,50
2017/11/08,200,1816,9.08,9.08,9.08,9.08,X0.00,1,99.56,50
2017/11/09,500,4608,9.21,9.33,9.12,9.12,+0.04,3,97.75,50
2017/11/10,1100,9947,9.07,9.07,9.04,9.04,-0.08,2,56.72,50
2017/11/13,80100,724102,9.02,9.04,9.02,9.04,0.00,3,56.72,52.24
2017/11/14,123500,1110891,9.02,9.02,8.98,8.98,-0.06,14,47.76,50.75
2017/11/15,80000,704000,8.8,8.8,8.8,8.8,-0.18,2,3.64,35.04
2017/11/16,100000,890163,8.9,8.92,8.9,8.92,+0.12,9,22.64,30.91
2017/11/17,123500,1107526,9.06,9.06,8.94,8.96,+0.04,17,30.19,30.67
2017/11/20,80000,712800,8.91,8.91,8.91,8.91,-0.05,2,20.75,27.37
2017/11/21,80100,721700,9.0,9.01,9.0,9.01,+0.10,3,39.62,31.46
2017/11/22,80000,725600,9.07,9.07,9.07,9.07,+0.06,2,100.00,54.30
2017/11/23,100000,907700,9.09,9.09,9.02,9.02,-0.05,4,75.86,61.49
2017/11/24,80000,721600,9.02,9.02,9.02,9.02,0.00,2,75.86,66.28
2017/11/27,80000,723200,9.04,9.04,9.04,9.04,+0.02,2,82.76,71.78
2017/11/28,82100,741426,9.06,9.06,9.03,9.03,-0.01,3,68.42,70.66
2017/11/29,100000,909600,9.08,9.1,9.08,9.1,+0.07,4,100.00,80.44
2017/11/30,80100,726512,9.07,9.12,9.07,9.12,+0.02,3,100.00,86.96
2017/12/01,80000,729600,9.12,9.12,9.12,9.12,0.00,2,100.00,91.30
2017/12/04,120000,1090800,9.09,9.09,9.09,9.09,-0.03,4,70.00,84.20
2017/12/05,120000,1086000,9.05,9.05,9.05,9.05,-0.04,4,30.00,66.13
2017/12/06,152000,1364540,8.97,8.98,8.96,8.97,-0.08,9,6.25,46.17
2017/12/07,120000,1078800,8.99,8.99,8.99,8.99,+0.02,4,18.75,37.03
2017/12/08,120200,1096220,9.1,9.12,9.1,9.12,+0.13,5,100.00,58.02
2017/12/11,120000,1094400,9.12,9.12,9.12,9.12,0.00,4,100.00,72.01
2017/12/12,120000,1096800,9.14,9.14,9.14,9.14,+0.02,4,100.00,81.34
