99/12/29,234053,4214048,18.15,18.2,17.9,18.0,X0.00,113
99/12/30,305970,5446671,18.0,18.0,17.55,17.9,-0.10,128
99/12/31,153268,2745320,17.9,18.0,17.85,17.9, 0.00,63
100/01/03,160221,2862666,18.0,18.0,17.7,17.8,-0.10,75
100/01/04,197961,3495263,17.9,17.9,17.5,17.6,-0.20,91
100/01/05,255721,4430207,17.6,17.7,17.0,17.1,-0.50,121
100/01/06,190467,3251189,17.2,17.2,17.0,17.0,-0.10,74
100/01/07,149300,2552739,17.1,17.25,17.0,17.1,+0.10,66
100/01/10,83000,1414000,17.15,17.15,16.9,16.9,-0.20,45
100/01/11,101155,1713842,16.9,17.15,16.9,16.95,+0.05,47
100/01/12,131704,2258708,16.95,17.3,16.95,17.2,+0.25,64
100/01/13,179042,3063764,17.15,17.25,17.0,17.0,-0.20,76
100/01/14,165419,2789553,17.0,17.0,16.75,16.75,-0.25,79
100/01/17,125065,2070635,16.8,16.8,16.35,16.6,-0.15,64
100/01/18,63025,1052662,16.75,16.8,16.55,16.6, 0.00,45
100/01/19,119705,1996003,16.7,16.75,16.6,16.7,+0.10,63
100/01/20,135288,2266632,16.75,16.9,16.7,16.75,+0.05,60
100/01/21,187671,3115320,16.75,16.8,16.45,16.45,-0.30,90
100/01/24,174704,2863333,16.5,16.6,16.2,16.25,-0.20,90
100/01/25,266000,4379350,16.3,16.7,16.3,16.3,+0.05,83
100/01/26,161000,2664100,16.3,16.6,16.3,16.55,+0.25,48
100/01/27,127160,2087658,16.55,16.55,16.3,16.45,-0.10,69
100/01/28,54162,890856,16.3,16.55,16.3,16.5,+0.05,42
100/02/08,68704,1136824,16.6,16.7,16.4,16.4,-0.10,32
100/02/09,128040,2098806,16.5,16.5,16.25,16.35,-0.05,55
100/02/10,78441,1282104,16.4,16.5,16.3,16.3,-0.05,39
100/02/11,211000,3373700,16.15,16.3,15.7,15.7,-0.60,88
100/02/14,207108,3256429,16.0,16.0,15.55,15.55,-0.15,81
100/02/15,266000,4136800,15.55,15.7,15.5,15.6,+0.05,77
100/02/16,154000,2393100,15.5,15.65,15.5,15.5,-0.10,67
100/02/17,136000,2116200,15.5,15.65,15.5,15.65,+0.15,67
100/02/18,130540,2054523,15.8,15.8,15.65,15.75,+0.10,63
100/02/21,148360,2328081,15.85,15.85,15.55,15.65,-0.10,66
100/02/22,206101,3141890,15.6,15.6,15.05,15.15,-0.50,82
100/02/23,158689,2406606,15.2,15.25,15.1,15.1,-0.05,75
100/02/24,246000,3691900,15.05,15.25,14.7,15.1, 0.00,100
100/02/25,530960,8426302,15.2,16.15,15.1,16.15,+1.05,141
100/03/01,1273071,21233957,16.8,16.85,16.35,16.35,+0.20,463
100/03/02,384583,6175028,16.1,16.25,15.85,16.0,-0.35,185
100/03/03,268655,4373576,16.0,16.5,16.0,16.45,+0.45,149
100/03/04,213000,3489400,16.65,16.75,16.2,16.25,-0.20,113
100/03/07,165019,2645454,16.3,16.3,15.95,15.95,-0.30,79
100/03/08,239000,3819600,15.8,16.15,15.8,16.1,+0.15,91
100/03/09,163190,2616230,16.1,16.25,15.9,15.95,-0.15,57
100/03/10,350460,5678960,16.1,16.5,15.95,16.05,+0.10,159
100/03/11,318000,5164500,16.05,16.45,16.05,16.05, 0.00,155
100/03/14,216167,3341304,16.05,16.05,15.2,15.4,-0.65,99
100/03/15,369876,5428318,15.4,15.4,14.35,14.4,-1.00,164
100/03/16,412480,5886568,14.7,14.8,13.95,14.0,-0.40,171
100/03/17,659590,8981981,13.55,14.0,13.3,13.7,-0.30,194
100/03/18,191002,2673378,13.9,14.2,13.8,14.1,+0.40,98
100/03/21,233000,3387650,14.1,14.85,14.1,14.7,+0.60,114
100/03/22,167000,2478350,14.6,15.2,14.6,14.85,+0.15,94
100/03/23,103073,1520233,14.75,14.9,14.6,14.85, 0.00,52
100/03/24,128000,1926800,15.1,15.2,14.8,15.1,+0.25,79
100/03/25,82000,1241300,15.2,15.2,15.05,15.1, 0.00,44
100/03/28,93000,1403000,15.2,15.3,14.8,15.0,-0.10,44
100/03/29,77000,1148150,14.95,15.0,14.85,14.85,-0.15,34
100/03/30,144311,2142433,15.0,15.0,14.8,14.85, 0.00,60
100/03/31,62000,922550,14.85,14.95,14.85,14.9,+0.05,32
100/04/01,1796311,27444377,14.8,15.9,14.5,15.25,+0.35,400
100/04/06,417870,6375817,15.25,15.35,15.15,15.35,+0.10,123
100/04/07,165428,2512670,15.35,15.35,15.1,15.1,-0.25,82
100/04/08,207454,3131260,15.05,15.2,15.0,15.15,+0.05,89
100/04/11,83231,1266665,15.15,15.35,15.05,15.1,-0.05,46
100/04/12,62236,927818,15.15,15.15,14.8,14.85,-0.25,47
100/04/13,71338,1070620,14.85,15.1,14.85,15.05,+0.20,51
100/04/14,84000,1272650,15.35,15.35,15.05,15.05, 0.00,46
100/04/15,72000,1074550,15.1,15.1,14.8,14.9,-0.15,42
100/04/18,37000,544900,14.95,14.95,14.65,14.65,-0.25,28
100/04/19,54100,780800,14.5,14.5,14.4,14.4,-0.25,29
100/04/20,376001,5724565,14.5,15.4,14.5,15.05,+0.65,160
100/04/21,182059,2755576,15.25,15.3,14.9,14.9,-0.15,86
100/04/22,88408,1328928,15.0,15.1,14.95,15.0,+0.10,46
100/04/25,66552,992312,15.0,15.0,14.85,14.85,-0.15,40
100/04/26,137000,2049200,14.85,15.25,14.8,14.8,-0.05,82
100/04/27,78719,1173841,15.0,15.1,14.8,14.9,+0.10,50
100/04/28,50175,746221,15.0,15.0,14.8,14.8,-0.10,29
100/04/29,91054,1345238,14.8,15.0,14.65,14.7,-0.10,53
100/05/03,121155,1770878,14.6,14.85,14.55,14.8,+0.10,42
100/05/04,70220,1022468,14.5,14.7,14.5,14.55,-0.25,34
100/05/05,156500,2262974,14.6,14.7,14.3,14.4,-0.15,83
100/05/06,169500,2424549,14.25,14.6,14.2,14.45,+0.05,70
100/05/09,102200,1469467,14.4,14.6,14.3,14.35,-0.10,53
100/05/10,55000,789100,14.4,14.4,14.3,14.3,-0.05,27
100/05/11,79589,1144572,14.3,14.45,14.3,14.4,+0.10,35
100/05/12,57060,823508,14.4,14.55,14.35,14.45,+0.05,34
100/05/13,100155,1453782,14.45,14.65,14.4,14.5,+0.05,59
100/05/16,51000,736550,14.4,14.6,14.4,14.4,-0.10,26
100/05/17,119311,1708493,14.4,14.55,14.2,14.45,+0.05,46
100/05/18,71378,1025299,14.45,14.45,14.3,14.45, 0.00,25
100/05/19,54100,779140,14.4,14.55,14.3,14.3,-0.15,39
100/05/20,79567,1138238,14.45,14.5,14.15,14.15,-0.15,45
100/05/23,46268,645625,14.15,14.15,13.85,14.0,-0.15,23
100/05/24,88713,1236439,14.0,14.1,13.8,13.9,-0.10,41
100/05/25,15000,208450,14.0,14.0,13.85,13.85,-0.05,9
100/05/26,20999,291585,13.95,13.95,13.8,13.9,+0.05,14
100/05/27,228159,3247091,14.0,14.7,14.0,14.1,+0.20,114
