ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计,RSV,K9
2017/01/17,23298492,1409571135,60.5,60.6,60.4,60.5,X0.00,1599,99.83,50
2017/01/18,1355015,82505115,60.7,61.0,60.7,61.0,+0.50,759,100.00,50
2017/01/19,846692,51814348,61.2,61.3,61.1,61.2,+0.20,484,99.84,50
2017/01/20,759493,46470606,61.2,61.3,61.0,61.2,0.00,338,99.84,50
2017/01/23,416598,25490873,61.2,61.3,61.1,61.2,0.00,256,99.84,50
2017/01/24,741194,45351960,61.3,61.3,61.1,61.1,-0.10,289,99.67,50
2017/02/02,714642,43710608,61.3,61.3,61.1,61.1,0.00,315,99.67,50
2017/02/03,164600,10064605,61.1,61.2,61.1,61.2,+0.10,149,99.84,50
2017/02/06,567453,34728450,61.1,61.3,61.1,61.2,0.00,197,88.89,50
2017/02/07,593882,36384344,61.2,61.3,61.2,61.3,+0.10,292,100.00,66.66
2017/02/08,282622,17357448,61.3,61.5,61.3,61.5,+0.20,194,100.00,77.77
2017/02/09,223516,13763473,61.5,61.7,61.4,61.6,+0.10,146,85.71,80.42
2017/02/10,543316,33548484,61.6,61.9,61.6,61.8,+0.20,221,87.50,82.78
2017/02/13,219983,13587038,61.8,61.9,61.7,61.8,0.00,172,87.50,84.36
2017/02/14,482747,29854214,61.9,61.9,61.8,61.8,0.00,146,87.50,85.41
2017/02/15,283320,17512493,61.8,61.9,61.8,61.8,0.00,126,87.50,86.11
2017/02/16,311170,19234195,61.9,61.9,61.8,61.8,0.00,112,87.50,86.58
2017/02/17,375036,23196516,61.8,62.0,61.8,61.9,+0.10,143,87.50,86.89
2017/02/18,463697,28706132,61.8,62.0,61.8,61.9,0.00,146,85.71,86.50
2017/02/20,255556,15853657,62.0,62.1,62.0,62.0,+0.10,138,85.71,86.24
2017/02/21,288859,17941358,62.1,62.2,62.0,62.2,+0.20,163,100.00,90.82
2017/02/22,740497,45875014,62.2,62.2,61.8,62.0,-0.20,191,60.00,80.55
2017/02/23,125462,7775744,62.0,62.1,61.9,62.0,0.00,88,50.00,70.37
2017/02/24,172050,10675092,62.0,62.1,62.0,62.1,+0.10,100,75.00,71.91
2017/03/01,291815,18162230,62.1,62.5,62.1,62.2,+0.10,169,57.14,66.99
2017/03/02,489895,30628832,62.3,62.6,62.3,62.6,+0.40,174,100.00,77.99
2017/03/03,846444,53233715,62.6,63.1,62.6,63.0,+0.40,255,92.31,82.76
2017/03/06,140442,8844142,63.0,63.0,62.9,63.0,0.00,91,92.31,85.94
2017/03/07,111936,7047589,62.9,63.0,62.9,62.9,-0.10,59,84.62,85.50
2017/03/08,158784,9978427,62.9,62.9,62.8,62.8,-0.10,83,76.92,82.64
2017/03/09,500244,31336393,62.7,62.7,62.6,62.7,-0.10,96,66.67,77.31
2017/03/10,338621,21167545,62.5,62.7,62.4,62.7,0.00,91,63.64,72.75
2017/03/13,195220,12205945,62.7,62.7,62.5,62.7,0.00,91,60.00,68.50
2017/03/14,278516,17395643,62.5,62.6,62.4,62.5,-0.20,73,25.00,54.00
2017/03/15,150934,9412260,62.4,62.5,62.3,62.5,0.00,90,25.00,44.33
2017/03/16,640920,39910708,62.4,62.5,62.1,62.5,0.00,220,44.44,44.36
2017/03/17,184093,11483403,62.3,62.5,62.3,62.5,0.00,88,44.44,44.38
2017/03/20,117855,7338659,62.2,62.3,62.2,62.3,-0.20,101,25.00,37.92
