ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计,RSV,K9
2017/11/16,794000,15882470,20.03,20.04,19.98,19.99,0.00,197,99.75,50
2017/11/17,1300000,26213660,20.07,20.22,20.07,20.19,+0.20,201,99.85,50
2017/11/20,495000,9776010,19.77,19.79,19.73,19.73,-0.46,25,97.58,50
2017/11/21,466000,9239760,19.85,19.85,19.82,19.83,+0.10,10,98.07,50
2017/11/22,640000,12532420,19.65,19.65,19.55,19.58,-0.25,17,96.83,50
2017/11/23,858000,16755500,19.52,19.55,19.52,19.53,-0.05,25,96.59,50
2017/11/24,338000,6569590,19.46,19.46,19.41,19.43,-0.10,11,96.09,50
2017/11/27,278000,5370510,19.31,19.37,19.31,19.31,-0.12,15,95.50,50
2017/11/28,1035000,20064910,19.43,19.43,19.37,19.4,+0.09,19,9.89,50
2017/11/29,617000,12017990,19.47,19.48,19.47,19.48,+0.08,10,18.68,39.56
2017/11/30,1344000,26324450,19.57,19.61,19.54,19.54,+0.06,32,42.59,40.57
2017/12/01,860000,16792200,19.58,19.58,19.49,19.55,+0.01,18,44.44,41.86
2017/12/04,1055000,20479420,19.37,19.44,19.37,19.41,-0.14,22,29.41,37.71
2017/12/05,890000,17503000,19.68,19.68,19.66,19.68,+0.27,31,100.00,58.47
2017/12/06,165000,3242250,19.65,19.65,19.65,19.65,-0.03,3,91.89,69.61
2017/12/07,562000,11254750,20.03,20.04,20.01,20.04,+0.39,27,100.00,79.74
2017/12/08,512000,10137100,19.8,19.81,19.79,19.81,-0.23,13,65.67,75.05
2017/12/11,839000,16378660,19.5,19.54,19.5,19.52,-0.29,17,22.39,57.49
2017/12/12,494000,9357140,19.06,19.06,18.8,18.8,-0.72,27,0.00,38.33
2017/12/13,447000,8636340,19.35,19.35,19.32,19.32,+0.52,14,41.94,39.53
2017/12/14,406000,7981890,19.63,19.66,19.63,19.66,+0.34,8,69.35,49.47
2017/12/15,438000,8531880,19.48,19.48,19.45,19.45,-0.21,18,52.42,50.45
2017/12/18,405000,7865230,19.46,19.46,19.42,19.42,-0.03,7,50.00,50.30
2017/12/19,360000,6983530,19.42,19.44,19.38,19.38,-0.04,17,46.77,49.12
2017/12/20,485000,9316320,19.23,19.23,19.19,19.22,-0.16,15,41.58,46.61
2017/12/21,648000,12354950,19.05,19.08,19.05,19.07,-0.15,16,31.40,41.54
2017/12/22,701000,13298000,19.01,19.03,18.95,18.99,-0.08,25,22.09,35.05
2017/12/25,423000,7989830,18.89,18.91,18.88,18.91,-0.08,12,3.85,24.65
2017/12/26,222000,4184260,18.83,18.85,18.83,18.83,-0.08,5,0.00,16.43
2017/12/27,322000,5929280,18.45,18.45,18.4,18.4,-0.43,27,0.00,10.95
2017/12/28,365000,6723360,18.44,18.45,18.41,18.43,+0.03,12,2.83,8.24
2017/12/29,348000,6369480,18.36,18.36,18.27,18.29,-0.14,16,1.71,6.06
2018/01/02,255000,4622490,18.21,18.21,18.1,18.14,-0.15,13,3.54,5.22
2018/01/03,634000,11584080,18.26,18.3,18.26,18.28,+0.14,19,18.37,9.60
2018/01/04,217000,3882340,17.93,17.93,17.88,17.88,-0.40,11,0.00,6.40
2018/01/05,195000,3482300,17.85,17.88,17.85,17.87,-0.01,5,1.89,4.90
2018/01/08,244000,4370000,17.9,17.91,17.9,17.91,+0.04,4,6.00,5.27
2018/01/09,101000,1797310,17.81,17.81,17.78,17.81,-0.10,6,4.48,5.00
2018/01/10,431000,7556110,17.52,17.55,17.51,17.54,-0.27,13,3.19,4.39
2018/01/11,200000,3510000,17.55,17.55,17.55,17.55,+0.01,2,4.71,4.50
2018/01/12,570000,9988300,17.52,17.54,17.51,17.54,-0.01,11,3.80,4.27
2018/01/15,453000,7873340,17.41,17.41,17.32,17.32,-0.22,11,0.00,2.85
2018/01/16,35000,605670,17.32,17.32,17.3,17.3,-0.02,5,0.00,1.90
2018/01/17,21000,367690,17.48,17.54,17.48,17.54,+0.24,3,39.34,14.38
2018/01/18,222000,3867240,17.42,17.42,17.42,17.42,-0.12,8,19.67,16.15
2018/01/19,114000,1995220,17.49,17.67,17.49,17.6,+0.18,6,58.82,30.38
