盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,9,0,9,0,0,0,9,5.67,0,-,-,-,-,2018,63.9,33.9,50.3,17.9,0,17.9,2017,11.06,81.4,0,81.4
2017,5,0,5,0,0,0,5,3.15,0,-,-,-,-,2017,53.6,37,41.6,12,0,12,2016,2.44,205,0,205
2016,3,0,3,0,0,0,3,1.89,0,-,-,-,-,2016,38.95,26.7,30.6,9.8,0,9.8,2015,2.2,136,0,136
2015,3,0,3,0,0,0,3,1.89,0,1.93,0.34,0.02,0,2015,48.9,27.95,39.2,7.65,0,7.65,2014,6.42,46.7,0,46.7
2014,1,0,1,0,0,0,1,0.9,0,0.92,2.95,0.01,0,2014,38,18.55,29.7,3.37,0,3.37,2013,0.32,312,0,312
2013,0.2,0,0.2,0,0,0,0.2,0.21,0,0.21,0.4,0,0,2013,19.15,13.85,15.9,1.26,0,1.26,2012,0.52,38.5,0,38.5
2012,0.4,0,0.4,0,0,0,0.4,0.42,0,0.42,1.48,0,0,2012,19,12.1,14.5,2.76,0,2.76,2011,0.27,148,0,148
2011,0.4,0,0.4,0,0,0,0.4,0.43,0,0.43,1.34,0,0,2011,18.6,12.05,14.7,2.72,0,2.72,2010,0.3,134,0,134
2010,0.3,0,0.3,0,0,0,0.3,0.33,0,0.34,0.66,0,0,2010,16.7,10.5,13.2,2.27,0,2.27,2009,0.45,66.7,0,66.7
2009,0.31,0,0.31,0,0,0,0.31,0.34,0,0.14,0.1,0,0,2009,15.7,7.5,10.7,2.89,0,2.89,2008,1.18,26.4,0,26.4
2008,1,0,1,0,0,0,1,-,-,0.5,0.22,0.01,0,2008,18.9,7.2,12.7,7.88,0,7.88,2007,1.9,52.6,0,52.6
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,31.6,14.8,20.3,0,0,0,2006,0.07,0,0,0
2006,0,0,0,0,0,0,0,-,-,-,-,-,-,2006,17.45,11,12.5,0,0,0,2005,-3.48,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,17.2,9.42,13.4,0,0,0,2004,-0.47,0,0,0
2004,0.82,0,0.82,0.21,0,0.21,1.03,-,-,0.57,0.24,0.06,-,2004,30.3,12.7,18.8,4.37,1.09,5.47,2003,1.87,44.1,11,55.1
2003,1.2,0,1.2,0.8,0,0.8,2,-,-,1.84,0.46,0.08,-,2003,38.7,20.6,26.3,4.56,3.04,7.6,2002,3.43,35,23.3,58.3
2002,1,0,1,2.5,0,2.5,3.5,-,-,0,0,0,-,2002,75,31.2,49.4,2.03,5.06,7.09,2001,5.05,19.8,49.5,69.3
2001,1.5,0,1.5,3.5,0,3.5,5,-,-,0,0,0,-,2001,167,36,88.4,1.7,3.96,5.66,2000,8.83,17,39.6,56.6
2000,0,0,0,5,1,6,6,-,-,0,0,0,-,2000,68,64,66,0,9.09,9.09,1999,7.06,0,85,85
1999,0,0,0,7,0,7,7,-,-,0,0,0,-,-,-,-,-,-,-,-,1998,6.65,0,105,105
平均,1.41,0,1.41,0.95,0.05,1,2.41,,,,,,,平均,41.9,21.4,29.9,4.4,1.2,5.5,平均,2.8,68.2,15.7,83.9
累計,28.1,0,28.1,19,1,20,48.1,,,,,,,累計,,,,,,,累計,56.1,,,
