盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,22,16.25,17.8,0,0,0,2017,-0.18,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,29,9.6,16.4,0,0,0,2016,-1.75,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,21,11.15,14.1,0,0,0,2015,-0.44,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,39.9,13.15,26.9,0,0,0,2014,0.53,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,60.6,26.95,42.8,0,0,0,2013,0.69,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,50,7.04,21.5,0,0,0,2012,-1.99,0,0,0
2012,0.32,0,0.32,0,0,0,0.32,0.18,0,0.46,2,0.02,0,2012,10.3,6.66,7.79,4.05,0,4.05,2011,0.37,85.3,0,85.3
2011,0.4,0,0.4,0,0,0,0.4,0.25,0,0.57,2,0.02,0,2011,15.7,6.87,11.2,3.58,0,3.58,2010,0.46,87,0,87
2010,0.1,0,0.1,0.3,0,0.3,0.4,0.06,1.81,0.34,2,0.01,0,2010,19.3,12.45,15.4,0.65,1.94,2.59,2009,0.3,33.3,100,133
2009,0.1,0,0.1,0.45,0,0.45,0.55,0.06,2.6,1.15,2,0.05,0,2009,18.35,7.6,11.5,0.87,3.93,4.8,2008,1.15,8.7,39.1,47.8
2008,0.1,0,0.1,0.3,0,0.3,0.4,-,-,0.46,1.41,0,0.33,2008,21.9,7.63,14.2,0.7,2.11,2.82,2007,0.68,14.7,44.1,58.8
2007,1.5,0,1.5,0.3,0,0.3,1.8,-,-,1.84,2,0,-,2007,45.3,14.25,25.9,5.79,1.16,6.95,2006,2,75,15,90
2006,1,0,1,1.5,0,1.5,2.5,-,-,2.19,1.84,0,-,2006,28,19,23,4.36,6.54,10.9,2005,3.06,32.7,49,81.7
2005,1.5,0,1.5,0.5,0,0.5,2,-,-,1.62,1.61,0,-,2005,28.35,19.6,22.9,6.55,2.18,8.73,2004,2.75,54.5,18.2,72.7
2004,1.35,0,1.35,1.25,0.75,2,3.35,-,-,1.71,1.81,0,-,-,-,-,-,-,-,-,2003,3.16,42.7,63.3,106
2003,1,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2002,1.51,66.2,0,66.2
平均,0.46,0,0.46,0.29,0.05,0.33,0.79,,,,,,,平均,29.3,12.7,19.4,1.9,1.3,3.2,平均,0.77,31.3,20.5,51.8
累計,7.37,0,7.37,4.6,0.75,5.35,12.7,,,,,,,累計,,,,,,,累計,12.3,,,
