盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,-,-,-,-,-,-,-,-,-,-,-,-,-,2018,3.27,1.16,1.84,-,-,-,-,-,-,-,-
2017,-,-,-,-,-,-,-,-,-,-,-,-,-,2017,2.92,1.73,2.24,-,-,-,-,-,-,-,-
2016,0,0,0,0,0,0,0,-,-,-,-,-,-,2016,4.2,2.35,3.09,0,0,0,2015,-,-,-,-
2015,0.23,0,0.23,0,0,0,0.23,-,-,-,-,-,-,2015,6.74,3.71,5.25,4.38,0,4.38,2014,-,-,-,-
2014,0.24,0,0.24,0,0,0,0.24,-,-,-,-,-,-,2014,7.17,5.4,6.06,3.96,0,3.96,2013,-,-,-,-
2013,0.24,0,0.24,0,0,0,0.24,-,-,-,-,-,-,2013,8.75,5.22,6.94,3.45,0,3.45,2012,-,-,-,-
2012,0.33,0,0.33,0,0,0,0.33,-,-,-,-,-,-,2012,10.15,8.22,9.03,3.61,0,3.61,2011,-,-,-,-
2011,0.33,0,0.33,0,0,0,0.33,0.09,0,0,-,0,0,2011,14.2,8.16,10.1,3.23,0,3.23,2010,-,-,-,-
2010,-,-,-,-,-,-,-,-,-,-,-,-,-,2010,19.4,11.6,13.4,-,-,-,-,-,-,-,-
平均,0.15,0,0.15,0,0,0,0.15,,,,,,,平均,8.53,5.28,6.44,3.1,0,3.1,平均,,,,
累計,1.36,0,1.36,0,0,0,1.36,,,,,,,累計,,,,,,,累計,,,,
