盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,4,0,4,0,0,0,4,3.97,0,-,-,-,-,2018,68,61.5,64.8,6.17,0,6.17,2017,4.57,87.5,0,87.5
2017,4.3,0,4.3,0,0,0,4.3,4.26,0,-,-,-,-,2017,66.9,60.2,62.5,6.88,0,6.88,2016,4.98,86.3,0,86.3
2016,3.7,0,3.7,0,0,0,3.7,3.67,0,-,-,-,-,2016,65.7,54,59,6.27,0,6.27,2015,4.37,84.7,0,84.7
2015,3.9,0,3.9,0,0,0,3.9,3.87,0,8.79,2.06,0.44,0,2015,64.7,50,59.4,6.57,0,6.57,2014,4.3,90.7,0,90.7
2014,3.16,0.34,3.5,0,0,0,3.5,3.47,0,7.11,1.71,0.36,0,2014,66.2,56.2,62.1,5.64,0,5.64,2013,4.19,83.5,0,83.5
2013,4.28,0.62,4.9,0,0,0,4.9,4.25,0,9.65,1.8,0.48,0,2013,75.8,59,68.6,7.15,0,7.15,2012,5.42,90.4,0,90.4
2012,3.66,0.34,4,0,0,0,4,3.97,0,8.24,1.8,0.41,0,2012,73,52.7,63.6,6.29,0,6.29,2011,4.62,86.6,0,86.6
2011,3.48,0,3.48,0,0,0,3.48,3.45,0,7.84,1.82,0.39,0,2011,57.3,46.6,50.8,6.86,0,6.86,2010,4.35,80,0,80
2010,3.56,0,3.56,0,0,0,3.56,3.53,0,8.02,2.05,0.4,0,2010,54,41.6,48.1,7.4,0,7.4,2009,2.97,120,0,120
2009,3.2,0,3.2,0,0,0,3.2,4.23,0,9.62,2.05,0.48,0,2009,44.15,24.2,35.8,8.94,0,8.94,2008,3.56,89.9,0,89.9
2008,3.4,0,3.4,0.1,0,0.1,3.5,-,-,10.4,1.8,0.46,0.6,2008,66,21.65,44.2,7.69,0.23,7.92,2007,4.41,77.1,2.3,79.4
2007,3.2,0,3.2,0.1,0,0.1,3.3,-,-,9.63,1.83,0.42,-,2007,81,40.95,59.6,5.37,0.17,5.54,2006,4.13,77.5,2.4,79.9
2006,2.91,0,2.91,0.1,0,0.1,3.01,-,-,8.65,1.76,0.39,-,2006,45,31.2,37.9,7.66,0.26,7.92,2005,4.7,61.8,2.1,64
2005,2.32,0,2.32,0.2,0,0.2,2.52,-,-,5.76,1.82,0.24,-,2005,46,38.5,41.1,5.65,0.49,6.14,2004,3.27,71,6.2,77.1
2004,2,0,2,0,0,0,2,-,-,4.39,1.74,0.22,-,-,-,-,-,-,-,-,2003,2.61,76.6,0,76.6
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,2002,1.06,0,0,0
2002,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,-,-,-,-
2000,0,0,0,0.6,0,0.6,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,-,-,-,-
1999,0,0,0,1.8,0.3,2.1,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,-,-,-,-
平均,2.69,0.07,2.76,0.15,0.02,0.17,2.92,,,,,,,平均,62.4,45.6,54.1,6.8,0.1,6.8,平均,3.97,79,0.8,79.8
累計,51.1,1.3,52.4,2.9,0.3,3.2,55.6,,,,,,,累計,,,,,,,累計,63.5,,,
