盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.4,0,0.4,0,0,0,0.4,1.11,0,-,-,-,-,2018,14.85,11.7,13.1,3.06,0,3.06,2017,0.42,95.2,0,95.2
2017,0.9,0,0.9,0,0,0,0.9,2.5,0,-,-,-,-,2017,17.6,13.9,15.4,5.84,0,5.84,2016,1.07,84.1,0,84.1
2016,0.9,0,0.9,0,0,0,0.9,2.5,0,-,-,-,-,2016,20.65,14.7,16.2,5.54,0,5.54,2015,1.04,86.5,0,86.5
2015,0.6,0,0.6,0,0,0,0.6,1.7,0,0.85,0.45,0.3,0,2015,19.25,11.05,15.6,3.87,0,3.87,2014,0.67,89.9,0,89.9
2014,0.15,0,0.15,0,0,0,0.15,0.42,0,0.2,0.42,0.25,0,2014,23.95,15.65,18.7,0.8,0,0.8,2013,0.17,88.2,0,88.2
2013,0.35,0,0.35,0,0,0,0.35,0.99,0,0.53,0.45,0.35,0,2013,22.9,14.2,16.2,2.15,0,2.15,2012,0.41,85.4,0,85.4
2012,1,0,1,0,0,0,1,2.84,0,1.44,0.45,0.35,0,2012,30.8,14.3,21.3,4.7,0,4.7,2011,1.13,88.5,0,88.5
2011,2.2,0,2.2,0,0,0,2.2,6.24,0,2.44,0.44,0.3,0,2011,46.5,20.75,34,6.48,0,6.48,2010,1.94,113,0,113
2010,2.5,0,2.5,0,0,0,2.5,7.09,0,3.51,0.45,0.45,0,2010,57,35.6,43.6,5.73,0,5.73,2009,2.75,90.9,0,90.9
2009,3.2,0,3.2,0.4,0,0.4,3.6,8.68,10.8,5,0.45,0.1,1.51,2009,58,22.5,39.8,8.04,1.01,9.05,2008,3.99,80.2,10,90.2
2008,3.51,0,3.51,0.8,0,0.8,4.31,-,-,7.05,0.45,0.15,2.8,2008,53.1,19.2,37.3,9.41,2.15,11.6,2007,6.1,57.5,13.1,70.7
2007,3.01,0,3.01,1,0,1,4.01,-,-,5.53,0.51,0.2,-,2007,73,42.85,56.9,5.28,1.76,7.04,2006,4.74,63.4,21.1,84.6
2006,4.03,0,4.03,1.01,0,1.01,5.04,-,-,4.58,0.37,0.21,-,2006,58,36.5,46.5,8.67,2.17,10.8,2005,5.99,67.3,16.8,84.1
2005,4,0,4,2,0,2,6,-,-,4.62,0.38,0.01,-,2005,82.5,49.5,63.4,6.31,3.15,9.46,2004,7.16,55.9,27.9,83.8
2004,2.5,0,2.5,3.5,0,3.5,6,-,-,3.49,0.38,0.01,-,2004,142,51.5,96.2,2.6,3.64,6.24,2003,7.35,34,47.6,81.6
2003,1,0,1,1.4,0,1.4,2.4,-,-,0.79,0.27,0,-,2003,128.5,51.5,89.2,1.12,1.57,2.69,2002,2.74,36.5,51.1,87.6
2002,0.7,0,0.7,3,0,3,3.7,-,-,0,0,0,-,2002,154,46.5,83.8,0.84,3.58,4.42,2001,4.24,16.5,70.8,87.3
2001,1.9,0,1.9,5,0,5,6.9,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,7.79,24.4,64.2,88.6
2000,0,0,0,8.2,0,8.2,8.2,-,-,0,0,0,-,-,-,-,-,-,-,-,1999,10.43,0,78.6,78.6
平均,1.73,0,1.73,1.38,0,1.38,3.11,,,,,,,平均,59,27.8,41.6,4.7,1.1,5.9,平均,3.69,66.2,21.1,87.3
累計,32.8,0,32.8,26.3,0,26.3,59.2,,,,,,,累計,,,,,,,累計,70.1,,,
