盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.5,0,0.5,0,0,0,0.5,0.73,0,-,-,-,-,2018,24.9,19.7,22.3,2.26,0,2.26,2017,0.64,78.7,0,78.7
2017,1.2,0,1.2,0,0,0,1.2,1.75,0,-,-,-,-,2017,30.5,23.2,25.8,4.65,0,4.65,2016,1.54,77.9,0,77.9
2016,1.2,0,1.2,0,0,0,1.2,1.74,0,-,-,-,-,2016,44,27.15,34.4,3.47,0,3.47,2015,0.65,184,0,184
2015,1.6,0,1.6,0,0,0,1.6,2.32,0,5.51,3.9,0.2,0,2015,33.9,20.9,27.2,5.88,0,5.88,2014,0.97,165,0,165
2014,2.5,0,2.5,0,0,0,2.5,3.63,0,5.05,2.15,0.2,0,2014,35.05,23.5,29.6,8.45,0,8.45,2013,1.62,154,0,154
2013,1,0,1,0,0,0,1,1.45,0,3.25,1.87,0.26,0,2013,40.5,28.4,33,3.03,0,3.03,2012,1.19,84,0,84
2012,2.3,0,2.3,0,0,0,2.3,3.34,0,5.6,1.17,0.26,0,2012,40.6,27.15,32.1,7.17,0,7.17,2011,3.27,70.3,0,70.3
2011,2.42,0,2.42,0,0,0,2.42,3.52,0,4.42,0.87,0.26,0,2011,46.8,32.6,38.7,6.25,0,6.25,2010,3.47,69.6,0,69.6
2010,1.5,0,1.5,0,0,0,1.5,2.2,0,4.03,1.45,0.1,0,2010,51.1,30,38.9,3.85,0,3.85,2009,1.89,79.4,0,79.4
2009,1,0,1,0.5,0,0.5,1.5,1.4,6.99,3.3,1.78,0.05,0,2009,39.2,16.65,22.8,4.39,2.2,6.59,2008,1.33,75.2,37.6,113
2008,2.5,0,2.5,0,0,0,2.5,-,-,2.5,0.44,0.05,0,2008,44,15.9,30.2,8.29,0,8.29,2007,4.21,59.4,0,59.4
2007,3.68,0,3.68,0.01,0.09,0.1,3.78,-,-,2.5,0.36,0.05,-,2007,59.9,41.1,51,7.22,0.2,7.41,2006,5.5,67,1.8,68.8
2006,3,0,3,0.04,0.06,0.1,3.1,-,-,2.5,0.45,0.05,-,2006,57.5,36.1,41,7.32,0.24,7.56,2005,4.47,67.1,2.2,69.4
2005,3,0,3,0.1,0,0.1,3.1,-,-,2.5,0.45,0.05,-,2005,43.85,37,40.2,7.46,0.25,7.71,2004,4.48,67,2.2,69.2
2004,3,0,3,0,0,0,3,-,-,2.5,0.64,0,-,2004,51.5,38.9,44.3,6.77,0,6.77,2003,3.16,94.9,0,94.9
2003,3,0,3,0,0,0,3,-,-,2.4,0.47,0,-,2003,55,37.9,43.9,6.84,0,6.84,2002,4.21,71.3,0,71.3
2002,3,0,3,0,0.5,0.5,3.5,-,-,0,0,0,-,2002,48.7,36,40.9,7.34,1.22,8.56,2001,4.27,70.3,11.7,82
2001,1.8,0,1.8,1.8,0.4,2.2,4,-,-,-,-,-,-,2001,62.5,35.1,44.7,4.03,4.92,8.95,2000,4.48,40.2,49.1,89.3
2000,0,0,0,4,0,4,4,-,-,0,0,0,-,2000,115.5,34.3,70,0,5.71,5.71,1999,5.07,0,78.9,78.9
1999,0,0,0,5,0,5,5,-,-,0,0,0,-,1999,172,72.5,101,0,4.97,4.97,1998,8.4,0,59.5,59.5
1998,0,0,0,2,1,3,3,-,-,0,0,0,-,-,-,-,-,-,-,-,1997,5.24,0,57.2,57.2
1997,0,0,0,1,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,-,-,-,-
1996,0,0,0,0,1.5,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,-,-,-,-
平均,1.66,0,1.66,0.63,0.2,0.83,2.49,,,,,,,平均,54.8,31.7,40.6,5.2,1,6.2,平均,3.34,75,14.3,89.3
累計,38.2,0,38.2,14.4,4.55,19,57.2,,,,,,,累計,,,,,,,累計,70.1,,,
