盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0.51,0.51,0,0,0,0.51,1.5,0,-,-,-,-,2018,34.5,22.6,27.9,1.83,0,1.83,2017,-0.28,-183,0,-183
2017,0.66,0,0.66,0,0,0,0.66,1.9,0,-,-,-,-,2017,45.3,27.45,36.2,1.82,0,1.82,2016,0.73,90.3,0,90.3
2016,0.73,0,0.73,0,0,0,0.73,2.12,0,-,-,-,-,2016,39.15,24.65,30.5,2.4,0,2.4,2015,0.62,118,0,118
2015,0.31,0,0.31,0,0,0,0.31,1.3,0,0,0,0,0,2015,39.75,18.1,30.6,1.02,0,1.02,2014,1.04,29.9,0,29.9
2014,2,0,2,0,0,0,2,2.8,0,3.65,1,0.73,0,2014,60.1,28.75,45.4,4.41,0,4.41,2013,2.62,76.4,0,76.4
2013,0.7,0,0.7,0,0,0,0.7,0.97,0,0.42,0.34,0.24,0,2013,68.6,35.85,50.4,1.39,0,1.39,2012,0.89,78.4,0,78.4
2012,0.8,0,0.8,0,0,0,0.8,1.11,0,0.6,0.44,0.27,0,2012,41.65,26,34.1,2.34,0,2.34,2011,0.99,80.6,0,80.6
2011,2.77,0,2.77,0,0,0,2.77,3.83,0,5.32,1.1,0.82,0,2011,70.9,23,47.6,5.82,0,5.82,2010,3.57,77.6,0,77.6
2010,1.88,0,1.88,0,0,0,1.88,2.57,0,2.83,0.94,0.61,0,2010,79,43,59.6,3.16,0,3.16,2009,2.25,83.6,0,83.6
2009,1.18,0,1.18,0,0,0,1.18,1.57,0,2.4,0.91,0.54,0,2009,80.8,22.75,48.7,2.43,0,2.43,2008,2.03,58.3,0,58.3
2008,1.2,0,1.2,0.5,0,0.5,1.7,-,-,3.25,1.01,0.01,1.1,2008,100,17.55,57.1,2.1,0.88,2.98,2007,2.74,43.8,18.2,62
2007,0.6,0,0.6,0.3,0,0.3,0.9,-,-,1.45,0.82,0,-,2007,155.5,73.7,105,0.57,0.29,0.86,2006,2.37,25.3,12.7,38
平均,1.07,0.04,1.11,0.07,0,0.07,1.18,,,,,,,平均,67.9,30.3,47.8,2.4,0.1,2.5,平均,1.63,48.3,2.6,50.9
累計,12.8,0.51,13.3,0.8,0,0.8,14.1,,,,,,,累計,,,,,,,累計,19.6,,,
