盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.41,0,0.41,0,0,0,0.41,0.3,0,-,-,-,-,2018,27,24.75,25.5,1.59,0,1.59,2017,0.47,86.4,0,86.4
2017,0.38,0,0.38,0,0,0,0.38,0.28,0,-,-,-,-,2017,29.15,23.4,25.5,1.5,0,1.5,2016,0.43,88.7,0,88.7
2016,0.49,0,0.49,0,0,0,0.49,0.36,0,-,-,-,-,2016,28.3,24.6,25.9,1.89,0,1.89,2015,0.49,100,0,100
2015,0.44,0,0.44,0,0,0,0.44,0.32,0,1.6,4.46,0.02,0,2015,33.4,26.05,29.1,1.5,0,1.5,2014,0.49,89.1,0,89.1
2014,0.38,0,0.38,0,0,0,0.38,0.28,0,1.38,3.78,0.01,0,2014,42,30.8,35.1,1.07,0,1.07,2013,0.5,75.4,0,75.4
2013,0.43,0,0.43,0,0,0,0.43,0.31,0,1.57,4.5,0.02,0,2013,43.5,35.5,38.6,1.11,0,1.11,2012,0.48,89.6,0,89.6
2012,0.4,0,0.4,0,0,0,0.4,0.29,0,1.45,4.5,0.01,0,2012,47.45,24.3,30.4,1.3,0,1.3,2011,0.44,90.2,0,90.2
2011,0.27,0,0.27,0,0,0,0.27,0.19,0,0.97,4.96,0.01,0,2011,30.5,21.65,26,1.02,0,1.02,2010,0.27,98.6,0,98.6
2010,0.31,0,0.31,0,0,0,0.31,0.23,0,1.14,5.2,0.01,0,2010,32,22.5,26.6,1.18,0,1.18,2009,0.3,104,0,104
2009,0.28,0,0.28,0,0,0,0.28,0.2,0,1.02,4.48,0.01,0,2009,30.5,15.3,22.9,1.22,0,1.22,2008,0.41,68,0,68
2008,0.17,0,0.17,0,0,0,0.17,-,-,0.71,5.74,0.01,0,2008,38.4,14.2,24,0.73,0,0.73,2007,0.17,102,0,102
2007,0,0,0,0,0,0,0,-,-,-,-,-,-,2007,34.45,19.7,26.3,0,0,0,2006,0.07,0,0,0
2006,0.2,0,0.2,0,0,0,0.2,-,-,0.84,4.54,0.01,-,2006,27.9,12.95,17.6,1.13,0,1.13,2005,0.33,60.6,0,60.6
2005,0.2,0,0.2,0,0,0,0.2,-,-,0.86,8.26,0.02,-,2005,17,12.25,14,1.43,0,1.43,2004,0.21,95.2,0,95.2
2004,0,0,0,0,0,0,0,-,-,-,-,-,-,2004,23.6,14.05,17,0,0,0,2003,0.17,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,24,16.7,18.5,0,0,0,2002,0.08,0,0,0
2002,0.21,0,0.21,0,0,0,0.21,-,-,0,0,0,-,2002,25.1,15.2,18.1,1.15,0,1.15,2001,0.27,77.4,0,77.4
2001,0.15,0,0.15,0,0,0,0.15,-,-,-,-,-,-,2001,25.2,11.65,16.6,0.9,0,0.9,2000,0.18,83.1,0,83.1
2000,0,0,0,0.5,0.17,0.67,0.67,-,-,-,-,-,-,2000,36.4,13.75,21.7,0,3.07,3.07,1999,0.25,0,267,267
1999,0,0,0,0,0,0,0,-,-,0,0,0,-,1999,45,21.3,32.7,0,0,0,1998,0.32,0,0,0
1998,0,0,0,0.3,0.2,0.5,0.5,-,-,-,-,-,-,1998,126.5,33.6,67.8,0,0.74,0.74,1997,0.48,0,104,104
1997,0.2,0,0.2,0,0,0,0.2,-,-,-,-,-,-,1997,127,46.5,77.1,0.26,0,0.26,1996,0.31,64.5,0,64.5
1996,0,0,0,0,0,0,0,-,-,-,-,-,-,1996,51,28.5,38.1,0,0,0,1995,-0.48,0,0,0
1995,0,0,0,0,0,0,0,-,-,-,-,-,-,1995,70,25.6,46.8,0,0,0,1994,-0.48,0,0,0
1994,0,0,0,0,0,0,0,-,-,-,-,-,-,1994,114.5,48,76.4,0,0,0,1993,-0.6,0,0,0
1993,0,0,0,0.16,0.86,1.02,1.02,-,-,0,0,0,-,1993,115,52.5,83.3,0,1.23,1.23,1992,0.03,0,2954,2954
1992,0,0,0,0.16,0.86,1.02,1.02,-,-,0,0,0,-,1992,153,51.5,99.9,0,1.02,1.02,1991,0.3,0,340,340
1991,0,0,0,0.23,1.57,1.8,1.8,-,-,0,0,0,-,1991,339,81,155,0,1.16,1.16,1990,0.49,0,370,370
1990,0,0,0,0,0,0,0,-,-,0,-,0,-,-,-,-,-,-,-,-,1989,-,-,-,-
1984,0,0,0,0,0.3,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,1983,-,-,-,-
平均,0.16,0,0.16,0.04,0.13,0.18,0.34,,,,,,,平均,62,27.4,40.6,0.7,0.3,0.9,平均,0.23,49.1,144,193
累計,4.91,0,4.91,1.34,3.96,5.3,10.2,,,,,,,累計,,,,,,,累計,6.38,,,
