盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0.49,0,0.49,0.49,0,1.5,-,-,-,-,2018,31.6,14.75,20,0,2.47,2.47,2017,0.55,0,89.9,89.9
2017,0.37,0,0.37,0.37,0,0.37,0.74,0.11,1.09,-,-,-,-,2017,25.15,14.3,17,2.19,2.19,4.37,2016,0.82,45.2,45.2,90.4
2016,0,0,0,2.57,0,2.57,2.57,0,5.99,-,-,-,-,2016,31.45,15.2,22,0,11.7,11.7,2015,2.91,0,88.3,88.3
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,31.2,13.5,23.4,0,0,0,2014,1.24,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,17.05,9,12.6,0,0,0,2013,0.19,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,14.85,8.29,12.1,0,0,0,2012,-4.62,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,12.75,2.7,5.76,0,0,0,2011,-0.63,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,7.23,1.55,3.53,0,0,0,2010,-0.09,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,17.5,2.47,9.64,0,0,0,2009,-0.75,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,18,10.5,13.1,0,0,0,2008,-5.02,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,23.8,5.01,10.8,0,0,0,2007,-1.84,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,14.6,4.65,7.95,0,0,0,2006,0.1,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,8.26,2.95,3.71,0,0,0,2005,0,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,7.05,3.35,4.44,0,0,0,2004,-2.22,0,0,0
2004,0.05,0,0.05,0,0,0,0.05,-,-,0.14,2,0,-,2004,10.8,5.8,7.47,0.67,0,0.67,2003,0.08,62.5,0,62.5
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,4.57,2.59,3.6,0,0,0,2002,-1.73,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,5.45,2.65,3.61,0,0,0,2001,-1.04,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,7.25,2.37,4.31,0,0,0,2000,-3.32,0,0,0
2000,0,0,0,0,0,0,0,-,-,0,0,0,-,2000,17.5,2.48,8.33,0,0,0,1999,0.12,0,0,0
1999,0,0,0,0.96,1,1.96,1.96,-,-,0,0,0,-,1999,32.6,8,19.8,0,9.89,9.89,1998,1.13,0,174,174
1998,0,0,0,1.43,0.97,2.4,2.4,-,-,0,0,0,-,1998,63,28.7,45,0,5.33,5.33,1997,2.02,0,119,119
1997,0,0,0,0.73,0,0.73,0.73,-,-,0,0,0,-,1997,56.5,28.6,41.8,0,1.75,1.75,1996,0.88,0,83,83
1996,0,0,0,0.9,0,0.9,0.9,-,-,-,-,-,-,1996,41.9,28.6,33,0,2.73,2.73,1995,1.06,0,84.9,84.9
1995,0,0,0,1.7,0,1.7,1.7,-,-,0,0,0,-,1995,62,25.8,39.1,0,4.35,4.35,1994,2.33,0,73,73
1994,0,0,0,3.5,0,3.5,3.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1993,3.47,0,101,101
1993,0,0,0,3.5,0,3.5,3.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1992,4.76,0,73.6,73.6
平均,0.02,0,0.02,0.62,0.08,0.7,0.71,,,,,,,平均,23.4,10.2,15.5,0.1,1.7,1.8,平均,0.02,4.1,35.8,39.9
累計,0.42,0,0.42,16.2,1.97,18.1,18.5,,,,,,,累計,,,,,,,累計,0.4,,,
