盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,7.5,2.5,10,0,0,0,10,158,0,-,-,-,-,2018,374.5,244,304,3.29,0,3.29,2017,15.56,64.3,0,64.3
2017,8,1.5,9.5,0,0,0,9.5,150,0,-,-,-,-,2017,350.5,203,260,3.66,0,3.66,2016,15.16,62.7,0,62.7
2016,11,0,11,0,0,0,11,173,0,-,-,-,-,2016,265,192,231,4.77,0,4.77,2015,16.6,66.3,0,66.3
2015,22,0,22,0,0,0,22,346,0,85.3,0.18,5.8,0,2015,505,227,355,6.2,0,6.2,2014,30.04,73.2,0,73.2
2014,15,0,15,0,0,0,15,236,0,57.9,0.21,15.9,0,2014,545,384,467,3.21,0,3.21,2013,20.51,73.1,0,73.1
2013,0.5,8.5,9,0,0,0,9,121,0,28.1,0.18,8.96,0,2013,448.5,295,366,2.46,0,2.46,2012,12.9,69.8,0,69.8
2012,9,0,9,0,0,0,9,103,0,28.5,0.21,17.1,0,2012,351,235,294,3.06,0,3.06,2011,12.35,72.9,0,72.9
2011,20,0,20,0,0,0,20,220,0,48,0.16,38.6,0,2011,424,221,316,6.34,0,6.34,2010,28.44,70.3,0,70.3
2010,26,0,26,0.02,0,0.02,26.02,283,2.18,65.9,0.18,85.6,7.49,2010,590,372,478,5.44,0,5.45,2009,34.12,76.2,0.1,76.3
2009,14,0,14,0.02,0,0.02,14.02,150,2.15,42.5,0.22,9.61,14.8,2009,558,228,413,3.39,0,3.4,2008,18.01,77.7,0.1,77.8
2008,19,0,19,0.1,0,0.1,19.1,-,-,75.6,0.22,32,21.9,2008,444.5,177,328,5.8,0.03,5.83,2007,32.59,58.3,0.3,58.6
2007,15,0,15,0.5,0,0.5,15.5,-,-,63.1,0.28,9.75,-,2007,656,325.5,477,3.14,0.1,3.25,2006,23.5,63.8,2.1,66
2006,11,0,11,1,0,1,12,-,-,49.3,0.27,9.73,-,2006,418,259,332,3.31,0.3,3.61,2005,21.31,51.6,4.7,56.3
2005,10,0,10,1,0,1,11,-,-,36.7,0.26,8.68,-,2005,403.5,171,278,3.6,0.36,3.96,2004,18.73,53.4,5.3,58.7
2004,8.55,0,8.55,1.81,0,1.81,10.36,-,-,44.5,0.27,6.59,-,2004,396,187,276,3.09,0.66,3.75,2003,25.96,32.9,7,39.9
2003,8,0,8,3.5,0,3.5,11.5,-,-,55.1,0.45,4.55,-,2003,434,252,325,2.46,1.08,3.54,2002,26.79,29.9,13.1,42.9
2002,4,0,4,4,0,4,8,-,-,0,0,0,-,2002,783,240,473,0.84,0.84,1.69,2001,21.21,18.9,18.9,37.7
2001,1,0,1,4,0,4,5,-,-,0,0,0,-,2001,588,219,356,0.28,1.12,1.4,2000,15.34,6.5,26.1,32.6
2000,0,0,0,7.5,0,7.5,7.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1999,14.6,0,51.4,51.4
1999,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,15.28,-,-,-
平均,10.5,0.62,11.1,1.17,0,1.17,12.3,,,,,,,平均,474,246,352,3.6,0.2,3.8,平均,21,53.8,6.8,60.6
累計,210,12.5,222,23.4,0,23.4,245,,,,,,,累計,,,,,,,累計,419,,,
