盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,-,-,-,-,-,-,-,-,-,-,-,-,-,2018,3.83,2.95,3.28,-,-,-,-,-,-,-,-
2017,-,-,-,-,-,-,-,-,-,-,-,-,-,2017,4.69,3.36,3.8,-,-,-,-,-,-,-,-
2016,0,0,0,0,0,0,0,-,-,-,-,-,-,2016,4.16,3.18,3.63,0,0,0,2015,-,-,-,-
2015,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,6.05,3.41,4.24,-,-,-,-,-,-,-,-
2014,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,4.93,3.52,3.94,-,-,-,-,-,-,-,-
2013,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,6.99,3.65,4.96,-,-,-,-,-,-,-,-
2012,0.34,0,0.34,0,0,0,0.34,-,-,-,-,-,-,2012,10.8,5.36,7.29,4.62,0,4.62,2011,-,-,-,-
2011,0,0,0,0,0,0,0,0,0,3.8,-,0,0,2011,16.85,7.7,11.4,0,0,0,2010,-,-,-,-
2010,1.39,0,1.39,0,0,0,1.39,6.4,0,4,-,0,0,2010,23.55,9.7,15.7,8.82,0,8.82,2009,-,-,-,-
2009,-,-,-,-,-,-,-,-,-,-,-,-,-,2009,17.6,12.95,14.4,-,-,-,-,-,-,-,-
平均,0.17,0,0.17,0,0,0,0.17,,,,,,,平均,9.94,5.58,7.26,3.4,0,3.4,平均,,,,
累計,1.72,0,1.72,0,0,0,1.72,,,,,,,累計,,,,,,,累計,,,,
