盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,42.8,11.3,20.5,0,0,0,2017,-7.91,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,16.05,10.9,13,0,0,0,2016,-1.73,0,0,0
2016,0.5,0,0.5,0,0,0,0.5,3.72,0,-,-,-,-,2016,16.6,12.6,14.6,3.43,0,3.43,2015,0.63,79.4,0,79.4
2015,0.5,0,0.5,0,0,0,0.5,3.72,0,2.03,0.45,0.2,0,2015,16.9,10.8,14.7,3.4,0,3.4,2014,0.61,82,0,82
2014,0.5,0,0.5,0,0,0,0.5,3.72,0,1.97,0.45,0.2,0,2014,20.5,15.15,17.8,2.81,0,2.81,2013,0.59,84.7,0,84.7
2013,0.8,0,0.8,0,0,0,0.8,5.95,0,3.18,0.45,0.32,0,2013,20.2,17.55,18.6,4.29,0,4.29,2012,0.95,84.2,0,84.2
2012,1,0,1,0.3,0,0.3,1.3,7.22,21.7,7.81,0.45,0.78,0,2012,25.3,16.75,21.7,4.61,1.38,5.99,2011,2.4,41.7,12.5,54.2
2011,1.8,0,1.8,0,0,0,1.8,13,0,7.67,0.45,0.77,0,2011,30.35,22.7,26.4,6.82,0,6.82,2010,2.36,76.3,0,76.3
2010,1.1,0,1.1,0.73,0,0.73,1.83,7.4,49.1,11.1,0.45,1.11,0,2010,32.65,23.8,27.4,4.02,2.66,6.68,2009,3.66,30.1,19.9,50
2009,1,0,1,0.1,0,0.1,1.1,6.66,6.66,1.52,0.18,0.19,0,2009,41.8,18.2,30.2,3.31,0.33,3.64,2008,1.27,78.7,7.9,86.6
2008,0,0,0,0,0,0,0,-,-,-,-,-,-,2008,24.6,15,19.6,0,0,0,2007,2.76,0,0,0
2003,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,2002,0.31,0,0,0
平均,0.6,0,0.6,0.09,0,0.09,0.69,,,,,,,平均,26.2,15.9,20.4,3,0.4,3.4,平均,0.49,46.4,3.4,49.8
累計,7.2,0,7.2,1.13,0,1.13,8.33,,,,,,,累計,,,,,,,累計,5.9,,,
