盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.3,0,0.3,0,0,0,0.3,2.57,0,-,-,-,-,2018,27.4,19.7,23.3,1.29,0,1.29,2017,3.57,8.4,0,8.4
2017,0.3,0.7,1,0,0,0,1,8.57,0,-,-,-,-,2017,34.15,23.45,28,3.57,0,3.57,2016,1.78,56.2,0,56.2
2016,2.09,0,2.09,0,0,0,2.09,17.9,0,-,-,-,-,2016,35.5,22.65,30.6,6.84,0,6.84,2015,2.54,82.4,0,82.4
2015,2.22,0,2.22,0,0,0,2.22,20,0,14.9,0.45,2.99,0,2015,52.1,26.8,38.7,5.74,0,5.74,2014,3.86,57.5,0,57.5
2014,1.2,0,1.2,0,0,0,1.2,10.4,0,10.5,0.45,2.09,0,2014,45.8,33.6,40.1,2.99,0,2.99,2013,2.76,43.5,0,43.5
2013,0.5,0,0.5,0,0,0,0.5,4.21,0,5.04,0.45,1.01,0,-,-,-,-,-,-,-,2012,1.33,37.6,0,37.6
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2011,0.43,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2010,2.85,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2009,-5.26,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2008,-3.88,0,0,0
2008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2007,4.79,-,-,-
2007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2006,4.67,-,-,-
2006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2005,2.38,-,-,-
2005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2004,2.62,-,-,-
2004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2003,0.97,-,-,-
2003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2002,-1.43,-,-,-
平均,0.41,0.04,0.46,0,0,0,0.46,,,,,,,平均,39,25.2,32.1,4.1,0,4.1,平均,1.5,28.6,0,28.6
累計,6.61,0.7,7.31,0,0,0,7.31,,,,,,,累計,,,,,,,累計,24,,,
