盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,19.4,13.4,15.8,0,0,0,2017,-0.71,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,23.45,16.85,19.1,0,0,0,2016,-1.94,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,28.25,16.2,20.3,0,0,0,2015,-3.61,0,0,0
2015,0,0,0,0.42,0,0.42,0.42,0,5.26,0.53,1.8,0.01,0,2015,22.3,13.05,17.1,0,2.44,2.44,2014,0.27,0,155,155
2014,0,0,0,0.6,0,0.6,0.6,0,7.44,1.62,1.8,0.04,0,2014,23.4,12.6,17.4,0,3.45,3.45,2013,1.32,0,45.5,45.5
2013,0,0,0,0.49,0,0.49,0.49,0,2.93,0.56,1.06,0.01,0,2013,18.2,9.13,12.3,0,3.98,3.98,2012,0.9,0,54.3,54.3
2012,0,0,0,0,0,0,0,0,0,0.19,0.24,0,0,2012,10.8,5.87,8.35,0,0,0,2011,1.6,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,14,7.55,10.7,0,0,0,2010,0.1,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,9,4.52,5.56,0,0,0,2009,-2.41,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,6.77,1.12,3,0,0,0,2008,-4.69,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,6.05,0.8,3.69,0,0,0,2007,-0.62,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,9.66,4.11,6.61,0,0,0,2006,-0.42,0,0,0
2006,0,0,0,0.2,0,0.2,0.2,-,-,0.2,1.8,0.01,-,2006,7.8,6.1,6.82,0,2.93,2.93,2005,0.11,0,182,182
2005,0.3,0,0.3,0.5,0.2,0.7,1,-,-,1.58,1.8,0.04,-,2005,11.35,6.55,9.27,3.24,7.55,10.8,2004,0.9,33.3,77.8,111
2004,0.3,0,0.3,0.5,0.3,0.8,1.1,-,-,1.4,1.8,0.03,-,2004,20.5,10.2,13,2.3,6.13,8.43,2003,1,30,80,110
2003,0,0,0,0.6,0.6,1.2,1.2,-,-,1.25,1.8,0.03,-,2003,19,10.65,13.3,0,9,9,2002,1.02,0,118,118
2002,0,0,0,0.5,0.5,1,1,-,-,0,0,0,-,2002,28.2,10.75,16.1,0,6.22,6.22,2001,0.96,0,104,104
2001,0,0,0,0.4,0.6,1,1,-,-,0,0,0,-,2001,30.1,7.6,16.1,0,6.21,6.21,2000,0.24,0,417,417
2000,0,0,0,2,0,2,2,-,-,0,0,0,-,2000,43.1,16,30.5,0,6.55,6.55,1999,2.24,0,89.3,89.3
1999,0,0,0,2,0,2,2,-,-,0,0,0,-,1999,36,32,34.4,0,5.82,5.82,1998,2.98,0,67.1,67.1
1998,0,0,0,0.8,0.4,1.2,1.2,-,-,0,0,0,-,-,-,-,-,-,-,-,1997,1.1,0,109,109
1997,0,0,0,0,0,0,0,-,-,0,-,0,-,-,-,-,-,-,-,-,1996,-,-,-,-
1996,0,0,0,0,0,0,0,-,-,0,-,0,-,-,-,-,-,-,-,-,1995,-,-,-,-
平均,0.03,0,0.03,0.39,0.11,0.5,0.53,,,,,,,平均,19.4,10.3,14,0.3,3,3.3,平均,0.02,3,71.4,74.4
累計,0.6,0,0.6,9.01,2.6,11.6,12.2,,,,,,,累計,,,,,,,累計,0.34,,,
