盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,18.2,10.3,14.4,0,0,0,2017,-2.68,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,20.9,10.45,14.1,0,0,0,2016,-5.92,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,17.4,9.8,13.4,0,0,0,2015,-8.31,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,20.05,7.36,14.8,0,0,0,2014,-4.91,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,33.2,17,24.2,0,0,0,2013,-5.57,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,30.75,19.6,23.9,0,0,0,2012,-8.54,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,51.7,18.5,30.2,0,0,0,2011,-5.39,0,0,0
2011,1.79,0,1.79,1.2,0,1.2,2.99,1.85,12.3,5.86,0.68,0.14,0,2011,156,22.1,81.2,2.21,1.47,3.68,2010,9.02,19.9,13.3,33.2
2010,2.2,0,2.2,0,0,0,2.2,2.11,0,2.19,0.89,0.07,0,2010,118.5,62.8,91.6,2.4,0,2.4,2009,2.89,76.1,0,76.1
2009,6,0,6,1,0,1,7,4.63,7.72,9.83,0.9,0.22,0,2009,87.9,73,79.4,7.56,1.26,8.82,2008,14.16,42.4,7.1,49.4
2008,25.02,0,25.02,1,0,1,26.02,-,-,0,0,0,0.3,-,-,-,-,-,-,-,2007,41.5,60.3,2.4,62.7
平均,3.18,0,3.18,0.29,0,0.29,3.47,,,,,,,平均,55.5,25.1,38.7,1.2,0.3,1.5,平均,2.39,18.1,2.1,20.1
累計,35,0,35,3.2,0,3.2,38.2,,,,,,,累計,,,,,,,累計,26.2,,,
