盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.4,0.4,1.8,0,0,0,1.8,22,0,-,-,-,-,2018,33.35,21,28.5,6.31,0,6.31,2017,1.88,95.6,0,95.6
2017,1.4,0.4,1.8,0,0,0,1.8,21.1,0,-,-,-,-,2017,33.85,25.35,29.4,6.11,0,6.11,2016,2.56,70.2,0,70.2
2016,0.2,1,1.2,0,0,0,1.2,13.9,0,-,-,-,-,2016,32.3,19.3,27.2,4.41,0,4.41,2015,1.93,62.2,0,62.2
2015,1.5,0.3,1.8,0,0,0,1.8,21.5,0,20.1,0.79,2.01,0,2015,30.15,17.35,24.4,7.39,0,7.39,2014,2.15,83.7,0,83.7
2014,1.3,0,1.3,0,0,0,1.3,15.5,0,17.4,0.96,1.74,0,2014,30.7,20,25,5.2,0,5.2,2013,1.53,85,0,85
2013,1.1,0,1.1,0,0,0,1.1,13.1,0,14.7,0.95,1.47,0,2013,23.95,17.1,20.4,5.39,0,5.39,2012,1.31,83.8,0,83.8
2012,0.47,0.19,0.67,0,0,0,0.67,7.78,0,6.19,1.3,0.62,0,2012,18.6,9.81,14,4.74,0,4.74,2011,0.38,175,0,175
2011,1.1,0,1.1,0,0,0,1.1,14,0,15.7,0.88,1.57,0,2011,19.55,8.15,13.9,7.93,0,7.93,2010,1.48,74.2,0,74.2
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,17.65,12.2,14.5,0,0,0,2009,-0.83,0,0,0
2009,0.1,0,0.1,0.02,0,0.02,0.12,1.22,3.06,1.72,0.44,0.17,0,2009,15.5,6,11.1,0.9,0.22,1.12,2008,0.31,32.3,8.1,40.3
2008,0.6,0,0.6,0.5,0,0.5,1.1,-,-,14.6,0.73,0.8,6.58,2008,18.15,5.7,12.9,4.64,3.87,8.51,2007,1.67,35.9,29.9,65.7
2007,1.1,0,1.1,1,0,1,2.1,-,-,25.4,0.9,1.02,-,2007,29.8,12.4,23.9,4.6,4.18,8.79,2006,2.66,41.3,37.6,78.9
2006,0.71,0,0.71,0.71,0,0.71,1.42,-,-,16.1,1.05,0.8,-,2006,37.35,22.4,28,2.53,2.53,5.06,2005,1.72,41.2,41.2,82.3
2005,0.98,0,0.98,1.48,0,1.48,2.46,-,-,21.3,0.77,0.85,-,2005,36.4,16.8,24.8,3.97,5.95,9.92,2004,3.69,26.7,40,66.7
2004,0.18,0,0.18,0.72,0,0.72,0.9,-,-,6.95,0.9,0.14,-,2004,49.9,20.5,31.7,0.57,2.28,2.85,2003,1.39,12.9,52,65
2003,0,0,0,0,0,0,0,-,-,-,-,-,-,2003,37,12.15,20.6,0,0,0,2002,-0.69,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,36.1,12.5,20.5,0,0,0,2001,-1.81,0,0,0
2001,0,0,0,3.3,2.7,6,6,-,-,0,0,0,-,2001,61,6.35,16.6,0,36.1,36.1,2000,5.08,0,118,118
2000,0,0,0,3,2,5,5,-,-,0,0,0,-,-,-,-,-,-,-,-,1999,5.05,0,99,99
1999,0,0,0,1.5,1,2.5,2.5,-,-,0,-,0,-,-,-,-,-,-,-,-,1998,-,-,-,-
1998,0,0,0,1.6,0,1.6,1.6,-,-,0,-,0,-,-,-,-,-,-,-,-,1997,-,-,-,-
平均,0.58,0.11,0.69,0.66,0.27,0.93,1.62,,,,,,,平均,31.2,14.7,21.5,3.6,3.1,6.7,平均,1.66,48.4,22.4,70.8
累計,12.1,2.29,14.4,13.8,5.7,19.5,34,,,,,,,累計,,,,,,,累計,31.5,,,
