盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0.03,0,0.03,0.03,0.01,0.7,-,-,-,-,2018,13.9,8.18,10.7,0.03,0.24,0.27,2017,0.68,0.4,3.8,4.3
2017,0.01,0,0.01,0.06,0,0.06,0.07,0.02,1.69,-,-,-,-,2017,18.55,12.1,14.3,0.05,0.44,0.49,2016,1.53,0.5,4.2,4.6
2016,0.3,0,0.3,0.2,0,0.2,0.5,0.78,5.19,-,-,-,-,2016,21.4,14.5,18.3,1.64,1.1,2.74,2015,1.5,20,13.3,33.3
2015,0.04,0,0.04,0.39,0,0.39,0.43,0.11,9.64,1.11,0.1,0,0.12,2015,39.6,10.2,23.4,0.19,1.65,1.83,2014,4.54,1,8.5,9.5
2014,0.8,0,0.8,2.5,0,2.5,3.3,2,50,7.27,0.57,0,0.38,2014,101.5,33,59.9,1.34,4.18,5.52,2013,6.44,12.4,38.9,51.3
2013,3.6,0,3.6,1.4,0,1.4,5,6.31,24.5,9.04,-,0.18,0,2013,102,71.5,82.2,4.38,1.7,6.08,2012,-,-,-,-
2012,3.52,0,3.52,1.5,0,1.5,5.02,4.86,20.7,7.28,-,0.15,0,2012,102,59.4,85.6,4.11,1.75,5.86,2011,-,-,-,-
2011,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,104.5,59.8,76.3,-,-,-,-,-,-,-,-
平均,1.03,0,1.03,0.76,0,0.76,1.79,,,,,,,平均,62.9,33.6,46.3,1.7,1.6,3.3,平均,2.94,6.9,13.7,20.6
累計,8.27,0,8.27,6.08,0,6.08,14.4,,,,,,,累計,,,,,,,累計,14.7,,,
