盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,11,0,11,0,0,0,11,12,0,-,-,-,-,2018,198,169,184,5.98,0,5.98,2017,12.52,87.9,0,87.9
2017,11.5,0,11.5,0,0,0,11.5,12.5,0,-,-,-,-,2017,183.5,160.5,172,6.69,0,6.69,2016,13.23,86.9,0,86.9
2016,10,0,10,0,0,0,10,10.9,0,-,-,-,-,2016,188,159,172,5.83,0,5.83,2015,11.32,88.3,0,88.3
2015,8,0,8,0,0,0,8,8.71,0,30,2.92,0.28,0,2015,199.5,127,166,4.8,0,4.8,2014,9.43,84.8,0,84.8
2014,8,0,8,0,0,0,8,8.71,0,30,2.4,0.11,0,2014,198.5,126.5,167,4.8,0,4.8,2013,11.46,69.8,0,69.8
2013,12.03,0,12.03,0,0,0,12.03,13.1,0,30,2.06,0.13,0,2013,259,157,203,5.93,0,5.93,2012,13.37,90,0,90
2012,10.88,0,10.88,0,0,0,10.88,11.8,0,30,2.28,0.12,0,2012,236,166,203,5.36,0,5.36,2011,13.03,83.5,0,83.5
2011,4.66,0,4.66,0,0,0,4.66,4.58,0,20,3.93,0.05,0,2011,209.5,149,176,2.65,0,2.65,2010,6.48,71.9,0,71.9
2010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2009,14.27,-,-,-
平均,8.45,0,8.45,0,0,0,8.45,,,,,,,平均,209,152,180,5.3,0,5.3,平均,11.7,82.9,0,82.9
累計,76.1,0,76.1,0,0,0,76.1,,,,,,,累計,,,,,,,累計,105,,,
