盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,18,12.3,14.4,0,0,0,2017,-1.1,0,0,0
2017,1.7,0,1.7,0,0,0,1.7,13.8,0,-,-,-,-,2017,23.9,15.1,19.5,8.73,0,8.73,2016,2.02,84.2,0,84.2
2016,1.5,0.3,1.8,0,0,0,1.8,14.6,0,-,-,-,-,2016,25.5,15.2,20.6,8.73,0,8.73,2015,2.12,84.9,0,84.9
2015,0.9,0.7,1.6,0,0,0,1.6,13.3,0,18,2.16,1.12,0,2015,19.05,12.5,16.6,9.62,0,9.62,2014,1.01,158,0,158
2014,1.51,0.7,2.21,0,0,0,2.21,18.4,0,18,1.59,0.63,0,2014,23.1,15.85,19.6,11.3,0,11.3,2013,1.4,158,0,158
2013,1.94,0.55,2.49,0,0,0,2.49,20.2,0,30,1.72,2.06,0,2013,25.25,17.5,21.6,11.6,0,11.6,2012,2.19,114,0,114
2012,1.6,0.4,2,0,0,0,2,14.8,0,20,1.65,1.1,0,2012,25.7,15.8,22.8,8.76,0,8.76,2011,1.51,132,0,132
2011,1.98,0,1.98,0.08,0.18,0.26,2.24,15.7,20.4,30,1.49,1.97,1,2011,28.5,14.7,21.7,9.12,1.19,10.3,2010,2.63,75.4,9.8,85.2
2010,1.98,0,1.98,0.49,0,0.49,2.47,14.6,36.4,33,1.65,1.7,2.6,2010,39.45,24,30.2,6.55,1.64,8.19,2009,3.05,64.8,16.2,81
2009,0.8,0,0.8,0.6,0,0.6,1.4,4.87,36.5,16,1.66,0.5,3.22,2009,39.5,9.7,21.9,3.65,2.74,6.39,2008,1.54,51.9,38.9,90.8
2008,0.78,0,0.78,1.81,0,1.81,2.59,-,-,32.8,1.83,0.72,16.8,2008,36.35,6.17,20.8,3.74,8.72,12.5,2007,3.61,21.5,50.3,71.8
2007,0.72,0,0.72,0.72,0,0.72,1.45,-,-,15,1.58,0.5,-,2007,66.5,25.7,38.7,1.87,1.87,3.75,2006,2.34,31,31,61.9
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,30.35,13.2,22.3,0,0,0,2005,-0.63,0,0,0
2005,0.55,0,0.55,0.1,0,0.1,0.65,-,-,6.8,5.43,0.27,-,2005,19.2,7.66,14.1,3.91,0.74,4.65,2004,0.3,183,34.6,218
2004,1.03,0,1.03,0.21,0.82,1.03,2.06,-,-,11,1.76,0,-,2004,36.2,12.1,23.1,4.45,4.45,8.91,2003,1.63,63.2,63.2,126
2003,0.8,0,0.8,0.8,1,1.8,2.6,-,-,13.3,1.8,0,-,2003,46.1,26.2,33.3,2.4,5.41,7.81,2002,2.42,33.1,74.4,107
2002,0.6,0,0.6,2,1,3,3.6,-,-,0,0,0,-,2002,93.5,29,56.4,1.06,5.32,6.38,2001,4.03,14.9,74.4,89.3
2001,1,0,1,1,1,2,3,-,-,0,0,0,-,2001,67,23.6,38.9,2.57,5.14,7.71,2000,3.4,29.4,58.8,88.2
2000,0,0,0,1.5,1.5,3,3,-,-,0,0,0,-,2000,95.5,21.7,60.7,0,4.94,4.94,1999,2.7,0,111,111
1999,0,0,0,2,3,5,5,-,-,0,0,0,-,1999,71.5,51,61.5,0,8.13,8.13,1998,3.7,0,135,135
1998,0,0,0,1.2,1,2.2,2.2,-,-,0,0,0,-,-,-,-,-,-,-,-,1997,2.69,0,81.8,81.8
平均,0.92,0.13,1.05,0.6,0.45,1.05,2.1,,,,,,,平均,41.5,18.4,28.9,4.9,2.5,7.4,平均,2.03,61.9,37.1,99
累計,19.4,2.64,22,12.5,9.5,22,44.1,,,,,,,累計,,,,,,,累計,42.6,,,
