盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.8,0,0.8,0,0,0,0.8,0.48,0,-,-,-,-,2018,40,31.85,36.4,2.2,0,2.2,2017,0.97,82.5,0,82.5
2017,0.4,0,0.4,0.3,0,0.3,0.7,0.24,1.76,-,-,-,-,2017,44,32.8,36.8,1.09,0.81,1.9,2016,0.91,44,33,76.9
2016,0.19,0.48,0.67,0.13,0,0.13,0.8,0.39,0.74,-,-,-,-,2016,40.3,27.5,33.8,1.99,0.38,2.37,2015,0.77,87.3,16.6,104
2015,1.03,0,1.03,0,0,0,1.03,0.6,0,0.59,0.9,0.03,0,2015,40.5,22.6,31.7,3.24,0,3.24,2014,1.1,93.3,0,93.3
2014,1.1,0,1.1,0,0,0,1.1,0.66,0,0.66,0.9,0.02,0,2014,47.3,29.5,39.5,2.78,0,2.78,2013,1.22,90.2,0,90.2
2013,1.2,0,1.2,0,0,0,1.2,0.71,0,1.01,1.32,0.03,0,2013,58.4,43.1,47.9,2.5,0,2.5,2012,1.29,93,0,93
2012,2,0,2,0,0,0,2,1.19,0,1.25,1.04,0.04,0,2012,60.9,40.55,48.4,4.13,0,4.13,2011,2.01,99.5,0,99.5
2011,2,0,2,0,0,0,2,1.19,0,1.34,0.9,0.04,0,2011,94,39.05,69,2.9,0,2.9,2010,2.5,80,0,80
2010,1.5,0,1.5,0,0,0,1.5,0.89,0,0.9,0.9,0.01,0,2010,121,81.8,98.1,1.53,0,1.53,2009,1.83,82,0,82
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,128,107,114,0,0,0,2008,0.73,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,-,0,0,-,-,-,-,-,-,-,2007,-,-,-,-
平均,0.93,0.04,0.97,0.04,0,0.04,1.01,,,,,,,平均,67.4,45.6,55.6,2.2,0.1,2.4,平均,1.33,75.2,5,80.1
累計,10.2,0.48,10.7,0.43,0,0.43,11.1,,,,,,,累計,,,,,,,累計,13.3,,,
