盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,16.6,11.85,13.9,0,0,0,2017,-1.32,0,0,0
2017,0.2,0,0.2,0,0,0,0.2,0.88,0,-,-,-,-,2017,17.8,13.05,15,1.33,0,1.33,2016,0.65,30.8,0,30.8
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,18,11.8,15.3,0,0,0,2015,-1.35,0,0,0
2015,0.15,0,0.15,0,0,0,0.15,0.73,0,2.2,1.26,0,0,2015,18.7,9,14.1,1.1,0,1.1,2014,0.37,41.9,0,41.9
2014,0.3,0,0.3,0,0,0,0.3,1.46,0,2.1,0.61,0,0,2014,26.7,15.6,19.4,1.55,0,1.55,2013,0.72,41.7,0,41.7
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,19.2,12.6,14.8,0,0,0,2012,-0.06,0,0,0
2012,1.1,0,1.1,0,0,0,1.1,5.35,0,16.2,1.29,0,0,2012,20.5,11.65,15.5,7.11,0,7.11,2011,2.61,42.1,0,42.1
2011,0.63,0,0.63,0,0,0,0.63,3.1,0,8.21,1.11,0,0,2011,31.6,13.8,21.9,2.88,0,2.88,2010,1.55,40.7,0,40.7
2010,0,0,0,0,0,0,0,-,-,-,-,-,-,2010,31.8,17.4,23.1,0,0,0,2009,-,-,-,-
2009,0.31,0,0.31,0,0,0,0.31,-,-,-,-,-,-,-,-,-,-,-,-,-,2008,-,-,-,-
2008,0.85,0,0.85,0.15,0,0.15,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2007,-,-,-,-
2007,1.3,0,1.3,0.2,0,0.2,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,2006,-,-,-,-
2006,1.7,0,1.7,1.3,0,1.3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,2005,-,-,-,-
2005,1.8,0,1.8,1.4,0,1.4,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,2004,-,-,-,-
2004,1.5,0,1.5,1.5,0,1.5,3,-,-,-,-,-,-,-,-,-,-,-,-,-,2003,-,-,-,-
2003,1,0,1,1.5,0,1.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,2002,-,-,-,-
2002,0,0,0,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,-,-,-,-
2001,0,0,0,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,-,-,-,-
2000,0,0,0,1.3,0.2,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,-,-,-,-
1999,0.3,0,0.3,1.5,0,1.5,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,-,-,-,-
1998,0,0,0,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,-,-,-,-
1997,0.5,0,0.5,2,0,2,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,-,-,-,-
1996,0.8,0,0.8,2,0,2,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,-,-,-,-
1995,0.6,0,0.6,3.4,0,3.4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,0,0,0,12.38,0,12.38,12.38,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,1,0,1,26.54,0,26.54,27.54,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.54,0,0.54,2.3,0.01,2.3,2.84,,,,,,,平均,22.3,13,17,1.6,0,1.6,平均,0.4,24.7,0,24.7
累計,14,0,14,59.7,0.2,59.9,73.9,,,,,,,累計,,,,,,,累計,3.17,,,
