盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1,0,1,0,0,0,1,0.8,0,-,-,-,-,2018,32.2,18.65,25.1,3.99,0,3.99,2017,1.65,60.6,0,60.6
2017,0.9,0,0.9,0,0,0,0.9,0.82,0,-,-,-,-,2017,40.25,22.7,29.5,3.05,0,3.05,2016,2.37,38,0,38
2016,0.8,0,0.8,0,0,0,0.8,0.73,0,-,-,-,-,2016,26.05,11.3,16.8,4.75,0,4.75,2015,0.82,97.6,0,97.6
2015,1,0,1,0,0,0,1,0.91,0,5.06,2.74,0.05,0,2015,25.1,9.2,16.1,6.2,0,6.2,2014,2.02,49.5,0,49.5
2014,0.8,0,0.8,0,0,0,0.8,0.73,0,2.57,3.14,0.03,0,2014,23.7,13.55,18.4,4.36,0,4.36,2013,0.9,88.9,0,88.9
2013,0.65,0,0.65,0.64,0,0.64,1.29,0.55,5.48,3.31,1.86,0.03,0,2013,15.3,11.85,13.6,4.78,4.71,9.49,2012,2.07,31.4,30.9,62.3
2012,0.5,0,0.5,0.5,0,0.5,1,0.41,4.08,3.46,2.7,0.03,0,2012,15.9,9.28,12.3,4.05,4.05,8.1,2011,1.57,31.8,31.8,63.7
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,15.5,9.05,12.4,0,0,0,2010,0.14,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,22.95,10.15,15.5,0,0,0,2009,-0.65,0,0,0
2009,0.25,0,0.25,0,0,0,0.25,0.2,0,0.86,2.7,0.01,0,2009,15.95,6.52,10.2,2.45,0,2.45,2008,0.38,65.8,0,65.8
2008,0.9,0,0.9,0,0,0,0.9,-,-,2.32,2.97,0.02,0,2008,22.25,7.06,13.8,6.5,0,6.5,2007,1,90,0,90
2007,0.6,0,0.6,0,0,0,0.6,-,-,1.05,2.78,0.01,-,2007,29.4,14.2,21.6,2.78,0,2.78,2006,0.5,120,0,120
2006,0.61,0,0.61,0.3,0,0.3,0.91,-,-,2.11,6.12,0.02,-,2006,20.8,8.53,12.5,4.86,2.43,7.3,2005,0.46,132,66,198
2005,0.76,0,0.76,0,0,0,0.76,-,-,0.65,0.85,0.01,-,2005,12.65,7,9.61,7.91,0,7.91,2004,1.03,73.8,0,73.8
2004,1.5,0,1.5,0.4,0,0.4,1.9,-,-,4.27,3.02,0.03,-,2004,24.2,9.5,16.9,8.87,2.37,11.2,2003,2.11,71.1,19,90
2003,1.66,0,1.66,0,0,0,1.66,-,-,4,2.61,0.04,-,2003,27.6,19.3,22.3,7.43,0,7.43,2002,1.94,85.6,0,85.6
2002,1.2,0,1.2,0.3,0,0.3,1.5,-,-,0,0,0,-,2002,40.9,19.7,31.6,3.8,0.95,4.75,2001,2.06,58.3,14.6,72.8
2001,1,0,1,0.5,0,0.5,1.5,-,-,0,0,0,-,2001,42.6,17.5,29.2,3.42,1.71,5.13,2000,1.89,52.9,26.5,79.4
2000,0,0,0,1.2,1.8,3,3,-,-,0,0,0,-,2000,138,16.5,60.9,0,4.93,4.93,1999,2.04,0,147,147
1999,0,0,0,0.5,2.5,3,3,-,-,0,0,0,-,1999,69,24.2,43.2,0,6.95,6.95,1998,3.28,0,91.5,91.5
1998,0,0,0,2.75,0,2.75,2.75,-,-,-,-,-,-,1998,110.5,49.3,77.1,0,3.57,3.57,1997,3.75,0,73.3,73.3
1997,2,0,2,1,0,1,3,-,-,0,0,0,-,-,-,-,-,-,-,-,1996,3.55,56.4,28.2,84.6
1996,1,0,1,2,0,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,-,-,-,-
1995,0.7,0,0.7,5,0,5,5.7,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,1.5,0,1.5,0,0,0,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
1990,0,0,0,10,0,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1989,-,-,-,-
1989,0,0,0,5.62,0,5.62,5.62,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
1984,0,0,0,1.66,0,1.66,1.66,-,-,-,-,-,-,-,-,-,-,-,-,-,1983,-,-,-,-
1980,0,0,0,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1979,-,-,-,-
1977,0,0,0,3,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1976,-,-,-,-
平均,0.62,0,0.62,1.17,0.14,1.31,1.94,,,,,,,平均,36.7,15,24.2,3.8,1.5,5.3,平均,1.59,54.7,24,78.7
累計,19.3,0,19.3,36.4,4.3,40.7,60,,,,,,,累計,,,,,,,累計,34.9,,,
