盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,3,0,3,0,0,0,3,6.27,0,-,-,-,-,2018,41.3,34.1,39.3,7.64,0,7.64,2017,4.79,62.6,0,62.6
2017,2.5,0,2.5,0,0,0,2.5,5.23,0,-,-,-,-,2017,40.6,34.1,38,6.57,0,6.57,2016,3.8,65.8,0,65.8
2016,2,0,2,0,0,0,2,4.18,0,-,-,-,-,2016,37.9,26.5,31,6.45,0,6.45,2015,2.4,83.3,0,83.3
2015,2.5,0,2.5,0,0,0,2.5,5.23,0,15.8,2.12,0.06,0,2015,42,26.4,33.9,7.37,0,7.37,2014,3.56,70.2,0,70.2
2014,2,0,2,0,0,0,2,4.18,0,12.8,1.8,0.05,0,2014,42.1,32.8,35.4,5.64,0,5.64,2013,3.4,58.8,0,58.8
2013,2.2,0,2.2,0.25,0,0.25,2.45,4.49,5.1,15.5,2.77,0.05,0,2013,39.65,30.1,33.6,6.54,0.74,7.28,2012,2.74,80.3,9.1,89.4
2012,1.6,0,1.6,0,0,0,1.6,3.26,0,10.2,2.75,0.03,0,2012,32.6,24.75,28.2,5.67,0,5.67,2011,1.85,86.5,0,86.5
2011,2.29,0,2.29,0,0,0,2.29,4.61,0,14,2.16,0.05,0,2011,43.7,26.75,35.8,6.4,0,6.4,2010,3.38,67.9,0,67.9
2010,3.5,0,3.5,0.5,0,0.5,4,6.4,9.14,22.8,2.58,0.08,0,2010,50.9,33,40.3,8.68,1.24,9.92,2009,5.17,67.7,9.7,77.3
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,50,13.2,32.4,0,0,0,2008,-1.33,0,0,0
2008,6.6,0,6.6,0.47,0,0.47,7.07,-,-,36.2,2.73,0.12,0,2008,67.5,11.9,40.3,16.4,1.17,17.5,2007,8.82,74.8,5.3,80.1
2007,2.5,0,2.5,0,0,0,2.5,-,-,11.7,2.89,0.04,-,2007,85,26.5,48.1,5.2,0,5.2,2006,2.71,92.3,0,92.3
2006,2.5,0,2.5,0,0,0,2.5,-,-,11.7,2.88,0.04,-,2006,29.75,21.15,25.3,9.89,0,9.89,2005,2.71,92.3,0,92.3
2005,3.5,0,3.5,0,0,0,3.5,-,-,16.4,2.43,0.05,-,2005,35.8,18,26.8,13,0,13,2004,4.49,78,0,78
2004,1,0,1,1,0,1,2,-,-,8.53,3.29,0.03,-,2004,51,24,34.7,2.88,2.88,5.76,2003,1.9,52.6,52.6,105
2003,0.5,0,0.5,1,0,1,1.5,-,-,5.81,2.53,0.02,-,2003,26.5,14.9,20.3,2.46,4.92,7.37,2002,1.85,27,54.1,81.1
2002,0.5,0,0.5,1,0,1,1.5,-,-,0,0,0,-,2002,32,14.7,23.9,2.09,4.18,6.27,2001,2.17,23,46.1,69.1
2001,0.5,0,0.5,0.48,0.02,0.5,1,-,-,0,0,0,-,2001,21.4,8.5,14.5,3.45,3.45,6.9,2000,0.79,63.3,63.3,127
2000,0,0,0,1.47,0.03,1.5,1.5,-,-,0,0,0,-,2000,28.2,8.1,16,0,9.36,9.36,1999,1.56,0,96.2,96.2
1999,0,0,0,1.44,0.06,1.5,1.5,-,-,0,0,0,-,1999,35.29,15.5,25.2,0,5.94,5.94,1998,1.82,0,82.4,82.4
1998,0,0,0,1.92,0.08,2,2,-,-,0,0,0,-,-,-,-,-,-,-,-,1997,1.51,0,132,132
1997,0,0,0,2.41,0.09,2.5,2.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1996,2.91,0,85.8,85.8
1996,0,0,0,1.88,0.11,1.99,1.99,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,3.06,0,64.9,64.9
1995,0,0,0,0.87,0.12,0.99,0.99,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,1.51,0,1.51,0.56,0.02,0.58,2.09,,,,,,,平均,41.7,22.2,31.2,5.8,1.7,7.5,平均,2.87,49.8,30.5,80.4
累計,39.2,0,39.2,14.7,0.52,15.2,54.4,,,,,,,累計,,,,,,,累計,66.1,,,
