盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,10.35,7.05,8.67,0,0,0,2017,-0.93,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,11.3,9.31,10.1,0,0,0,2016,-1.19,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,12.2,9.28,10.6,0,0,0,2015,-0.41,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,17.45,7.97,12,0,0,0,2014,-2.35,0,0,0
2014,0.46,0,0.46,0,0,0,0.46,15.2,0,15.5,0.84,0.46,0,2014,19.65,13.9,16.8,2.73,0,2.73,2013,0.56,82.1,0,82.1
2013,0.7,0,0.7,0,0,0,0.7,23,0,23.5,0.71,0.7,0,2013,19.8,14.5,16.9,4.14,0,4.14,2012,1,70,0,70
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2011,3.25,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2010,1.12,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2009,1.09,0,0,0
平均,0.13,0,0.13,0,0,0,0.13,,,,,,,平均,15.1,10.3,12.5,1.1,0,1.1,平均,0.24,16.9,0,16.9
累計,1.16,0,1.16,0,0,0,1.16,,,,,,,累計,,,,,,,累計,2.14,,,
