盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,3.04,0.71,3.75,0,0,0,3.75,122,0,-,-,-,-,2018,79.4,69.8,75.3,4.98,0,4.98,2017,3.33,113,0,113
2017,3.13,0.62,3.75,0,0,0,3.75,122,0,-,-,-,-,2017,79.9,70.2,73.8,5.08,0,5.08,2016,3.5,107,0,107
2016,3.17,0.58,3.75,0,0,0,3.75,122,0,-,-,-,-,2016,81.9,64.5,73.1,5.13,0,5.13,2015,3.52,106,0,106
2015,3.17,0.58,3.75,0,0,0,3.75,122,0,103,0.89,2.05,0,2015,80.5,65,72.3,5.19,0,5.19,2014,3.52,106,0,106
2014,3.16,0.59,3.75,0,0,0,3.75,122,0,103,0.87,2.06,0,2014,73,57,64.2,5.84,0,5.84,2013,3.61,104,0,104
2013,2.93,0.57,3.5,0,0,0,3.5,114,0,95.4,0.9,1.91,0,2013,83,59.6,71,4.93,0,4.93,2012,3.25,108,0,108
2012,2.47,0.53,3,0,0,0,3,0,0,79.9,0.9,1.6,0,2012,76.1,53,66.6,4.51,0,4.51,2011,2.73,110,0,110
2011,2.5,0,2.5,0,0,0,2.5,81.5,0,79.6,0.9,1.59,0,2011,61.1,41.55,46.9,5.33,0,5.33,2010,2.72,91.9,0,91.9
2010,2.8,0,2.8,0,0,0,2.8,91.2,0,83.3,0.9,1.67,0,2010,45.6,36.9,40.7,6.88,0,6.88,2009,2.83,98.9,0,98.9
2009,2.8,0,2.8,0,0,0,2.8,91.2,0,91.2,0.9,1.82,0,2009,41,31.2,36.5,7.66,0,7.66,2008,3.09,90.6,0,90.6
2008,3.1,0,3.1,0,0,0,3.1,-,-,105,0.9,2.1,0,2008,54.9,29.25,43.7,7.09,0,7.09,2007,3,103,0,103
2007,3.1,0,3.1,0,0,0,3.1,-,-,118,0.9,2.36,-,2007,44.5,35.3,39.2,7.9,0,7.9,2006,3.4,91.2,0,91.2
2006,3.1,0,3.1,0,0,0,3.1,-,-,132,0.9,2.65,-,2006,43,34.1,37.4,8.29,0,8.29,2005,3.8,81.6,0,81.6
2005,3,0,3,0,0,0,3,-,-,126,0.9,2.53,-,2005,43.4,35,39,7.7,0,7.7,2004,3.75,80,0,80
2004,1.4,0,1.4,0.46,0.54,1,2.4,-,-,73.7,0.9,1.47,-,2004,38.7,25.4,32.4,4.32,3.08,7.4,2003,3.04,46.1,32.9,78.9
2003,1.3,0,1.3,1.69,0.01,1.7,3,-,-,70.3,0.9,1.41,-,2003,31.2,21.8,25.3,5.14,6.72,11.9,2002,3.39,38.3,50.1,88.5
2002,1,0,1,2.1,0.1,2.2,3.2,-,-,0,0,0,-,2002,48.4,25.2,35.9,2.79,6.13,8.92,2001,3.52,28.4,62.5,90.9
2001,0,0,0,2.5,1,3.5,3.5,-,-,-,-,-,-,2001,52.5,33.1,44.6,0,7.84,7.84,2000,3.27,0,107,107
2000,0.22,0,0.22,0,0.78,0.78,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,1.49,14.7,52.4,67.1
1999,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,-,-,-,-
平均,2.27,0.21,2.48,0.34,0.12,0.46,2.94,,,,,,,平均,58.8,43.8,51,5.5,1.3,6.8,平均,3.2,80,16.1,96
累計,45.4,4.18,49.6,6.75,2.43,9.18,58.8,,,,,,,累計,,,,,,,累計,60.8,,,
