盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,7.32,5.99,6.51,0,0,0,2017,-2.39,0,0,0
2017,0.25,0,0.25,0,0,0,0.25,0.57,0,-,-,-,-,2017,8.83,6.2,7,3.57,0,3.57,2016,0.09,278,0,278
2016,0.3,0,0.3,0,0,0,0.3,0.68,0,-,-,-,-,2016,7.36,5.95,6.44,4.66,0,4.66,2015,0.54,55.6,0,55.6
2015,0.3,0,0.3,0,0,0,0.3,0.68,0,3.98,2.72,0.07,0,2015,9.04,5.9,7.53,3.98,0,3.98,2014,0.65,46.2,0,46.2
2014,0.1,0,0.1,0,0,0,0.1,0.23,0,0,0,0,0,2014,9,7.49,8.07,1.24,0,1.24,2013,-0.15,-66.7,0,-66.7
2013,0.31,0,0.31,0.2,0,0.2,0.51,0.68,4.54,4.36,2.7,0.07,0,2013,9.5,7.32,8.4,3.65,2.44,6.09,2012,0.7,43.9,29.2,73.1
2012,0.3,0,0.3,0.5,0,0.5,0.8,0.66,11,6.35,2.7,0.11,0,2012,9.83,7.21,8.62,3.48,5.8,9.28,2011,1.06,28.3,47.2,75.5
2011,0.14,0,0.14,0.56,0,0.56,0.7,0.29,11.7,7.84,1.65,0.13,0,2011,16.1,6.34,11.6,1.21,4.84,6.05,2010,2.27,6.2,24.7,30.8
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,16.4,5.55,8.49,0,0,0,2009,0.76,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,8.58,3.81,6.69,0,0,0,2008,0.54,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,9.4,2.84,5.73,0,0,0,2007,0.26,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,12.5,5.32,7.02,0,0,0,2006,-2.45,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,7.23,2.26,3.23,0,0,0,2005,-1.61,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,6.15,2.38,3.82,0,0,0,2004,0.08,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,9.95,4.01,6.43,0,0,0,2003,0.1,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,6.1,2.26,4.23,0,0,0,2002,-2.53,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,6.4,2.15,3.53,0,0,0,2001,-1.27,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,6.7,1.86,3.34,0,0,0,2000,0.5,0,0,0
2000,0,0,0,0,0,0,0,-,-,0,0,0,-,2000,11.05,1.76,5.24,0,0,0,1999,-0.78,0,0,0
1999,0,0,0,0,0.3,0.3,0.3,-,-,0,0,0,-,1999,15.2,5.8,9.76,0,3.08,3.08,1998,0.01,0,3000,3000
1998,0,0,0,0,0,0,0,-,-,0,0,0,-,1998,24.2,11,18.2,0,0,0,1997,-1.05,0,0,0
1997,0,0,0,0,0.5,0.5,0.5,-,-,0,0,0,-,1997,28.2,14.9,20.4,0,2.45,2.45,1996,0.18,0,278,278
1996,0,0,0,0.46,0.04,0.5,0.5,-,-,0,0,0,-,1996,27.6,18.7,22.4,0,2.23,2.23,1995,0.54,0,92.6,92.6
1995,0,0,0,1,0.04,1.04,1.04,-,-,0,0,0,-,1995,31,13.5,21.5,0,4.83,4.83,1994,1.39,0,74.8,74.8
1994,0,0,0,1.84,0.06,1.9,1.9,-,-,0,0,0,-,1994,47,25.4,34.6,0,5.5,5.5,1993,2,0,95.1,95.1
1993,0,0,0,2.22,0.08,2.3,2.3,-,-,0,0,0,-,1993,62,35.79,44.7,0,5.15,5.15,1992,2.84,0,80.9,80.9
1992,0,0,0,2.62,0.17,2.79,2.79,-,-,0,0,0,-,-,-,-,-,-,-,-,1991,4.01,0,69.5,69.5
1991,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1990,-,-,-,-
平均,0.06,0,0.06,0.34,0.04,0.38,0.44,,,,,,,平均,15.9,8.14,11.3,0.8,1.4,2.2,平均,0.23,14.5,140,155
累計,1.7,0,1.7,9.4,1.19,10.6,12.3,,,,,,,累計,,,,,,,累計,6.3,,,
