盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1,0,1,0,0,0,1,0.65,0,-,-,-,-,2018,27.45,15.7,19.6,5.11,0,5.11,2017,1.17,85.5,0,85.5
2017,1.2,0,1.2,0,0,0,1.2,0.78,0,-,-,-,-,2017,28.95,19.9,23.6,5.08,0,5.08,2016,2.95,40.7,0,40.7
2016,1.2,0,1.2,0,0,0,1.2,0.78,0,-,-,-,-,2016,37.4,22.1,29.7,4.04,0,4.04,2015,3.42,35.1,0,35.1
2015,0.89,0,0.89,0,0,0,0.89,0.58,0,1.96,1.49,0.05,0,2015,45.55,18,30.2,2.95,0,2.95,2014,2.01,44.3,0,44.3
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,25,14.15,20.2,0,0,0,2013,1.38,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,25.7,6.2,12.3,0,0,0,2012,-0.25,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8.28,5.08,5.93,0,0,0,2011,-0.48,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,9.2,5.36,7.42,0,0,0,2010,-0.86,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,11.8,6.36,9.19,0,0,0,2009,-0.96,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,8.93,3.61,5.85,0,0,0,2008,-0.56,0,0,0
2008,0.15,0,0.15,0.15,0,0.15,0.3,-,-,0.2,0.26,0,0,2008,12.6,3.61,7.61,2,2,4,2007,1.21,12.6,12.6,25.2
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,17.3,9.25,13.2,0,0,0,2006,0.17,0,0,0
2006,0,0,0,0,0,0,0,-,-,-,-,-,-,2006,11.35,5.01,6.76,0,0,0,2005,-2.91,0,0,0
2005,0.15,0,0.15,0,0,0,0.15,-,-,0.12,0.9,0,-,2005,10.5,6.05,7.25,2.07,0,2.07,2004,0.38,39.5,0,39.5
2004,0.4,0,0.4,0,0,0,0.4,-,-,0.33,0.9,0,-,2004,22,8.5,13.6,2.96,0,2.96,2003,0.78,51.6,0,51.6
2003,0.6,0,0.6,0,0,0,0.6,-,-,0.48,0.9,0,-,2003,20.3,13.8,16,3.75,0,3.75,2002,0.82,73.2,0,73.2
2002,0.7,0,0.7,0.8,0,0.8,1.5,-,-,-,-,-,-,2002,21.6,17,19.1,3.67,4.19,7.86,2001,1.63,42.9,49.1,92
2001,0.2,0,0.2,1.45,0,1.45,1.65,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,2.6,7.7,55.8,63.5
2000,1,0,1,1.5,0,1.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,3.45,29,43.5,72.5
1999,0,0,0,3,0,3,3,-,-,0,-,0,-,-,-,-,-,-,-,-,1998,-,-,-,-
平均,0.37,0,0.37,0.35,0,0.35,0.72,,,,,,,平均,20.2,10.6,14.6,1.9,0.4,2.2,平均,0.84,24.3,8.5,32.8
累計,7.49,0,7.49,6.9,0,6.9,14.4,,,,,,,累計,,,,,,,累計,15.9,,,
