盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,4.5,0,4.5,0,0,0,4.5,6.44,0,-,-,-,-,2018,88,74.8,79.8,5.64,0,5.64,2017,5.06,88.9,0,88.9
2017,5,0,5,0,0,0,5,7.32,0,-,-,-,-,2017,105,79.3,94.9,5.27,0,5.27,2016,6.02,83.1,0,83.1
2016,6,0,6,0,0,0,6,8.78,0,-,-,-,-,2016,118.5,89.7,105,5.71,0,5.71,2015,7.02,85.5,0,85.5
2015,5.95,0,5.95,0,0.5,0.5,6.45,8.3,6.92,2.1,0.22,0.73,0,2015,136,78,112,5.33,0.44,5.77,2014,7.25,82.1,6.8,88.9
2014,6,0,6,0,1,1,7,7.2,12,2.4,0.28,0.7,0,2014,140.5,99,119,5.05,0.84,5.89,2013,7.38,81.3,13.5,94.8
2013,3.35,0,3.35,0.96,0,0.96,4.31,3.64,10.4,2.4,0.39,0.68,0,2013,128,67.7,93.2,3.6,1.03,4.63,2012,6.07,55.3,15.8,71.1
2012,3.5,0,3.5,1,0,1,4.5,3.19,9.12,2.4,0.45,0.64,0,2012,77.6,56,66.8,5.24,1.5,6.73,2011,5.91,59.2,16.9,76.1
2011,4.5,0,4.5,0,1,1,5.5,3.72,8.27,2.4,0.41,0.68,0,2011,93.5,50.6,72.6,6.19,1.38,7.57,2010,7.04,63.9,14.2,78.1
2010,4,0,4,0.5,0,0.5,4.5,3.15,3.93,2.4,0.44,0.66,0,2010,98,72.5,83.4,4.8,0.6,5.4,2009,6.93,57.7,7.2,64.9
2009,4,0,4,0,0,0,4,-,-,-,-,-,-,2009,93.5,41.5,69.2,5.78,0,5.78,2008,5.66,70.7,0,70.7
2008,5,0,5,1,0,1,6,-,-,2.4,0.39,0.12,2.5,2008,130,32.55,78,6.41,1.28,7.7,2007,8.38,59.7,11.9,71.6
2007,3.5,0,3.5,1.5,0,1.5,5,-,-,2.4,0.57,0.12,-,2007,177,72.3,115,3.06,1.31,4.37,2006,6.88,50.9,21.8,72.7
2006,2.5,0,2.5,1.5,0,1.5,4,-,-,2.4,0.92,0.1,-,2006,77.4,49.3,62.3,4.01,2.41,6.42,2005,5.28,47.3,28.4,75.7
2005,2.45,0,2.45,0.98,0,0.98,3.43,-,-,2,0.96,0.06,-,2005,61.5,38,47.5,5.16,2.06,7.23,2004,4.85,50.6,20.2,70.8
2004,1.5,0,1.5,1.5,0,1.5,2.99,-,-,1.6,1.06,0.05,-,2004,63.5,42.8,51.8,2.89,2.89,5.78,2003,4.16,36,36,72
2003,1.5,0,1.5,1.5,0,1.5,3,-,-,1.6,1.17,0.05,-,2003,65,44.2,52.6,2.85,2.85,5.71,2002,4.38,34.2,34.2,68.5
2002,0,0,0,1.8,1,2.8,2.8,-,-,0,0,0,-,2002,56,43.5,48.4,0,5.78,5.78,2001,4.04,0,69.3,69.3
2001,0,0,0,0.45,1,1.45,1.45,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,2.22,0,65.3,65.3
平均,3.51,0,3.51,0.7,0.25,0.95,4.47,,,,,,,平均,101,60.7,79.5,4.5,1.4,6,平均,5.81,55.9,20.1,76
累計,63.2,0,63.2,12.7,4.49,17.2,80.4,,,,,,,累計,,,,,,,累計,105,,,
