盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,5,0.6,5.6,0,0,0,5.6,152,0,-,-,-,-,2018,112,104.5,108,5.17,0,5.17,2017,5.21,108,0,108
2017,5.21,0.39,5.6,0,0,0,5.6,152,0,-,-,-,-,2017,116.5,102,109,5.13,0,5.13,2016,5.63,99.5,0,99.5
2016,5.6,0,5.6,0,0,0,5.6,152,0,-,-,-,-,2016,116.5,96.4,108,5.19,0,5.19,2015,5.76,97.2,0,97.2
2015,5.6,0,5.6,0,0,0,5.6,152,0,33.8,0.23,3.96,0,2015,113,95,104,5.39,0,5.39,2014,5.56,101,0,101
2014,5.6,0,5.6,0,0,0,5.6,151,0,42.1,0.27,4.21,0,2014,104.5,85,94.8,5.91,0,5.91,2013,5.79,96.7,0,96.7
2013,5.4,0.1,5.5,0,0,0,5.5,148,0,39.7,0.27,3.97,0,2013,121.5,87.2,104,5.26,0,5.26,2012,5.46,101,0,101
2012,5.16,0,5.16,0,0,0,5.16,139,0,36.3,0.27,3.63,0,2012,115.5,86.3,98.3,5.25,0,5.25,2011,4.7,110,0,110
2011,4.16,0,4.16,0,0,0,4.16,124,0,37.3,0.27,3.73,0,2011,98.3,65.2,78.2,5.32,0,5.32,2010,4.62,90.1,0,90.1
2010,5.03,0,5.03,0,0,0,5.03,150,0,37.5,0.27,3.75,0,2010,70,58.5,63.2,7.95,0,7.95,2009,4.66,108,0,108
2009,4.69,0,4.69,0,0,0,4.69,140,0,41.5,0.27,4.15,0,2009,62.5,44.25,53.4,8.77,0,8.77,2008,5.18,90.5,0,90.5
2008,2.54,0,2.54,0,0,0,2.54,-,-,18.1,0.27,1.81,0,2008,60.5,40.05,52.5,4.84,0,4.84,2007,1.68,151,0,151
2007,2.59,0,2.59,0,0,0,2.59,-,-,43.2,0.27,4.32,-,2007,45.8,31.65,38.2,6.77,0,6.77,2006,3.28,78.9,0,78.9
2006,2.62,0,2.62,0,0,0,2.62,-,-,40.4,0.25,4.04,-,2006,33.85,28,31.1,8.41,0,8.41,2005,3.31,79.1,0,79.1
2005,2.47,0,2.47,0,0,0,2.47,-,-,63.9,0.38,3.84,-,2005,36,26.2,31.1,7.95,0,7.95,2004,3.55,69.7,0,69.7
2004,2.38,0,2.38,0,0,0,2.38,-,-,61.7,0.46,3.7,-,2004,35.6,28,32.5,7.3,0,7.3,2003,2.91,81.6,0,81.6
2003,2,0,2,0.4,0,0.4,2.4,-,-,65.3,0.44,3.92,-,2003,32.2,22.4,26.5,7.54,1.51,9.05,2002,3.33,60.1,12,72.1
2002,1.9,0,1.9,1.9,0,1.9,3.8,-,-,0,0,0,-,2002,47.3,26.2,38.3,4.96,4.96,9.92,2001,4.56,41.7,41.7,83.3
2001,0,0,0,3.2,0,3.2,3.2,-,-,0,0,0,-,2001,60,32.5,43.9,0,7.29,7.29,2000,5.13,0,62.4,62.4
2000,0,0,0,3.8,0,3.8,3.8,-,-,0,0,0,-,2000,90,47.1,64.2,0,5.92,5.92,1999,3.22,0,118,118
1999,1.8,0,1.8,0,0,0,1.8,-,-,0,0,0,-,-,-,-,-,-,-,-,1998,4.54,39.6,0,39.6
1998,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,-,-,-,-
平均,3.32,0.05,3.37,0.44,0,0.44,3.82,,,,,,,平均,77.4,58.2,67.3,5.6,1,6.7,平均,4.4,80.1,11.7,91.8
累計,69.7,1.09,70.8,9.3,0,9.3,80.1,,,,,,,累計,,,,,,,累計,88.1,,,
