盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,4.19,2.21,2.91,0,0,0,2017,-0.21,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,4.32,2.11,2.83,0,0,0,2016,0.16,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,3.38,1.31,2.02,0,0,0,2015,-0.27,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3.1,1.18,2.05,0,0,0,2014,-0.29,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4.3,2.05,3.21,0,0,0,2013,0.02,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3.92,1.66,2.71,0,0,0,2012,-2.26,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,4,1.4,2.33,0,0,0,2011,-1.94,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,10,1.55,4.82,0,0,0,2010,-1.84,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,15,8.61,10.4,0,0,0,2009,-2,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,18.6,9.65,12.8,0,0,0,2008,-2.49,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,24.35,8.14,16,0,0,0,2007,-2.51,0,0,0
2007,0.8,0,0.8,0,0,0,0.8,-,-,17.3,4.54,0.35,-,2007,34.4,12.9,20.6,3.89,0,3.89,2006,1.28,62.5,0,62.5
2006,0.8,0,0.8,0,0,0,0.8,-,-,17.2,4.64,0.34,-,2006,16.1,11.85,13.5,5.93,0,5.93,2005,1.25,64,0,64
2005,0.8,0,0.8,0,0,0,0.8,-,-,16.5,4.33,0.33,-,2005,17.25,11.7,14.4,5.57,0,5.57,2004,1.28,62.5,0,62.5
2004,0.4,0,0.4,0,0,0,0.4,-,-,5.02,4.45,0.1,-,2004,20.3,11.6,15.1,2.64,0,2.64,2003,0.38,105,0,105
2003,0.3,0,0.3,0.3,0,0.3,0.61,-,-,20.7,34,0.21,-,2003,17,10,13,2.33,2.33,4.67,2002,0.21,145,145,290
2002,0,0,0,0,0.5,0.5,0.5,-,-,0,0,0,-,2002,36.4,13.35,22,0,2.28,2.28,2001,0.22,0,227,227
2001,0,0,0,0.65,0.55,1.2,1.2,-,-,-,-,-,-,2001,47,15.1,27.6,0,4.35,4.35,2000,1.36,0,88.2,88.2
2000,0,0,0,1.4,0.6,2,2,-,-,0,0,0,-,2000,135.5,23.6,64.8,0,3.09,3.09,1999,2.33,0,85.8,85.8
1999,0,0,0,1.11,0.19,1.3,1.3,-,-,0,0,0,-,1999,76.5,33,48.4,0,2.69,2.69,1998,2.34,0,55.6,55.6
1998,0.4,0,0.4,0.8,0.2,1,1.4,-,-,0,0,0,-,1998,69,39.6,52.9,0.76,1.89,2.65,1997,1.67,24,59.9,83.8
1997,0.7,0,0.7,0.5,0,0.5,1.2,-,-,0,0,0,-,1997,60,29,43.3,1.62,1.15,2.77,1996,0.74,94.6,67.6,162
1996,0,0,0,0.7,0.7,1.4,1.4,-,-,0,0,0,-,1996,38.79,25.4,31.4,0,4.47,4.47,1995,1.01,0,139,139
1995,0,0,0,0.6,0.6,1.2,1.2,-,-,0,0,0,-,1995,55,26.9,36.6,0,3.27,3.27,1994,1.01,0,119,119
1994,0.5,0,0.5,0,0.5,0.5,1,-,-,0,0,0,-,1994,72.5,45.5,54.3,0.92,0.92,1.84,1993,0.74,68,68,136
1993,0,0,0,0.5,0.5,1,1,-,-,0,0,0,-,1993,65,38.1,48.8,0,2.05,2.05,1992,0.86,0,116,116
1992,0.5,0,0.5,2,1,3,3.5,-,-,0,0,0,-,1992,126,41.1,83.4,0.6,3.6,4.2,1991,3.59,13.9,83.6,97.5
1991,0.6,0,0.6,3,3,6,6.6,-,-,0,0,0,-,1991,120,77,102,0.59,5.91,6.5,1990,8.1,7.4,74,81.5
1990,0.5,0,0.5,2,3,5,5.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1989,-,-,-,-
1989,1,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
1988,0,0,0,10,0,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1987,-,-,-,-
1987,0,0,0,8,0,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1986,-,-,-,-
平均,0.23,0,0.23,0.99,0.35,1.34,1.57,,,,,,,平均,39.4,18.1,26.9,0.9,1.4,2.2,平均,0.53,23.1,47.5,70.6
累計,7.3,0,7.3,31.6,11.3,42.9,50.2,,,,,,,累計,,,,,,,累計,14.7,,,
