盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.3,0,1.3,0,0,0,1.3,7.66,0,-,-,-,-,2018,30.8,24.6,26.7,4.87,0,4.87,2017,1.65,78.8,0,78.8
2017,1.2,0,1.2,0,0,0,1.2,7.07,0,-,-,-,-,2017,27.5,22.15,23.4,5.12,0,5.12,2016,1.61,74.5,0,74.5
2016,1.3,0,1.3,0,0,0,1.3,7.66,0,-,-,-,-,2016,25.5,21.95,23.6,5.51,0,5.51,2015,1.8,72.2,0,72.2
2015,1.6,0,1.6,0,0,0,1.6,9.42,0,9.56,0.55,0.29,0,2015,30.5,19.9,24.6,6.5,0,6.5,2014,2.93,54.6,0,54.6
2014,1.2,0,1.2,0,0,0,1.2,7.07,0,7.47,0.97,0.22,0,2014,27.1,17.35,21.3,5.63,0,5.63,2013,1.3,92.3,0,92.3
2013,1.2,0,1.2,0,0,0,1.2,7.07,0,8.26,1.56,0.22,0,2013,21.1,17.1,19.2,6.26,0,6.26,2012,0.9,133,0,133
2012,1.5,0,1.5,0,0,0,1.5,8.84,0,12.3,1.19,0.37,0,2012,25.7,18.05,20.5,7.33,0,7.33,2011,1.76,85.2,0,85.2
2011,0.7,0,0.7,0.7,0,0.7,1.4,3.85,38.5,10.8,1.17,0.32,0,2011,21.15,16.9,19.2,3.65,3.65,7.3,2010,1.68,41.7,41.7,83.3
2010,1,0,1,0.4,0,0.4,1.4,5.29,21.2,10.2,1.03,0.31,0,2010,19,15.45,17.3,5.8,2.32,8.11,2009,1.87,53.5,21.4,74.9
2009,1.2,0,1.2,0,0,0,1.2,6.35,0,7.62,0.87,0.23,0,2009,17.6,11.85,14.9,8.04,0,8.04,2008,1.76,68.2,0,68.2
2008,0.4,0,0.4,0.55,0.05,0.6,1,-,-,4.47,1.17,0,1.34,2008,26.5,9.61,15.6,2.56,3.84,6.4,2007,0.85,47.1,70.6,118
2007,0.49,0,0.49,0.49,0,0.49,0.99,-,-,4.51,0.82,0,-,2007,23.05,12.3,16.8,2.95,2.95,5.89,2006,1.36,36.4,36.4,72.7
2006,0.99,0,0.99,0,0,0,0.99,-,-,-,-,-,-,2006,13.3,10,11.8,8.4,0,8.4,2005,0.83,119,0,119
2005,1.29,0,1.29,0,0,0,1.29,-,-,7.09,1.05,0.21,-,2005,16.4,11.2,13.8,9.35,0,9.35,2004,1.85,69.6,0,69.6
2004,0.2,0,0.2,0.78,0,0.78,0.98,-,-,3.17,0.9,0,-,2004,16.5,12.2,14.3,1.37,5.49,6.86,2003,1.12,17.5,69.9,87.4
2003,1,0,1,0,0,0,1,-,-,3.97,0.9,0.08,-,2003,13.35,11.1,11.8,8.46,0,8.46,2002,1.5,66.7,0,66.7
2002,0.4,0,0.4,1.2,0,1.2,1.6,-,-,0,0,0,-,2002,16.5,10.25,13.1,3.06,9.19,12.2,2001,2.15,18.6,55.8,74.4
2001,0.3,0,0.3,1.1,0,1.1,1.4,-,-,0,0,0,-,2001,16.6,10.6,13.4,2.24,8.23,10.5,2000,2.12,14.2,51.9,66
2000,0.2,0,0.2,0.4,0,0.4,0.6,-,-,0,0,0,-,2000,21.4,11.5,16.2,1.24,2.47,3.71,1999,0.67,29.9,59.7,89.6
1999,0,0,0,0.5,0,0.5,0.5,-,-,0,-,0,-,-,-,-,-,-,-,-,1998,-,-,-,-
1998,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,-,-,-,-
平均,0.83,0,0.83,0.29,0,0.29,1.13,,,,,,,平均,21.6,15,17.8,5.2,2,7.2,平均,1.56,61.8,21.4,83.2
累計,17.5,0,17.5,6.13,0.05,6.18,23.6,,,,,,,累計,,,,,,,累計,29.7,,,
