盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.1,0.89,0.99,0,0,0,0.99,0.8,0,-,-,-,-,2018,41,31.1,35.4,2.79,0,2.79,2017,1.06,93.3,0,93.3
2017,0.6,0.4,1,1,0,1,2,0.7,6.97,-,-,-,-,2017,42.25,29.5,34.4,2.91,2.91,5.81,2016,2.01,49.8,49.8,99.5
2016,0,0.5,0.5,0,0,0,0.5,0.33,0,-,-,-,-,2016,55.2,16.25,37.9,1.32,0,1.32,2015,-0.39,-128,0,-128
2015,0.2,1.3,1.5,0,0,0,1.5,1.02,0,0.1,0.88,0,0,2015,39.2,11.35,24.9,6.02,0,6.02,2014,0.16,938,0,938
2014,2,0,2,0,0,0,2,1.36,0,1.86,1.21,0.05,0,2014,68.5,27.8,46.5,4.3,0,4.3,2013,2.51,79.7,0,79.7
2013,0,3,3,14,0,14,17,0.75,35.2,3.86,2.09,0.02,0,2013,53.7,42.5,47.3,6.35,29.6,36,2012,7.54,39.8,186,226
2012,5,0,5,0.5,0,0.5,5.5,1.2,1.2,2.4,0.9,0.02,0,-,-,-,-,-,-,-,2011,12.44,40.2,4,44.2
2011,4,0,4,1,0,1,5,0.78,1.95,1.85,0.9,0.02,0,-,-,-,-,-,-,-,2010,10.52,38,9.5,47.5
2010,0,0,0,3,0,3,3,0,4.5,0.46,0.91,0,0,-,-,-,-,-,-,-,2009,5.94,0,50.5,50.5
平均,1.32,0.68,2,2.17,0,2.17,4.17,,,,,,,平均,50,26.4,37.7,3.9,5.4,9.4,平均,4.64,128,33.3,161
累計,11.9,6.09,18,19.5,0,19.5,37.5,,,,,,,累計,,,,,,,累計,41.8,,,
