盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.35,0,0.35,0,0,0,0.35,0.68,0,-,-,-,-,2018,13.3,11.15,12.1,2.89,0,2.89,2017,0.58,60.3,0,60.3
2017,0,0.2,0.2,0,0,0,0.2,0.39,0,-,-,-,-,2017,13.05,10.7,11.2,1.78,0,1.78,2016,-2.26,-8.8,0,-8.8
2016,0.3,0,0.3,0,0,0,0.3,0.59,0,-,-,-,-,2016,12.7,10.1,10.9,2.74,0,2.74,2015,0.21,143,0,143
2015,0.35,0,0.35,0,0,0,0.35,0.69,0,2.57,4.31,0.02,0,2015,18.05,8.52,12.5,2.79,0,2.79,2014,0.3,117,0,117
2014,0.3,0,0.3,0,0,0,0.3,0.59,0,2.2,6.91,0.02,0,2014,18.3,12.9,14.6,2.05,0,2.05,2013,0.16,188,0,188
2013,0.3,0,0.3,0,0,0,0.3,0.59,0,2.2,3.74,0.02,0,2013,17.8,13.15,14.9,2.01,0,2.01,2012,0.3,100,0,100
2012,0.3,0,0.3,0,0,0,0.3,0.59,0,3.2,2.6,0.02,0,2012,17.65,12.05,13.7,2.19,0,2.19,2011,0.62,48.4,0,48.4
2011,0.6,0,0.6,0,0,0,0.6,1.18,0,6.39,3.25,0.03,0,2011,21.8,13.5,17.6,3.41,0,3.41,2010,1,60,0,60
2010,0.85,0,0.85,0,0,0,0.85,1.68,0,9.06,2.37,0.05,0,2010,23.9,18,20.8,4.1,0,4.1,2009,1.94,43.8,0,43.8
2009,0.45,0,0.45,0.1,0,0.1,0.55,0.88,1.95,5.8,3.62,0.03,0,2009,25.8,12.25,18.7,2.4,0.53,2.94,2008,0.82,54.9,12.2,67.1
2008,0.65,0,0.65,0,0,0,0.65,-,-,6.86,4.22,0.03,0,2008,23.3,10.25,16,4.06,0,4.06,2007,0.83,78.3,0,78.3
2007,0.5,0,0.5,0,0,0,0.5,-,-,5.28,5.63,0.03,-,2007,26.1,15.1,19.5,2.56,0,2.56,2006,0.48,104,0,104
2006,0.65,0,0.65,0,0,0,0.65,-,-,6.86,3.47,0.03,-,2006,17.55,12.9,14.2,4.58,0,4.58,2005,1.01,64.4,0,64.4
2005,0.65,0,0.65,0.25,0,0.25,0.9,-,-,9.26,4.11,0.03,-,2005,17.3,12.1,13.6,4.79,1.84,6.63,2004,1.18,55.1,21.2,76.3
2004,0.5,0,0.5,0.4,0,0.4,0.9,-,-,8.88,4.49,0,-,2004,20.7,14,16.5,3.03,2.42,5.45,2003,1.08,46.3,37,83.3
2003,0.35,0,0.35,0.35,0,0.35,0.7,-,-,6.66,4.54,0,-,2003,18.3,12.05,14.2,2.46,2.46,4.92,2002,0.83,42.2,42.2,84.3
2002,0.35,0,0.35,0.35,0.25,0.6,0.95,-,-,0,0,0,-,2002,18.2,10.35,13.1,2.67,4.58,7.25,2001,0.76,46.1,78.9,125
2001,0.4,0,0.4,0.15,0.4,0.55,0.95,-,-,0,0,0,-,2001,15.1,9.65,11.2,3.56,4.9,8.46,2000,0.77,51.9,71.4,123
2000,0.4,0,0.4,0.4,0.8,1.2,1.6,-,-,0,0,0,-,2000,26.4,8.45,16.8,2.39,7.16,9.54,1999,0.98,40.8,122,163
1999,0,0,0,1.06,0.94,2,2,-,-,0,0,0,-,1999,34.2,18.6,25.2,0,7.95,7.95,1998,1.11,0,180,180
1998,0,0,0,1,1.5,2.5,2.5,-,-,0,0,0,-,1998,62.5,26.7,44.3,0,5.64,5.64,1997,1.47,0,170,170
1997,0,0,0,1.18,0.62,1.8,1.8,-,-,0,0,0,-,1997,81,36,56.2,0,3.2,3.2,1996,1.41,0,128,128
1996,0,0,0,1.5,0,1.5,1.5,-,-,0,0,0,-,1996,40.7,25.9,31.5,0,4.76,4.76,1995,1.83,0,82,82
1995,0,0,0,1.5,0,1.5,1.5,-,-,0,0,0,-,1995,59,34.29,46.7,0,3.21,3.21,1994,1.91,0,78.5,78.5
1994,0,0,0,0,0,0,0,-,-,0,0,0,-,1994,58.5,44.9,53.7,0,0,0,1993,2,0,0,0
1993,0,0,0,2,0.14,2.14,2.14,-,-,0,0,0,-,-,-,-,-,-,-,-,1992,2.11,0,102,102
平均,0.32,0.01,0.32,0.39,0.18,0.57,0.9,,,,,,,平均,28,16.5,21.6,2.3,1.9,4.2,平均,0.9,51.3,43.3,94.6
累計,8.25,0.2,8.45,10.2,4.65,14.9,23.3,,,,,,,累計,,,,,,,累計,23.4,,,
