盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.15,0,0.15,0,0,0,0.15,0.58,0,-,-,-,-,2018,13.3,10.45,11.6,1.29,0,1.29,2017,0.03,500,0,500
2017,0.1,0,0.1,0,0,0,0.1,0.39,0,-,-,-,-,2017,12.85,10.05,10.9,0.92,0,0.92,2016,0.33,30.3,0,30.3
2016,0.2,0,0.2,0,0,0,0.2,0.77,0,-,-,-,-,2016,16,10.7,12.9,1.55,0,1.55,2015,0.32,62.5,0,62.5
2015,0.4,0,0.4,0,0,0,0.4,1.55,0,3.44,1.06,0.05,0,2015,18.25,12.7,15.4,2.59,0,2.59,2014,0.88,45.5,0,45.5
2014,0.21,0,0.21,0,0,0,0.21,0.79,0,15.2,2.25,0.15,0,2014,15.1,8.51,10.4,1.97,0,1.97,2013,1.76,11.7,0,11.7
2013,0.1,0,0.1,0,0,0,0.1,0.41,0,7.18,2.7,0.07,0,2013,11,7.95,9.46,1.06,0,1.06,2012,0.69,14.5,0,14.5
2012,0.1,0,0.1,0.25,0,0.25,0.35,0.4,10,4.25,0.45,0.04,0,2012,10.35,7.65,8.74,1.14,2.86,4,2011,2.48,4,10.1,14.1
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,10,4.06,5.27,0,0,0,2010,0.68,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,6.87,4.1,5.09,0,0,0,2009,0.49,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,5,1.6,3.35,0,0,0,2008,-0.09,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,5.89,1.87,3.53,0,0,0,2007,0.25,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,10.45,3.32,6.18,0,0,0,2006,0.06,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,9.82,1.73,3.75,0,0,0,2005,-1.55,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,3.28,1.14,1.92,0,0,0,2004,-1.76,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,7.25,1.1,3.32,0,0,0,2003,4,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,5.7,0.44,1.22,0,0,0,2002,-7.55,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,6.05,0.83,2.84,0,0,0,2001,-2.58,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,6.8,3,4.34,0,0,0,2000,-0.23,0,0,0
2000,0,0,0,0,0.4,0.4,0.4,-,-,0,0,0,-,2000,16.1,3.4,8.52,0,4.7,4.7,1999,0.02,0,2000,2000
1999,0,0,0,0,0,0,0,-,-,-,-,-,-,1999,12.9,5.85,8.94,0,0,0,1998,0.15,0,0,0
1998,0,0,0,0.4,0.4,0.8,0.8,-,-,0,0,0,-,1998,23.1,10.35,16.4,0,4.89,4.89,1997,0.47,0,170,170
1997,0,0,0,0.5,0,0.5,0.5,-,-,0,0,0,-,1997,34,18.5,25.7,0,1.95,1.95,1996,0.55,0,90.9,90.9
1996,0,0,0,0.7,0.3,1,1,-,-,0,0,0,-,1996,29.8,17.7,23.9,0,4.19,4.19,1995,0.67,0,149,149
1995,0,0,0,0.8,0.4,1.2,1.2,-,-,0,0,0,-,1995,31.4,16,21.9,0,5.48,5.48,1994,1.28,0,94,94
1994,0,0,0,0.8,0.4,1.2,1.2,-,-,0,0,0,-,1994,31.3,21.5,25.3,0,4.74,4.74,1993,0.98,0,122,122
1993,0.5,0,0.5,0.7,0.8,1.5,2,-,-,0,0,0,-,1993,33,19.8,24.6,2.04,6.11,8.15,1992,1.72,29.1,87.4,116
1992,0,0,0,1.2,0.8,2,2,-,-,0,0,0,-,1992,52.5,23,38.2,0,5.24,5.24,1991,1.55,0,129,129
1991,0,0,0,0.8,1.2,2,2,-,-,0,0,0,-,1991,61,22.2,45,0,4.44,4.44,1990,1.33,0,150,150
1990,0,0,0,3.1,0,3.1,3.1,-,-,0,-,0,-,-,-,-,-,-,-,-,1989,-,-,-,-
1989,0,0,0,3.4,0,3.4,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
1988,0,0,0,3.2,0.6,3.8,3.8,-,-,-,-,-,-,-,-,-,-,-,-,-,1987,-,-,-,-
1986,0,0,0,0.8,0,0.8,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,1985,-,-,-,-
1985,0.9,0,0.9,0.9,0,0.9,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,1984,-,-,-,-
1984,1.3,0,1.3,1.3,0,1.3,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1983,-,-,-,-
平均,0.12,0,0.12,0.55,0.16,0.71,0.83,,,,,,,平均,17.8,8.91,12.8,0.4,1.6,2,平均,0.25,24.9,107,132
累計,3.96,0,3.96,18.8,5.3,24.1,28.1,,,,,,,累計,,,,,,,累計,6.93,,,
