盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,12.25,9.24,10.3,0,0,0,2017,-0.59,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,12.35,9.68,10.2,0,0,0,2016,-0.25,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,13.1,8.6,9.99,0,0,0,2015,-0.33,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,14.6,8.64,9.94,0,0,0,2014,-0.36,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,14.25,9.28,10.5,0,0,0,2013,-0.3,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,12.65,9.34,10.5,0,0,0,2012,-1.58,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,15.8,8.7,10.6,0,0,0,2011,1.26,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,18.05,8.9,12.5,0,0,0,2010,-1.62,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,30.1,10.15,16,0,0,0,2009,-1.37,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,11.8,9.84,10.8,0,0,0,2008,-0.99,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,16.35,9.88,12.4,0,0,0,2007,-0.37,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,15.8,12.35,13.8,0,0,0,2006,-0.62,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,14.4,12.3,13,0,0,0,2005,0.02,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,13.8,12.3,13.1,0,0,0,2004,-0.45,0,0,0
2004,0,0,0,0,0,0,0,-,-,0.07,0.9,0,-,2004,17.5,11.6,13.4,0,0,0,2003,0.05,0,0,0
2003,0.15,0,0.15,0,0,0,0.15,-,-,0.3,0.9,0,-,2003,15.7,12.05,13.7,1.09,0,1.09,2002,0.21,71.4,0,71.4
2002,0.3,0,0.3,0,0,0,0.3,-,-,0,0,0,-,2002,14.5,10.8,12.6,2.38,0,2.38,2001,0.35,85.7,0,85.7
2001,0,0,0,0.65,0.15,0.8,0.8,-,-,0,0,0,-,2001,17.2,9.75,13.4,0,5.97,5.97,2000,0.74,0,108,108
2000,0,0,0,1.04,0.56,1.6,1.6,-,-,0,0,0,-,2000,30,13.3,21.5,0,7.46,7.46,1999,1.27,0,126,126
1999,0,0,0,1.4,0.6,2,2,-,-,0,0,0,-,1999,29.7,17.7,24.3,0,8.22,8.22,1998,1.33,0,150,150
1998,0,0,0,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,1.66,0,90.3,90.3
1997,0.2,0,0.2,0,0,0,0.2,-,-,0,-,0,-,-,-,-,-,-,-,-,1996,-,-,-,-
1996,0.5,0,0.5,0,0,0,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,-,-,-,-
1995,1,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,1,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
平均,0.13,0,0.13,0.18,0.05,0.24,0.36,,,,,,,平均,17,10.7,13.1,0.2,1.1,1.3,平均,-0.09,7.5,22.6,30.1
累計,3.15,0,3.15,4.59,1.31,5.9,9.05,,,,,,,累計,,,,,,,累計,-1.94,,,
