盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,3,3,6,0,0,0,6,4.76,0,-,-,-,-,2018,90.5,66.2,75.2,7.98,0,7.98,2017,5.5,109,0,109
2017,6,2,8,0,0,0,8,6.34,0,-,-,-,-,2017,98.4,67.6,78.8,10.2,0,10.2,2016,7.59,105,0,105
2016,3.8,0.2,4,0,0,0,4,3.17,0,-,-,-,-,2016,84.9,38.7,58.6,6.83,0,6.83,2015,4.28,93.5,0,93.5
2015,3,0.5,3.5,0,0,0,3.5,2.78,0,6.24,2.14,0.22,0,2015,51,30.6,42.9,8.15,0,8.15,2014,3.67,95.4,0,95.4
2014,3,0,3,0,0,0,3,2.38,0,6.14,2.18,0.19,0,2014,56.9,39.9,46.6,6.44,0,6.44,2013,3.5,85.7,0,85.7
2013,1.52,1.52,3.04,0,0,0,3.04,2.43,0,6.89,1.66,0.23,0,2013,66,38.6,49.6,6.12,0,6.12,2012,5.1,59.5,0,59.5
2012,2,2,4,0,0,0,4,0,0,9.4,1.54,0.31,0,2012,91.9,44.25,63.6,6.29,0,6.29,2011,8.11,49.3,0,49.3
2011,2.5,0,2.5,0,0,0,2.5,1.85,0,10,1.72,0.3,0,2011,72,52.4,59.9,4.17,0,4.17,2010,8.16,30.6,0,30.6
2010,3.5,0,3.5,0,0,0,3.5,2.48,0,17.6,2.61,0.57,0,-,-,-,-,-,-,-,2009,10.02,34.9,0,34.9
2009,1.41,0,1.41,0,0,0,1.41,0,0,0,0,0,0,-,-,-,-,-,-,-,2008,13.76,10.2,0,10.2
平均,2.97,0.92,3.89,0,0,0,3.89,,,,,,,平均,76.4,47.3,59.4,7,0,7,平均,6.97,67.4,0,67.4
累計,29.7,9.22,38.9,0,0,0,38.9,,,,,,,累計,,,,,,,累計,69.7,,,
