盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,72.5,0,72.5,0,0,0,72.5,97.3,0,-,-,-,-,2018,5330,3000,4155,1.75,0,1.75,2017,193.65,37.4,0,37.4
2017,63.5,0,63.5,0,0,0,63.5,85.2,0,-,-,-,-,2017,6075,3780,5028,1.26,0,1.26,2016,169.47,37.5,0,37.5
2016,63.5,0,63.5,0,0,0,63.5,85.2,0,-,-,-,-,2016,3980,1790,3066,2.07,0,2.07,2015,180.08,35.3,0,35.3
2015,51,0,51,0,0,0,51,68.4,0,263,1.35,35,0,2015,3715,2045,2839,1.8,0,1.8,2014,144.91,35.2,0,35.2
2014,28.5,0,28.5,0,0,0,28.5,38.2,0,130,1.35,17.3,0,2014,2640,1105,1978,1.44,0,1.44,2013,71.64,39.8,0,39.8
2013,17,0,17,0,0,0,17,22.8,0,75.2,1.35,10,0,2013,1250,681,932,1.82,0,1.82,2012,41.58,40.9,0,40.9
2012,17,0,17,0,0,0,17,22.8,0,70.3,1.35,9.37,0,2012,899,451,623,2.73,0,2.73,2011,38.76,43.9,0,43.9
2011,13.5,0,13.5,0,0,0,13.5,18.1,0,36.4,0.9,7.28,0,2011,1005,466,785,1.72,0,1.72,2010,30.15,44.8,0,44.8
2010,10,0,10,0,0,0,10,13.4,0,22.5,0.91,4.5,0,2010,765,388,546,1.83,0,1.83,2009,18.62,53.7,0,53.7
2009,10,0,10,0.2,0,0.2,10.2,13,2.6,29.2,0.9,0.87,1.4,2009,465.5,194.5,343,2.92,0.06,2.97,2008,24.92,40.1,0.8,40.9
2008,9.8,0,9.8,0.2,0,0.2,10,-,-,23.1,0.9,1.2,1.9,2008,470,167,345,2.84,0.06,2.9,2007,20.44,47.9,1,48.9
2007,11.4,0,11.4,0.2,0,0.2,11.6,-,-,35.1,0.9,1.91,-,2007,645,260,422,2.7,0.05,2.75,2006,32.06,35.6,0.6,36.2
2006,7,0,7,0.5,0,0.5,7.5,-,-,20,1.17,1.08,-,2006,766,482,635,1.1,0.08,1.18,2005,14.93,46.9,3.3,50.2
2005,4.5,0,4.5,0.5,0,0.5,5,-,-,15.2,1.35,0.42,-,2005,551,128,254,1.77,0.2,1.97,2004,10.48,42.9,4.8,47.7
2004,6,0,6,1,0,1,7,-,-,-,-,-,-,2004,469,168,295,2.03,0.34,2.37,2003,14.08,42.6,7.1,49.7
2003,5,0,5,1,0,1,6,-,-,13.9,1.6,0.37,-,2003,413,171,262,1.91,0.38,2.29,2002,10.18,49.1,9.8,58.9
2002,3,0,3,3,0,3,6,-,-,0,0,0,-,2002,324,152,231,1.3,1.3,2.6,2001,10.03,29.9,29.9,59.8
2001,0,0,0,7,0,7,7,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,14.39,0,48.6,48.6
2000,0,0,0,0,0,0,0,-,-,0,-,0,-,-,-,-,-,-,-,-,1999,-,-,-,-
平均,20.7,0,20.7,0.72,0,0.72,21.4,,,,,,,平均,1751,908,1338,1.9,0.1,2.1,平均,57.8,39.1,5.9,45
累計,393,0,393,13.6,0,13.6,407,,,,,,,累計,,,,,,,累計,1040,,,
