盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.6,0,0.6,0,0,0,0.6,0.88,0,-,-,-,-,2018,16.05,9.1,11.6,5.18,0,5.18,2017,0.86,69.8,0,69.8
2017,0.3,0,0.3,0,0,0,0.3,0.46,0,-,-,-,-,2017,13.35,8.9,10.6,2.84,0,2.84,2016,0.57,52.6,0,52.6
2016,0.8,0,0.8,0,0,0,0.8,1.22,0,-,-,-,-,2016,14.35,7.52,10.5,7.65,0,7.65,2015,0.84,95.2,0,95.2
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10.2,6.21,7.39,0,0,0,2014,-0.36,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8.45,5.65,6.92,0,0,0,2013,-0.31,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8.3,5.11,6.32,0,0,0,2012,0.02,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8.93,4.55,5.97,0,0,0,2011,-0.64,0,0,0
2011,0.2,0,0.2,0,0,0,0.2,0.41,0,1.69,1.87,0.04,0,2011,11.75,4,7.63,2.58,0,2.58,2010,0.42,46.8,0,46.8
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,18.75,9.48,13.6,0,0,0,2009,-0.18,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,14.9,4.42,9.73,0,0,0,2008,-2.59,0,0,0
2008,0.26,0,0.26,0,0,0,0.26,-,-,2.85,2.47,0.07,0,2008,10.65,3,7.14,3.65,0,3.65,2007,0.52,50.1,0,50.1
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,13.7,7.7,10.1,0,0,0,2006,-3.21,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,9.73,3.78,6.06,0,0,0,2005,-1.78,0,0,0
2005,0.1,0,0.1,0.9,0,0.9,1,-,-,11.8,3.91,0.03,-,2005,16,5.9,11,0.9,8.14,9.05,2004,1.47,6.8,61.2,68
2004,0.83,0,0.83,1.24,0,1.24,2.07,-,-,15.5,3.41,0.16,-,2004,38,13.15,24.4,3.38,5.08,8.46,2003,2.66,31.1,46.6,77.7
2003,0.8,0,0.8,1.2,0,1.2,2,-,-,14.9,3.6,0.15,-,2003,40.5,21.6,32.1,2.5,3.74,6.24,2002,2.74,29.2,43.8,73
2002,0.2,0,0.2,1.2,0,1.2,1.4,-,-,0,0,0,-,2002,70,34,53.3,0.37,2.25,2.62,2001,1.79,11.2,67,78.2
2001,0,0,0,1.1,0,1.1,1.1,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,1.86,0,59.1,59.1
2000,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,-,-,-,-
平均,0.21,0,0.21,0.3,0,0.3,0.51,,,,,,,平均,19,9.06,13.8,1.7,1.1,2.8,平均,0.26,21.8,15.4,37.3
累計,4.08,0,4.08,5.64,0,5.64,9.72,,,,,,,累計,,,,,,,累計,4.68,,,
