盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.5,0,1.5,0.5,0.5,1,2.5,1.52,10.1,-,-,-,-,2018,37.5,29.4,33.5,4.48,2.99,7.46,2017,2.8,53.6,35.7,89.3
2017,1.5,0,1.5,0.5,0,0.5,2,1.44,4.82,-,-,-,-,2017,31.85,26.65,29.4,5.1,1.7,6.8,2016,2.48,60.5,20.2,80.6
2016,1.5,0,1.5,0.5,0,0.5,2,1.38,4.59,-,-,-,-,2016,29.8,24.5,26.8,5.61,1.87,7.47,2015,2.45,61.2,20.4,81.6
2015,2,0,2,0,0,0,2,1.83,0,5.48,2.39,0.22,0,2015,37.8,22.6,30.2,6.63,0,6.63,2014,2.5,80,0,80
2014,2,0,2,0.5,0.5,1,3,1.67,8.34,5.48,2.61,0.26,0,2014,40.6,30.9,35.3,5.67,2.84,8.51,2013,2.52,79.4,39.7,119
2013,2,0.5,2.5,0,0.5,0.5,3,1.99,3.97,5.48,2.68,0.18,0,2013,34.5,27.5,30.8,8.11,1.62,9.74,2012,2.58,96.9,19.4,116
2012,2,0,2,0,1,1,3,1.44,7.22,4.98,2.9,0.17,0,2012,33.55,21.1,27.3,7.34,3.67,11,2011,2.38,84,42,126
2011,1.5,0,1.5,0,1,1,2.5,0.98,6.56,3.39,2.85,0.11,0,2011,29.7,20,23.7,6.32,4.22,10.5,2010,1.81,82.9,55.2,138
2010,1.2,0,1.2,0,0.8,0.8,2,0.73,4.86,2.51,3.18,0.08,0,2010,30.2,19.25,24,5,3.34,8.34,2009,1.22,98.4,65.6,164
2009,1.2,0,1.2,0,0,0,1.2,0.81,0,2.79,2.95,0.09,0,2009,30,9.63,15.6,7.7,0,7.7,2008,1.37,87.6,0,87.6
2008,1,0,1,0.5,0.5,1,2,-,-,3.27,2.48,0.11,0,2008,25.6,8.42,17.4,5.76,5.76,11.5,2007,2.1,47.6,47.6,95.2
2007,0.9,0,0.9,0,0,0,0.9,-,-,1.96,2.92,0.07,-,2007,29.4,15.6,22,4.08,0,4.08,2006,1.1,81.8,0,81.8
2006,0.1,0,0.1,0,0,0,0.1,-,-,0.21,3.17,0.01,-,2006,17.5,8.6,12.4,0.8,0,0.8,2005,0.1,100,0,100
2005,0.25,0,0.25,0,0,0,0.25,-,-,0.57,1.67,0.02,-,2005,13.5,7.2,9.7,2.58,0,2.58,2004,0.51,49,0,49
2004,0.25,0,0.25,0,0,0,0.25,-,-,0.59,2.52,0.02,-,2004,18.5,8.4,11.3,2.21,0,2.21,2003,0.34,73.5,0,73.5
2003,0.5,0,0.5,0.5,0,0.5,1,-,-,2.21,3.44,0.01,-,2003,18.3,11.8,14.7,3.4,3.4,6.81,2002,1.04,48.1,48.1,96.2
2002,0.75,0,0.75,1.5,0,1.5,2.25,-,-,0,0,0,-,2002,78.5,14.5,37.4,2,4.01,6.01,2001,4.02,18.7,37.3,56
2001,0.6,0,0.6,3,1,4,4.6,-,-,0,0,0,-,2001,92.5,35.1,53.3,1.13,7.51,8.63,2000,5.45,11,73.4,84.4
2000,0,0,0,2.25,1,3.25,3.25,-,-,0,0,0,-,-,-,-,-,-,-,-,1999,5.11,0,63.6,63.6
1999,0,0,0,1.09,0,1.09,1.09,-,-,0,-,0,-,-,-,-,-,-,-,-,1998,-,-,-,-
平均,1.04,0.02,1.06,0.54,0.34,0.88,1.94,,,,,,,平均,35,19,25.3,4.7,2.4,7,平均,2.2,63.9,29.9,93.8
累計,20.8,0.5,21.2,10.8,6.8,17.6,38.9,,,,,,,累計,,,,,,,累計,41.9,,,
