盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.5,0,1.5,0,0,0,1.5,5.78,0,-,-,-,-,2018,32.1,27,29.6,5.07,0,5.07,2017,1.58,94.9,0,94.9
2017,1.7,0,1.7,0,0,0,1.7,6.55,0,-,-,-,-,2017,33.4,26.4,30.1,5.65,0,5.65,2016,2.6,65.4,0,65.4
2016,2.1,0,2.1,0,0,0,2.1,8.09,0,-,-,-,-,2016,43.2,23.7,31.7,6.62,0,6.62,2015,2.8,75,0,75
2015,1.5,0,1.5,0,0,0,1.5,5.9,0,18.8,3.52,0.19,0,2015,33.5,20.55,28.7,5.23,0,5.23,2014,1.36,110,0,110
2014,3,0,3,0.2,0,0.2,3.2,11.6,7.72,39.4,1.23,0.39,0,2014,41.35,22.5,33,9.08,0.61,9.68,2013,8.28,36.2,2.4,38.6
2013,1,0,1,0.2,0,0.2,1.2,3.78,7.57,14.5,2.15,0.14,0,2013,48.3,27,40.1,2.5,0.5,3,2012,1.78,56.2,11.2,67.4
2012,0.4,0,0.4,0.4,0,0.4,0.8,1.46,14.6,9.29,2.09,0.09,0,2012,30,16.55,21.8,1.83,1.83,3.67,2011,1.2,33.3,33.3,66.7
2011,1.2,0,1.2,0.8,0,0.8,2,4.15,27.7,22.1,2.4,0.22,0,2011,35.5,17.4,27.2,4.41,2.94,7.36,2010,2.66,45.1,30.1,75.2
2010,2,0,2,2.5,0,2.5,4.5,5.54,69.2,39.8,1.43,0.4,0,2010,49.5,30.6,38.6,5.18,6.47,11.6,2009,10.02,20,25,44.9
2009,0.2,0,0.2,0.2,0,0.2,0.4,0.54,5.43,3.47,1.83,0.03,0,2009,47,15.65,31.5,0.64,0.64,1.27,2008,0.71,28.2,28.2,56.3
2008,0.65,0,0.65,0.65,0.09,0.75,1.4,-,-,10.9,2.18,0.06,0.5,2008,70.8,15.2,40.5,1.62,1.85,3.46,2007,2.12,30.8,35.3,66.1
2007,1.3,0,1.3,1.1,0.1,1.2,2.49,-,-,16.2,2.12,0.11,-,2007,71.9,31.45,52.5,2.47,2.28,4.75,2006,3.81,34,31.4,65.4
2006,1.33,0,1.33,0.28,0.09,0.38,1.71,-,-,10.2,2.04,0.05,-,2006,76.8,24.2,46.2,2.88,0.82,3.7,2005,2.69,49.4,14.1,63.5
2005,1.91,0,1.91,0.67,0.1,0.76,2.67,-,-,14.7,1.97,0.1,-,2005,38.9,17.2,26.3,7.27,2.91,10.2,2004,4.75,40.2,16.1,56.3
2004,0.77,0,0.77,0.48,0.29,0.77,1.54,-,-,6,2.03,0.01,-,2004,58,30.5,39.6,1.94,1.94,3.88,2003,2.39,32.2,32.2,64.4
2003,0.92,0,0.92,0.46,0.09,0.55,1.47,-,-,5.42,2.25,0.03,-,2003,36.6,25.8,30.6,3.01,1.8,4.81,2002,2.32,39.7,23.7,63.4
2002,0.7,0,0.7,0.1,0.2,0.3,1,-,-,0,0,0,-,2002,33.9,14.95,23.9,2.93,1.26,4.19,2001,1.16,60.3,25.9,86.2
2001,0.9,0,0.9,0.4,0.2,0.6,1.5,-,-,-,-,-,-,2001,25.8,12.3,17.6,5.12,3.42,8.54,2000,1.8,50,33.3,83.3
2000,0.9,0,0.9,0.3,0.2,0.5,1.4,-,-,-,-,-,-,2000,35.5,14.4,23.3,3.86,2.14,6,1999,1.43,62.9,35,97.9
1999,0.4,0,0.4,0.2,0.2,0.4,0.8,-,-,0,0,0,-,1999,20.5,14.85,17.1,2.34,2.34,4.67,1998,0.96,41.7,41.7,83.3
1998,0,0,0,0.9,0.6,1.5,1.5,-,-,0,0,0,-,1998,31,19,24.5,0,6.13,6.13,1997,1.14,0,132,132
1997,0.5,0,0.5,0.5,0.5,1,1.5,-,-,0,0,0,-,1997,49.6,23,34.3,1.46,2.91,4.37,1996,1.11,45.1,90.3,135
1996,0.5,0,0.5,0.5,0.5,1,1.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1995,1.38,36.3,72.6,109
1995,0.5,0,0.5,1,0.5,1.5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,1.89,26.4,79.2,106
1994,1,0,1,0.5,0.5,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0.5,0,0.5,0.5,0.5,1,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,1.05,0,1.05,0.49,0.18,0.67,1.73,,,,,,,平均,42.9,21.4,31.3,3.7,1.9,5.6,平均,2.58,46.4,33,79.4
累計,27.4,0,27.4,12.8,4.66,17.5,44.9,,,,,,,累計,,,,,,,累計,61.9,,,
