盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.6,0,0.6,0,0,0,0.6,1.34,0,-,-,-,-,2018,31.55,24.5,27.8,2.16,0,2.16,2017,1.02,58.8,0,58.8
2017,0.5,0,0.5,0,0,0,0.5,1.11,0,-,-,-,-,2017,33.35,21.1,27.3,1.82,0,1.82,2016,0.64,77.9,0,77.9
2016,0.5,0,0.5,0,0,0,0.5,1.11,0,-,-,-,-,2016,25.5,16.6,21.7,2.3,0,2.3,2015,0.55,90.9,0,90.9
2015,0.9,0,0.9,0,0,0,0.9,1.99,0,11.4,5.44,0.45,0,2015,36.2,12.4,24.6,3.66,0,3.66,2014,0.94,95.7,0,95.7
2014,0.06,0.12,0.18,0,0,0,0.18,0.4,0,0.48,0.38,0.02,0,2014,37.95,24.45,31.5,0.57,0,0.57,2013,0.54,33.3,0,33.3
2013,0,0.3,0.3,0,0,0,0.3,0.74,0,0,0,0,0,2013,29.5,11.35,18.5,1.62,0,1.62,2012,0.08,375,0,375
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,18,9.78,13.2,0,0,0,2011,0.31,0,0,0
2011,0.75,0,0.75,0,0,0,0.75,1.85,0,5.59,2.82,0.22,0,2011,26.45,12.5,19.2,3.91,0,3.91,2010,0.8,93.8,0,93.8
2010,0.8,0,0.8,0,0,0,0.8,1.97,0,6.84,5.01,0.27,0,2010,32.4,20.2,25.2,3.17,0,3.17,2009,0.55,146,0,146
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,32.95,11.2,22.3,0,0,0,2008,0.36,0,0,0
2008,0.1,0,0.1,0.9,0,0.9,1,-,-,8.17,2.28,0.01,3.17,2008,38.5,9.63,24.5,0.41,3.68,4.09,2007,1.62,6.2,55.6,61.7
2007,0.3,0,0.3,0,0.3,0.3,0.6,-,-,2.37,1.77,0.09,-,2007,60.6,18.8,34.1,0.88,0.88,1.76,2006,0.65,46.2,46.2,92.3
2006,0.25,0,0.25,0,0,0,0.25,-,-,1.91,2.55,0.08,-,2006,18.15,10.2,12.4,2.02,0,2.02,2005,0.36,69.4,0,69.4
2005,0.32,0,0.32,0,0,0,0.32,-,-,1.69,1.82,0.07,-,2005,16.4,10.2,12.8,2.47,0,2.47,2004,0.42,75.1,0,75.1
2004,0.84,0,0.84,0.63,0,0.63,1.47,-,-,10.1,2.52,0.03,-,2004,28.4,12,19.5,4.32,3.24,7.56,2003,1.87,45,33.7,78.8
2003,0.6,0,0.6,1,0.2,1.2,1.8,-,-,10,2.71,0.01,-,2003,33.5,22.6,26.4,2.27,4.54,6.82,2002,1.97,30.5,60.9,91.4
2002,0.6,0,0.6,1.2,0.3,1.5,2.1,-,-,0,0,0,-,2002,61,28,41.5,1.44,3.61,5.06,2001,2.35,25.5,63.8,89.4
2001,0.8,0,0.8,2.8,0,2.8,3.6,-,-,0,0,0,-,2001,81,18.7,49.9,1.6,5.61,7.21,2000,4.73,16.9,59.2,76.1
2000,0,0,0,2.5,0.5,3,3,-,-,0,0,0,-,2000,156,43,93.9,0,3.2,3.2,1999,3.22,0,93.2,93.2
1999,0,0,0,1,1,2,2,-,-,0,0,0,-,1999,98.5,27.1,47.3,0,4.23,4.23,1998,1.91,0,105,105
1998,0,0,0,2.3,1.7,4,4,-,-,0,0,0,-,1998,85.5,36.4,58.3,0,6.86,6.86,1997,3.78,0,106,106
1997,0,0,0,2.8,0,2.8,2.8,-,-,0,0,0,-,1997,91.5,39,66.8,0,4.19,4.19,1996,3.77,0,74.4,74.4
1996,0,0,0,6.2,0,6.2,6.2,-,-,0,0,0,-,-,-,-,-,-,-,-,1995,7.78,0,79.7,79.7
1995,0,0,0,4,0,4,4,-,-,0,0,0,-,-,-,-,-,-,-,-,1994,7.08,0,56.5,56.5
1994,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.3,0.02,0.32,0.97,0.15,1.13,1.45,,,,,,,平均,48.8,20,32.7,1.6,1.8,3.4,平均,1.97,53.6,34.7,88.3
累計,7.92,0.42,8.34,25.3,4,29.3,37.7,,,,,,,累計,,,,,,,累計,47.3,,,
