盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2.79,0,2.79,0,0,0,2.79,3.58,0,-,-,-,-,2018,53.5,43.5,48.2,5.8,0,5.8,2017,3.12,89.5,0,89.5
2017,2.5,0,2.5,0,0,0,2.5,3.19,0,-,-,-,-,2017,49.8,43.7,45.9,5.44,0,5.44,2016,3.09,80.8,0,80.8
2016,2.39,0,2.39,0,0,0,2.39,3.04,0,-,-,-,-,2016,53.9,43.15,48.5,4.94,0,4.94,2015,3.27,73.2,0,73.2
2015,2.5,0,2.5,0,0,0,2.5,2.82,0,7.71,2.7,0.15,0,2015,55.8,36.6,48.6,5.14,0,5.14,2014,2.53,98.8,0,98.8
2014,2,0,2,0,0,0,2,2.26,0,8.1,2.7,0.16,0,2014,65.7,48,56.6,3.53,0,3.53,2013,2.66,75.2,0,75.2
2013,2,0,2,0,0,0,2,2.26,0,7.45,2.7,0.15,0,2013,67.5,48.2,56.2,3.56,0,3.56,2012,2.44,82,0,82
2012,1,0,1,1,0,1,2,1.03,10.3,9.02,2.7,0.18,0,2012,76,52,61,1.64,1.64,3.28,2011,3.25,30.8,30.8,61.5
2011,2.5,0,2.5,0,0,0,2.5,2.57,0,9.6,2.7,0.19,0,2011,99.5,50.3,78.3,3.19,0,3.19,2010,3.72,67.2,0,67.2
2010,1.98,0,1.98,0,0,0,1.98,1.88,0,9.54,3.06,0.16,0,2010,109,58,79.5,2.49,0,2.49,2009,3.6,54.9,0,54.9
2009,1.93,0,1.93,0,0,0,1.93,1.7,0,6.32,2.7,0.11,0,2009,82.2,32.5,55.9,3.46,0,3.46,2008,2.92,66.2,0,66.2
2008,5,0,5,0,0,0,5,-,-,32.7,2.7,0.54,0,2008,72.5,29.2,49.9,10,0,10,2007,12.56,39.8,0,39.8
2007,2.8,0,2.8,0,0,0,2.8,-,-,9.07,2.68,0.15,-,2007,87.6,40.7,65.1,4.3,0,4.3,2006,4.36,64.2,0,64.2
2006,1.3,0,1.3,0.7,0,0.7,1.99,-,-,2.18,0.9,0,-,2006,44.8,23.45,28.2,4.6,2.48,7.08,2005,3.47,37.4,20.1,57.5
2005,1.2,0,1.2,0.3,0,0.3,1.5,-,-,1.31,0.9,0,-,2005,28.9,20.85,24.2,4.95,1.24,6.19,2004,2.18,55,13.8,68.8
2004,1.76,0,1.76,0.75,0,0.75,2.51,-,-,2.23,0.9,0,-,2004,44,22.7,30.8,5.71,2.43,8.14,2003,4.02,43.8,18.7,62.4
2003,2,0,2,1.5,0,1.5,3.5,-,-,2.56,0.9,0,-,2003,60.5,39.1,44.9,4.46,3.34,7.8,2002,6.62,30.2,22.7,52.9
2002,1.8,0,1.8,1.7,0,1.7,3.5,-,-,0,0,0,-,2002,98.5,52,69.4,2.6,2.45,5.05,2001,6.74,26.7,25.2,51.9
2001,1.61,0,1.61,1.89,0,1.89,3.5,-,-,0,0,0,-,2001,134.5,53,80,2.01,2.36,4.37,2000,3.03,53.1,62.4,116
2000,4,0,4,0,0,0,4,-,-,0,0,0,-,-,-,-,-,-,-,-,1999,12.24,32.7,0,32.7
1999,3,0,3,0,0,0,3,-,-,0,-,0,-,-,-,-,-,-,-,-,1998,-,-,-,-
1998,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,-,-,-,-
平均,2.19,0,2.19,0.37,0,0.37,2.57,,,,,,,平均,71.3,40.9,54,4.3,0.9,5.2,平均,4.52,58,10.2,68.2
累計,46.1,0,46.1,7.84,0,7.84,53.9,,,,,,,累計,,,,,,,累計,85.8,,,
