盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,5,0,5,0,0,0,5,1.54,0,-,-,-,-,2018,197,136.5,165,3.03,0,3.03,2017,10.01,50,0,50
2017,4.2,0,4.2,0,0,0,4.2,1.14,0,-,-,-,-,2017,182,117,139,3.02,0,3.02,2016,8.35,50.3,0,50.3
2016,4,0,4,0,0,0,4,1.09,0,-,-,-,-,2016,172.5,100,125,3.2,0,3.2,2015,7.76,51.5,0,51.5
2015,5.5,0,5.5,1,0,1,6.5,1.36,2.47,2.36,0.97,0.04,0,2015,235,121,178,3.09,0.56,3.66,2014,9.85,55.8,10.2,66
2014,5,0,5,4,0,4,9,0.88,7.06,2.14,0.99,0,0,2014,429,186,261,1.92,1.53,3.45,2013,12.27,40.7,32.6,73.3
2013,2,0,2,0,0,0,2,0.35,0,0.92,-,0.05,0,2013,241.5,60.6,132,1.51,0,1.51,2012,-,-,-,-
2012,0.56,0,0.56,0.56,0,0.56,1.12,0.08,0.84,0.77,-,0.04,0,2012,95,57.7,68.2,0.82,0.82,1.64,2011,-,-,-,-
2011,0,0,0,0,0,0,0,0,0,0,-,0,0,-,-,-,-,-,-,-,2010,-,-,-,-
平均,3.28,0,3.28,0.7,0,0.7,3.98,,,,,,,平均,222,111,153,2.4,0.4,2.8,平均,9.65,49.7,8.6,58.2
累計,26.3,0,26.3,5.56,0,5.56,31.8,,,,,,,累計,,,,,,,累計,48.2,,,
